source_family,source_record_id,person_raw,office_raw,start_raw,end_raw,party_raw,link_basis,service_ids,inclusion_states,affiliation_ids,decision_ids
atlas,atlas-line-671,Flávia Arruda,Governo,06/04/2021,31/03/2022,PL,reviewed_person_and_administration_links_raw_office_claim_retained,service-jair_bolsonaro-0-47,true:titular,affiliation-18b79f294f7c;affiliation-5335e0e06ea0,PERSON-CONTINUITY-REVIEW;R22
atlas,atlas-line-672,Célio Faria Júnior,Governo,31/03/2022,31/12/2022,sfp,reviewed_person_and_administration_links_raw_office_claim_retained,service-jair_bolsonaro-0-48,true:titular,affiliation-1ff82b1cd2c5,C039;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
atlas,atlas-line-673,Rui Costa,Casa Civil,01/01/2023,,PT,reviewed_person_and_administration_links_raw_office_claim_retained,service-lula_2023_presente-2-51,true:titular,affiliation-61c96e16970e,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
atlas,atlas-line-674,Flávio Dino,Justiça e Segurança Pública,01/01/2023,,PSB,reviewed_person_and_administration_links_raw_office_claim_retained,service-lula_2023_presente-2-25,true:titular,affiliation-4d1f83056735,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
atlas,atlas-line-675,José Múcio Monteiro,Defesa,01/01/2023,,sfp,reviewed_person_and_administration_links_raw_office_claim_retained,service-lula_2023_presente-2-9,true:titular,affiliation-33e0643beee0,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
atlas,atlas-line-676,Mauro Vieira,Relações Exteriores,01/01/2023,,sfp,reviewed_person_and_administration_links_raw_office_claim_retained,service-lula_2023_presente-2-40,true:titular,affiliation-7a8a481bf349;affiliation-7d9b15c431f8,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
atlas,atlas-line-677,Fernando Haddad,Fazenda,01/01/2023,,PT,reviewed_person_and_administration_links_raw_office_claim_retained,service-lula_2023_presente-2-20,true:titular,affiliation-25ce9907d287,C064;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
atlas,atlas-line-678,Renan Filho,Transportes,01/01/2023,,MDB,reviewed_person_and_administration_links_raw_office_claim_retained,service-lula_2023_presente-2-44,true:titular,affiliation-23117927af6d,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
atlas,atlas-line-679,Carlos Fávaro,Agricultura,01/01/2023,,PSD,reviewed_person_and_administration_links_raw_office_claim_retained,service-lula_2023_presente-2-2,true:titular,affiliation-d7b373e5a258,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
atlas,atlas-line-680,Camilo Santana,Educação,01/01/2023,,PT,reviewed_person_and_administration_links_raw_office_claim_retained,service-lula_2023_presente-2-16,true:titular,affiliation-e59294a899c0,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
atlas,atlas-line-681,Luiz Marinho,Trabalho,01/01/2023,,PT,reviewed_person_and_administration_links_raw_office_claim_retained,service-lula_2023_presente-2-43,true:titular,affiliation-b4a5bfd222ea,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
atlas,atlas-line-682,Nísia Trindade,Saúde,01/01/2023,,sfp,reviewed_person_and_administration_links_raw_office_claim_retained,service-lula_2023_presente-2-41,true:titular,affiliation-9af82354ae39,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
atlas,atlas-line-683,Geraldo Alckmin,Indústria e Comércio,01/01/2023,,PSB,reviewed_person_and_administration_links_raw_office_claim_retained,service-lula_2023_presente-2-11,true:titular,affiliation-03c9fed66d5d;affiliation-23c362e943ca,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
atlas,atlas-line-684,Alexandre Silveira,Minas e Energia,01/01/2023,,PSD,reviewed_person_and_administration_links_raw_office_claim_retained,service-lula_2023_presente-2-30,true:titular,affiliation-9e265f24c459,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
atlas,atlas-line-685,Simone Tebet,"Planejamento, Desenvolvimento e Gestão",01/01/2023,,MDB,reviewed_person_and_administration_links_raw_office_claim_retained,service-lula_2023_presente-2-34,true:titular,affiliation-cb4f91ba02c2,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
atlas,atlas-line-686,Waldez Góes,Integração Nacional e Desenvolvimento Regional,01/01/2023,,PDT,reviewed_person_and_administration_links_raw_office_claim_retained,service-lula_2023_presente-2-24,true:titular,affiliation-c26dca6ad1e7,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW;R28
atlas,atlas-line-687,Juscelino Filho,Comunicações,01/01/2023,,União,reviewed_person_and_administration_links_raw_office_claim_retained,service-lula_2023_presente-2-5,true:titular,affiliation-c7e9e8691f3f,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
atlas,atlas-line-688,Carlos Lupi,Previdência Social,01/01/2023,,PDT,reviewed_person_and_administration_links_raw_office_claim_retained,service-lula_2023_presente-2-38,true:titular,affiliation-d6416c0874e3,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
atlas,atlas-line-689,Marina Silva,Meio Ambiente,01/01/2023,,Rede,reviewed_person_and_administration_links_raw_office_claim_retained,service-lula_2023_presente-2-29,true:titular,affiliation-09d1f6259269,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
atlas,atlas-line-690,Luciana Santos,Ciência e Tecnologia,01/01/2023,,PCdoB,reviewed_person_and_administration_links_raw_office_claim_retained,service-lula_2023_presente-2-4,true:titular,affiliation-c9cbe3bd838f,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
atlas,atlas-line-691,Margareth Menezes,Cultura,01/01/2023,,sfp,reviewed_person_and_administration_links_raw_office_claim_retained,service-lula_2023_presente-2-8,true:titular,affiliation-4a283cc0a199,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
atlas,atlas-line-692,Paulo Teixeira,Desenvolvimento Agrário,01/01/2023,,PT,reviewed_person_and_administration_links_raw_office_claim_retained,service-lula_2023_presente-2-10,true:titular,affiliation-cfaa63900d22,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
atlas,atlas-line-693,Wellington Dias,Desenvolvimento Social,01/01/2023,,PT,reviewed_person_and_administration_links_raw_office_claim_retained,service-lula_2023_presente-2-12,true:titular,affiliation-0e1f4321662d,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
atlas,atlas-line-694,Ana Moser,Esporte,01/01/2023,12/09/2023,sfp,reviewed_person_and_administration_links_raw_office_claim_retained,service-lula_2023_presente-2-18,true:titular,affiliation-f502a06a7d7c,ATLAS-694;PERSON-CONTINUITY-REVIEW;R29
atlas,atlas-line-695,André Luiz de Carvalho Ribeiro (André Fufuca),Esporte,13/09/2023,,PP,reviewed_person_and_administration_links_raw_office_claim_retained,service-lula_2023_presente-2-19,true:titular,affiliation-e8ad9dbd1791,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
atlas,atlas-line-696,Jader Filho,Cidades,01/01/2023,,MDB,reviewed_person_and_administration_links_raw_office_claim_retained,service-lula_2023_presente-2-3,true:titular,affiliation-b0b11d18926e,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
atlas,atlas-line-697,Daniela Carneiro,Turismo,01/01/2023,13/07/2023,União,reviewed_person_and_administration_links_raw_office_claim_retained,service-lula_2023_presente-2-45,true:titular,affiliation-e01d874b01f1,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
atlas,atlas-line-698,Celso Sabino,Turismo,14/07/2023,,União,reviewed_person_and_administration_links_raw_office_claim_retained,service-lula_2023_presente-2-46,true:titular,affiliation-56794fb10347;affiliation-b70bb8b61f90;affiliation-caf93607eaeb,C073;OFF-041;PERSON-CONTINUITY-REVIEW;R27
atlas,atlas-line-699,Silvio Almeida,Direitos Humanos,01/01/2023,,sfp,reviewed_person_and_administration_links_raw_office_claim_retained,service-lula_2023_presente-2-13,true:titular,affiliation-017d672040b0,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
atlas,atlas-line-700,Márcio Macedo,Secretaria-Geral (participação social),01/01/2023,,PT,reviewed_person_and_administration_links_raw_office_claim_retained,service-lula_2023_presente-2-56,true:titular,affiliation-e4d954cf8b7a,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
atlas,atlas-line-701,Alexandre Padilha,Relações Institucionais,01/01/2023,,PT,reviewed_person_and_administration_links_raw_office_claim_retained,service-lula_2023_presente-2-42;service-lula_2023_presente-2-62,true:titular,affiliation-0eb57fd96d71;affiliation-58fa25c5e787,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
atlas,atlas-line-702,Esther Dweck,Gestão e Inovação em Serviços Públicos,01/01/2023,,sfp,reviewed_person_and_administration_links_raw_office_claim_retained,service-lula_2023_presente-2-14;service-lula_2023_presente-2-22,true:titular;true:vacancy_acting,affiliation-15b98927b738,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
atlas,atlas-line-703,André de Paula,Pesca,01/01/2023,,PSD,reviewed_person_and_administration_links_raw_office_claim_retained,service-lula_2023_presente-2-33,true:titular,affiliation-ea3c15cc1fb5,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
atlas,atlas-line-704,Cida Gonçalves,Mulheres,01/01/2023,,PT,reviewed_person_and_administration_links_raw_office_claim_retained,service-lula_2023_presente-2-31,true:titular,affiliation-df5b36b41551,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
atlas,atlas-line-705,Anielle Franco,Igualdade Racial,01/01/2023,,sfp,reviewed_person_and_administration_links_raw_office_claim_retained,service-lula_2023_presente-2-23,true:titular,affiliation-11634b1466ac;affiliation-be8140a43093,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
atlas,atlas-line-706,Márcio França,Portos e Aeroportos,01/01/2023,12/09/2023,PSB,reviewed_person_and_administration_links_raw_office_claim_retained,service-lula_2023_presente-2-17;service-lula_2023_presente-2-35,true:titular,affiliation-32357545734c;affiliation-8934ca8cc30e,ATLAS-706;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW;R29
atlas,atlas-line-707,Sílvio Costa Filho,Portos e Aeroportos,13/09/2023,,REP,reviewed_person_and_administration_links_raw_office_claim_retained,service-lula_2023_presente-2-36,true:titular,affiliation-462c7a44cd52,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
atlas,atlas-line-708,Márcio França,Micro e Pequenas Empresas,13/09/2023,,PSB,reviewed_person_and_administration_links_raw_office_claim_retained,service-lula_2023_presente-2-17;service-lula_2023_presente-2-35,true:titular,affiliation-32357545734c;affiliation-8934ca8cc30e,ATLAS-706;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW;R29
atlas,atlas-line-709,Sônia Guajajara,Povos Indígenas,01/01/2023,,PSOL,reviewed_person_and_administration_links_raw_office_claim_retained,service-lula_2023_presente-2-37,true:titular,affiliation-a198796370f1,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
pinned_cabinet_list,dilma_rousseff:1:1,"[""Advocacia-Geral da União"", """", ""Luís Inácio Adams"", ""—"", ""1º de janeiro de 2015"", ""3 de março de 2016"", ""[ 1 ]""]",,,,,included_reviewed_service,service-dilma_rousseff-1-1,true:titular,affiliation-b6d91490f7a6,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
pinned_cabinet_list,dilma_rousseff:1:10,"[""Secretaria de Aviação Civil"", """", ""Guilherme Walder Mora Ramalho"", ""—"", ""18 de abril de 2016 (interino)"", ""12 de maio de 2016 (impeachment de Dilma Rousseff)"", ""[ 39 ]""]",,,,,included_reviewed_service,service-dilma_rousseff-1-10,true:titular,affiliation-1acf6c75b9f2,ATLAS-551;ATLAS-554;C021;PERSON-CONTINUITY-REVIEW
pinned_cabinet_list,dilma_rousseff:1:11,"[""Presidente do Banco Central do Brasil"", """", ""Alexandre Tombini"", ""—"", ""1º de janeiro de 2015"", ""—"", ""[ 1 ]""]",,,,,included_reviewed_service,service-dilma_rousseff-1-11,true:titular,affiliation-0ce85cff52a7;affiliation-b83c74e2afd9,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
pinned_cabinet_list,dilma_rousseff:1:12,"[""Casa Civil"", """", ""Aloizio Mercadante"", ""PT"", ""1º de janeiro de 2015"", ""2 de outubro de 2015"", ""[ 1 ]""]",,,,,included_reviewed_service,service-dilma_rousseff-1-12,true:titular,affiliation-d0f4c906643d;affiliation-ef1c2f93359e,C024;C032;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
pinned_cabinet_list,dilma_rousseff:1:13,"[""Casa Civil"", """", ""Jaques Wagner"", ""PT"", ""2 de outubro de 2015"", ""16 de março de 2016"", ""[ 36 ]""]",,,,,included_reviewed_service,service-dilma_rousseff-1-13,true:titular,affiliation-8853da98c38a;affiliation-8965b608fad5;affiliation-c74569f0a445,C024;C032;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
pinned_cabinet_list,dilma_rousseff:1:14,"[""Casa Civil"", """", ""Luiz Inácio Lula da Silva"", ""PT"", ""17 de março de 2016"", ""18 de março de 2016 (nomeação suspensa pelo STF)"", ""[ 40 ]""]",,,,,included_reviewed_service,service-d627a715ad62,true:judicially_interrupted,affiliation-ff30b0174398,OFFICE-ADJUDICATION;PERSON-CONTINUITY-REVIEW
pinned_cabinet_list,dilma_rousseff:1:15,"[""Casa Civil"", """", ""Eva Chiavon"", ""PT"", ""22 de março de 2016 (interina)"", ""12 de maio de 2016 (impeachment de Dilma Rousseff)"", ""[ 41 ]""]",,,,,included_reviewed_service,service-C055-person-884dd07ee0fc;service-dilma_rousseff-1-15,true:vacancy_acting,affiliation-d8954b97c63c,C031;C055;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
pinned_cabinet_list,dilma_rousseff:1:16,"[""Ministério da Ciência, Tecnologia e Inovação"", """", ""Aldo Rebelo"", ""PCdoB"", ""1º de janeiro de 2015"", ""2 de outubro de 2015"", ""[ 1 ]""]",,,,,included_reviewed_service,service-dilma_rousseff-1-16,true:titular,affiliation-2695219a6106;affiliation-e0a60b031086,C024;C032;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
pinned_cabinet_list,dilma_rousseff:1:17,"[""Ministério da Ciência, Tecnologia e Inovação"", """", ""Celso Pansera"", ""MDB"", ""2 de outubro de 2015"", ""14 de abril de 2016 (renunciou ao cargo)"", ""[ 36 ]""]",,,,,included_reviewed_service,service-dilma_rousseff-1-17,true:titular,affiliation-1f505a8145c2;affiliation-30697884737b;affiliation-6d9fedcf0916,C024;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
pinned_cabinet_list,dilma_rousseff:1:18,"[""Ministério da Ciência, Tecnologia e Inovação"", """", ""Emília Maria Silva Ribeiro Curi"", ""—"", ""14 de abril de 2016"", ""12 de maio de 2016 (impeachment de Dilma Rousseff)"", """"]",,,,,included_reviewed_service,service-dilma_rousseff-1-18,true:titular,affiliation-bf2c58ba8453,C017;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
pinned_cabinet_list,dilma_rousseff:1:19,"[""Ministério das Cidades"", """", ""Gilberto Kassab"", ""PSD"", ""1º de janeiro de 2015"", ""15 de abril de 2016"", ""[ 1 ]""]",,,,,included_reviewed_service,service-dilma_rousseff-1-19,true:titular,affiliation-39707084a306;affiliation-3e99f909d3bf,PERSON-CONTINUITY-REVIEW;R04
pinned_cabinet_list,dilma_rousseff:1:2,"[""Advocacia-Geral da União"", """", ""José Eduardo Cardozo"", ""PT"", ""3 de março de 2016"", ""12 de maio de 2016 (impeachment de Dilma Rousseff)"", ""[ 34 ]""]",,,,,included_reviewed_service,service-dilma_rousseff-1-2,true:titular,affiliation-29b39d7f6cbc;affiliation-53f836355175,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
pinned_cabinet_list,dilma_rousseff:1:20,"[""Ministério das Cidades"", """", ""Inês da Silva Magalhães"", ""—"", ""15 de abril de 2016"", ""12 de maio de 2016 (impeachment de Dilma Rousseff)"", """"]",,,,,included_reviewed_service,service-dilma_rousseff-1-20,true:titular,affiliation-32075f7875e5,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
pinned_cabinet_list,dilma_rousseff:1:21,"[""Secretaria de Comunicação Social"", """", ""Thomas Traumann"", ""PSD"", ""1º de janeiro de 2015"", ""25 de março de 2015"", ""[ 1 ]""]",,,,,included_reviewed_service,service-dilma_rousseff-1-21,true:titular,affiliation-fea11883b765,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
pinned_cabinet_list,dilma_rousseff:1:22,"[""Secretaria de Comunicação Social"", """", ""Edinho Silva"", ""PT"", ""31 de março de 2015"", ""12 de maio de 2016 (impeachment de Dilma Rousseff)"", ""[ 42 ]""]",,,,,included_reviewed_service,service-dilma_rousseff-1-22,true:titular,affiliation-0a61bf84ff67,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
pinned_cabinet_list,dilma_rousseff:1:23,"[""Ministério das Comunicações"", """", ""Ricardo Berzoini"", ""PT"", ""1º de janeiro de 2015"", ""2 de outubro de 2015"", ""[ 1 ]""]",,,,,included_reviewed_service,service-dilma_rousseff-1-23,true:titular,affiliation-4b873e91cdd8;affiliation-7af3673c6018,C024;C032;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
pinned_cabinet_list,dilma_rousseff:1:24,"[""Ministério das Comunicações"", """", ""André Figueiredo"", ""PDT"", ""2 de outubro de 2015"", ""12 de maio de 2016 (impeachment de Dilma Rousseff)"", ""[ 36 ]""]",,,,,included_reviewed_service,service-dilma_rousseff-1-24,true:titular,affiliation-80b6aeb3505e;affiliation-f8a6b0559344,C024;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
pinned_cabinet_list,dilma_rousseff:1:25,"[""Controladoria-Geral da União"", """", ""Valdir Moysés Simão"", ""—"", ""1º de janeiro de 2015"", ""21 de dezembro de 2015"", ""[ 1 ]""]",,,,,included_reviewed_service,service-dilma_rousseff-1-25,true:titular,affiliation-70dd8e5afcf8;affiliation-da12fa7641e8,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
pinned_cabinet_list,dilma_rousseff:1:26,"[""Controladoria-Geral da União"", """", ""Carlos Higino Ribeiro de Alencar"", ""—"", ""21 de dezembro de 2015 (interino)"", ""29 de fevereiro de 2016"", ""[ 36 ]""]",,,,,included_reviewed_service,service-dilma_rousseff-1-26,true:titular,affiliation-b15099e16f67;affiliation-f5366afa80a8,C033;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
pinned_cabinet_list,dilma_rousseff:1:27,"[""Controladoria-Geral da União"", """", ""Luiz Navarro de Britto"", ""—"", ""29 de fevereiro de 2016"", ""12 de maio de 2016 (impeachment de Dilma Rousseff)"", """"]",,,,,included_reviewed_service,service-dilma_rousseff-1-27,true:titular,affiliation-c4982e18b6ca,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
pinned_cabinet_list,dilma_rousseff:1:28,"[""Ministério da Cultura"", """", ""Juca Ferreira"", ""PT"", ""1º de janeiro de 2015"", ""12 de maio de 2016 (impeachment de Dilma Rousseff)"", ""[ 1 ]""]",,,,,included_reviewed_service,service-dilma_rousseff-1-28,true:titular,affiliation-7dc2db2ea744,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
pinned_cabinet_list,dilma_rousseff:1:29,"[""Ministério da Defesa"", """", ""Jaques Wagner"", ""PT"", ""1º de janeiro de 2015"", ""2 de outubro de 2015"", ""[ 1 ]""]",,,,,included_reviewed_service,service-dilma_rousseff-1-29,true:titular,affiliation-8853da98c38a;affiliation-8965b608fad5;affiliation-c74569f0a445,C024;C032;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
pinned_cabinet_list,dilma_rousseff:1:3,"[""Ministério da Agricultura, Pecuária e Abastecimento"", """", ""Kátia Abreu"", ""MDB"", ""1º de janeiro de 2015"", ""12 de maio de 2016 (impeachment de Dilma Rousseff)"", ""[ 1 ]""]",,,,,included_reviewed_service,service-dilma_rousseff-1-3,true:titular,affiliation-17b5cdf8e9ca;affiliation-54b3f6457e04,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
pinned_cabinet_list,dilma_rousseff:1:30,"[""Ministério da Defesa"", """", ""Aldo Rebelo"", ""PCdoB"", ""2 de outubro de 2015"", ""12 de maio de 2016 (impeachment de Dilma Rousseff)"", ""[ 36 ]""]",,,,,included_reviewed_service,service-dilma_rousseff-1-30,true:titular,affiliation-2695219a6106;affiliation-e0a60b031086,C024;C032;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
pinned_cabinet_list,dilma_rousseff:1:31,"[""Ministério do Desenvolvimento Agrário"", """", ""Patrus Ananias"", ""PT"", ""1º de janeiro de 2015"", ""14 de abril de 2016"", ""[ 1 ]""]",,,,,included_reviewed_service,service-dilma_rousseff-1-31,true:titular,affiliation-17032a771737;affiliation-893e7cb6ee58,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
pinned_cabinet_list,dilma_rousseff:1:32,"[""Ministério do Desenvolvimento Agrário"", """", ""Maria Fernanda Ramos Coelho"", ""—"", ""14 de abril de 2016 (interina)"", ""19 de abril de 2016"", ""[ 43 ]""]",,,,,included_reviewed_service,service-dilma_rousseff-1-32,true:titular,affiliation-b5e73dd9d2f3,C005;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
pinned_cabinet_list,dilma_rousseff:1:33,"[""Ministério do Desenvolvimento Agrário"", """", ""Patrus Ananias"", ""PT"", ""19 de abril de 2016"", ""12 de maio de 2016 (impeachment de Dilma Rousseff)"", ""[ 43 ]""]",,,,,included_reviewed_service,service-dilma_rousseff-1-33,true:titular,affiliation-17032a771737;affiliation-893e7cb6ee58,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
pinned_cabinet_list,dilma_rousseff:1:34,"[""Ministério do Desenvolvimento, Indústria e Comércio Exterior"", """", ""Armando Monteiro"", ""PTB"", ""1º de janeiro de 2015"", ""12 de maio de 2016 (impeachment de Dilma Rousseff)"", ""[ 1 ]""]",,,,,included_reviewed_service,service-dilma_rousseff-1-34,true:titular,affiliation-94a20845e40f;affiliation-a4eb3d8313a7,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
pinned_cabinet_list,dilma_rousseff:1:35,"[""Ministério do Desenvolvimento Social e Combate à Fome"", """", ""Tereza Campello"", ""PT"", ""1º de janeiro de 2015"", ""12 de maio de 2016 (impeachment de Dilma Rousseff)"", ""[ 1 ]""]",,,,,included_reviewed_service,service-dilma_rousseff-1-35,true:titular,affiliation-e4422f7ef01f,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
pinned_cabinet_list,dilma_rousseff:1:36,"[""Secretaria de Direitos Humanos"", """", ""Ideli Salvatti"", ""PT"", ""1º de janeiro de 2015"", ""16 de abril de 2015"", ""[ 1 ]""]",,,,,included_reviewed_service,service-dilma_rousseff-1-36,true:titular,affiliation-a2d9361f450f,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
pinned_cabinet_list,dilma_rousseff:1:37,"[""Secretaria de Direitos Humanos"", """", ""Pepe Vargas"", ""PT"", ""16 de abril de 2015"", ""2 de outubro de 2015 (secretaria transformada em Ministério da Mulher, da Família e dos Direitos Humanos)"", ""[ 44 ]""]",,,,,included_reviewed_service,service-dilma_rousseff-1-37,true:titular,affiliation-cb70210091eb;affiliation-ec96137176df,C024;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
pinned_cabinet_list,dilma_rousseff:1:38,"[""Secretaria de Direitos Humanos"", """", ""Nilma Lino Gomes"", ""—"", ""2 de outubro de 2015"", ""12 de maio de 2016 (impeachment de Dilma Rousseff)"", ""[ 36 ]""]",,,,,included_reviewed_service,service-dilma_rousseff-1-38;service-dilma_rousseff-1-38-pre-transform,false:non_entry;true:titular,affiliation-868ac39afc7e;affiliation-e8a01b2cb1e0,C024;C032;OFF-005;OFF-006;OFF-007;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
pinned_cabinet_list,dilma_rousseff:1:39,"[""Ministério da Educação"", """", ""Cid Gomes"", ""PDT"", ""1º de janeiro de 2015"", ""18 de março de 2015"", ""[ 1 ]""]",,,,,included_reviewed_service,service-dilma_rousseff-1-39,true:titular,affiliation-046ac4ccc1d3,PERSON-CONTINUITY-REVIEW;R01
pinned_cabinet_list,dilma_rousseff:1:4,"[""Secretaria de Assuntos Estratégicos"", """", ""Marcelo Neri"", ""—"", ""1º de janeiro de 2015"", ""5 de fevereiro de 2015"", ""[ 1 ]""]",,,,,included_reviewed_service,service-dilma_rousseff-1-4,true:titular,affiliation-3ac2b844c253,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
pinned_cabinet_list,dilma_rousseff:1:40,"[""Ministério da Educação"", """", ""Luiz Cláudio Costa"", ""—"", ""18 de março de 2015 (interino)"", ""6 de abril de 2015"", """"]",,,,,included_reviewed_service,service-dilma_rousseff-1-40,true:vacancy_acting,affiliation-8fb8dd8f1887,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
pinned_cabinet_list,dilma_rousseff:1:41,"[""Ministério da Educação"", """", ""Renato Janine Ribeiro"", ""—"", ""6 de abril de 2015"", ""30 de setembro de 2015"", ""[ 45 ]""]",,,,,included_reviewed_service,service-dilma_rousseff-1-41,true:titular,affiliation-a81911cad39b,C024;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
pinned_cabinet_list,dilma_rousseff:1:42,"[""Ministério da Educação"", """", ""Aloizio Mercadante"", ""PT"", ""2 de outubro de 2015"", ""12 de maio de 2016 (impeachment de Dilma Rousseff)"", ""[ 36 ]""]",,,,,included_reviewed_service,service-dilma_rousseff-1-42,true:titular,affiliation-d0f4c906643d;affiliation-ef1c2f93359e,C024;C032;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
pinned_cabinet_list,dilma_rousseff:1:43,"[""Ministério do Esporte"", """", ""George Hilton"", ""REPU"", ""1º de janeiro de 2015"", ""23 de março de 2016"", ""[ 1 ]""]",,,,,included_reviewed_service,service-dilma_rousseff-1-43,true:titular,affiliation-1e430540f85f;affiliation-634e3f7dfa5f,PERSON-CONTINUITY-REVIEW;R02
pinned_cabinet_list,dilma_rousseff:1:44,"[""Ministério do Esporte"", """", ""Ricardo Leyser"", ""PCdoB"", ""31 de março de 2016"", ""12 de maio de 2016 (impeachment de Dilma Rousseff)"", ""[ 46 ]""]",,,,,included_reviewed_service,service-dilma_rousseff-1-44,true:titular,affiliation-edc82d3745eb,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
pinned_cabinet_list,dilma_rousseff:1:45,"[""Ministério da Fazenda"", """", ""Joaquim Levy"", ""—"", ""1º de janeiro de 2015"", ""18 de dezembro de 2015"", ""[ 1 ]""]",,,,,included_reviewed_service,service-dilma_rousseff-1-45,true:titular,affiliation-8a2657d18d9b,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
pinned_cabinet_list,dilma_rousseff:1:46,"[""Ministério da Fazenda"", """", ""Nelson Barbosa"", ""—"", ""18 de dezembro de 2015"", ""12 de maio de 2016 (impeachment de Dilma Rousseff)"", ""[ 36 ]""]",,,,,included_reviewed_service,service-dilma_rousseff-1-46,true:titular,affiliation-627c24007baa;affiliation-bbe72215419d;affiliation-f6f095f8698d,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
pinned_cabinet_list,dilma_rousseff:1:47,"[""Gabinete de Segurança Institucional"", """", ""José Elito Carvalho Siqueira"", ""—"", ""1º de janeiro de 2015"", ""2 de outubro de 2015 (secretaria incorporada a Secretaria de Governo do Brasil)"", ""[ 1 ]""]",,,,,included_reviewed_service,service-dilma_rousseff-1-47,true:titular,affiliation-c3648fda53b0,C024;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW
