service_id,person_id,person_name,office_id,office_name,administration_id,start_inclusive,end_exclusive,capacity,included,scope_decision,raw_start,raw_end,raw_date_semantics,date_status,date_earliest,date_latest,evidence_ids,decision_ids,source_record_ids
service-jair_bolsonaro-0-18,person-701837a286fb,Fernando Azevedo e Silva,bolsonaro-defesa,Ministério da Defesa,bolsonaro,2019-01-01,2021-03-30,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2019-01-01,2021-03-29,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,supported_effective_or_last_service_date,,,C049;LEG-7cd94731dd90,C049;POPULATION-REVIEW,jair_bolsonaro:0:18
service-jair_bolsonaro-0-13,person-326c14e875d3,André Mendonça,bolsonaro-justica,Ministério da Justiça e Segurança Pública,bolsonaro,2020-04-29,2021-03-30,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2020-04-29,2021-03-29,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,supported_effective_or_last_service_date,,,C049;LEG-8534d7a64a42,C049;POPULATION-REVIEW,jair_bolsonaro:0:13
service-jair_bolsonaro-0-29,person-326c14e875d3,André Mendonça,bolsonaro-agu,Advocacia-Geral da União,bolsonaro,2019-01-01,2020-04-28,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2019-01-01,2020-04-27,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,supported_effective_or_last_service_date,,,C056;LEG-92e9b59b9825,C056;POPULATION-REVIEW,jair_bolsonaro:0:29
service-jair_bolsonaro-0-22,person-ebaf14a16f4d,Carlos França,bolsonaro-relacoes-exteriores,Ministério das Relações Exteriores,bolsonaro,2021-03-31,2023-01-01,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2021-04-06,2022-12-31,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_actual_direction_before_public_possession,2021-03-30,2021-03-31,C072;LEG-9dd6c6a98b8f,C072;POPULATION-REVIEW,jair_bolsonaro:0:22
service-jair_bolsonaro-0-19,person-0b9c7bbdb3fe,Walter Braga Netto,bolsonaro-defesa,Ministério da Defesa,bolsonaro,2021-03-30,2022-04-01,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2021-03-29,2022-04-01,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_actual_exercise_before_signed_possession,2021-03-30,2021-04-01,C049;C068;LEG-dacd12d72fdc,C049;C068;POPULATION-REVIEW,jair_bolsonaro:0:19
service-C059-person-jonathas-assuncao-salvador-nery-de-castro,person-jonathas-assuncao-salvador-nery-de-castro,Jonathas Assunção Salvador Nery de Castro,bolsonaro-secretaria-governo,Secretaria de Governo,bolsonaro,2021-03-30,2021-03-31,vacancy_acting,true,Vacancy replacement; no ordinary travel substitution included,2021-03-30,2021-03-31,Half-open adjudication from formal vacancy and continuing designated substitute,adjudicated_designated_vacancy_replacement,,,C036;C059,C036;C059,C036
service-jair_bolsonaro-0-36,person-03c9d5b23d79,Pedro Cesar Nunes Ferreira Marques de Sousa,bolsonaro-secretaria-geral,Secretaria-Geral da Presidência da República,bolsonaro,2020-12-31,2021-02-12,vacancy_acting,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2020-10-07,2021-02-12,Earlier October exercise was ordinary temporary substitution while titular retained office; vacancy witness starts at titular departure,adjudicated_source_boundary,,,C028;LEG-79030362edda,C028;OFFICE-CAPACITY-2020,jair_bolsonaro:0:36
service-jair_bolsonaro-0-11,person-561613fe4a6e,Maria Estella Dantas Antonichelli,bolsonaro-comunicacoes,Ministério das Comunicações,bolsonaro,2022-12-21,2023-01-01,vacancy_acting,true,Designated executive-secretary substitution during true vacancy following Fabio Faria dismissal; interval unchanged,2022-12-21,2022-12-31,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,C028;LEG-3f060ebf15da;V5W5E002,C028;POPULATION-REVIEW;V5W5D002,jair_bolsonaro:0:11
service-f6cebee00b4b,person-82c36630e42f,Antonio Paulo Vogel,bolsonaro-educacao,Educação,bolsonaro,2020-06-20,2020-07-16,vacancy_acting,true,Dated Minister of State scope; OFF-029;OFF-030,2020-06-20,2020-07-16,reviewed half-open interval,adjudicated_source_boundary,,,OFF-029;OFF-030,OFFICE-ADJUDICATION,jair_bolsonaro:0:42
service-C036-jonathas-assuncao-salvador-nery-de-castro,person-jonathas-assuncao-salvador-nery-de-castro,Jonathas Assunção Salvador Nery de Castro,bolsonaro-casa-civil,Casa Civil,bolsonaro,2022-12-30,2023-01-01,vacancy_acting,true,Documented acting service following formal departure; affiliation researched independently,2022-12-30,2023-01-01,Half-open reconstructed succession,adjudicated_succession,,,C036,C036,C036
service-C044-helder-melillo-lopes-cunha-silva,person-helder-melillo-lopes-cunha-silva,Helder Melillo Lopes Cunha Silva,bolsonaro-desenvolvimento-regional,Ministério do Desenvolvimento Regional,bolsonaro,2022-12-30,2023-01-01,vacancy_acting,true,Documented acting service following formal departure; affiliation researched independently,2022-12-30,2023-01-01,Half-open reconstructed succession,adjudicated_succession,,,C044,C044,C044
service-C054-welington-coimbra,person-welington-coimbra,Welington Coimbra (Lelo Coimbra),bolsonaro-cidadania,Ministério da Cidadania,bolsonaro,2020-02-14,2020-02-18,vacancy_acting,true,Documented acting service following formal departure; affiliation researched independently,2020-02-14,2020-02-18,Half-open reconstructed succession,adjudicated_succession,,,C054,C054,C054
service-C056-renato-de-lima-franca,person-renato-de-lima-franca,Renato de Lima França,bolsonaro-agu,Advocacia-Geral da União,bolsonaro,2020-04-28,2020-04-29,vacancy_acting,true,Documented acting service following formal departure; affiliation researched independently,2020-04-28,2020-04-29,Half-open reconstructed succession,adjudicated_succession,,,C056,C056,C056
service-C057-marcos-paulo-cardoso-coelho-da-silva,person-marcos-paulo-cardoso-coelho-da-silva,Marcos Paulo Cardoso Coelho da Silva,bolsonaro-casa-civil,Casa Civil,bolsonaro,2020-02-14,2020-02-18,vacancy_acting,true,Documented acting service following formal departure; affiliation researched independently,2020-02-14,2020-02-18,Half-open reconstructed succession,adjudicated_succession,,,C057,C057,C057
service-C058-sergio-jose-pereira,person-sergio-jose-pereira,Sérgio José Pereira,bolsonaro-casa-civil,Casa Civil,bolsonaro,2021-03-30,2021-04-01,vacancy_acting,true,Documented acting service following formal departure; affiliation researched independently,2021-03-30,2021-04-01,Half-open reconstructed succession,adjudicated_succession,,,C058,C058,C058
service-C060-luiz-pontel-de-souza,person-luiz-pontel-de-souza,Luiz Pontel de Souza,bolsonaro-justica,Ministério da Justiça e Segurança Pública,bolsonaro,2020-04-24,2020-04-29,vacancy_acting,true,Documented acting service following formal departure; affiliation researched independently,2020-04-24,2020-04-29,Half-open reconstructed succession,adjudicated_succession,,,C060,C060,C060
service-C062-joao-gabbardo-dos-reis,person-joao-gabbardo-dos-reis,João Gabbardo dos Reis,bolsonaro-saude,Ministério da Saúde,bolsonaro,2020-04-16,2020-04-17,vacancy_acting,true,Documented acting service following formal departure; affiliation researched independently,2020-04-16,2020-04-17,Half-open reconstructed succession,adjudicated_succession,,,C062,C062,C062
service-C063-otavio-brandelli,person-otavio-brandelli,Otávio Brandelli,bolsonaro-relacoes-exteriores,Ministério das Relações Exteriores,bolsonaro,2021-03-30,2021-03-31,vacancy_acting,true,Documented acting service following formal departure; affiliation researched independently,2021-03-30,2021-04-06,Half-open reconstructed succession,adjudicated_successor_actual_direction,,,C063;C072,C063;C072,C063
service-jair_bolsonaro-0-27,person-6f575955e5ae,Eduardo Pazuello,bolsonaro-saude,Ministério da Saúde,bolsonaro,2020-05-15,2021-03-23,vacancy_acting_then_titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2020-05-16,2021-03-23,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,C042;LEG-80228da93ab9,C042;POPULATION-REVIEW,jair_bolsonaro:0:27
service-jair_bolsonaro-0-44,person-ad64ef4485f1,Victor Godoy Veiga,bolsonaro-educacao,Ministério da Educação,bolsonaro,2022-03-28,2023-01-01,vacancy_acting_then_titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2022-03-29,2022-12-31,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,supported_actual_assumption,,,C048;LEG-ae1c28478e53,C048;POPULATION-REVIEW,jair_bolsonaro:0:44
service-d627a715ad62,person-1c65a93af898,Luiz Inácio Lula da Silva,dilma_2-casa-civil,Casa Civil,dilma_2,2016-03-17,2016-03-18,judicially_interrupted,true,Dated Minister of State scope; OFF-047,2016-03-17,2016-03-18,reviewed half-open interval,adjudicated_source_boundary,,,OFF-047,OFFICE-ADJUDICATION,dilma_rousseff:1:14
service-dilma_rousseff-1-38-pre-transform,person-aa911998b3f6,Nilma Lino Gomes,dilma_2-direitos-humanos,Secretaria de Direitos Humanos,dilma_2,2015-10-02,2015-10-05,non_entry,false,"C024: artificial pre-publication appointment, superseded by actual October 5 appointment",2015-10-02,2016-05-11,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,C024;LEG-bcc69be0973d,C024;POPULATION-REVIEW,dilma_rousseff:1:38
service-dilma_rousseff-1-71-pre-transform,person-15675a9ecd53,Ricardo Berzoini,dilma_2-secretaria-geral,Secretaria-Geral da Presidência,dilma_2,2015-10-02,2015-10-05,non_entry,false,"C024: artificial pre-publication appointment, superseded by actual October 5 appointment",2015-10-02,2016-05-11,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,C024;LEG-fc4f25515b67,C024;POPULATION-REVIEW,dilma_rousseff:1:71
service-dilma_rousseff-1-39,person-5fd0956c528c,Cid Gomes,dilma_2-educacao,Ministério da Educação,dilma_2,2015-01-01,2015-03-19,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2015-01-01,2015-03-18,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_effective_publication,,,LEG-8702e7355c32,R01,dilma_rousseff:1:39
service-dilma_rousseff-1-49,person-57a1c7594de5,Gilberto Occhi,dilma_2-integracao,Ministério da Integração Nacional,dilma_2,2015-01-01,2016-04-14,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2015-01-01,2016-04-13,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_effective_publication,,,LEG-3df9b9d5037a,R03,dilma_rousseff:1:49
service-dilma_rousseff-1-19,person-0c933c9fd291,Gilberto Kassab,dilma_2-cidades,Ministério das Cidades,dilma_2,2015-01-01,2016-04-19,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2015-01-01,2016-04-15,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_effective_publication,,,LEG-79221ce8a4c6,R04,dilma_rousseff:1:19
service-dilma_rousseff-1-43,person-36c135f51965,George Hilton,dilma_2-esporte,Ministério do Esporte,dilma_2,2015-01-01,2016-03-31,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2015-01-01,2016-03-23,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_effective_successor,,,AFF-001;LEG-16d934587913,R02,dilma_rousseff:1:43
service-dilma_rousseff-1-10,person-cd7eec731906,Guilherme Walder Mora Ramalho,dilma_2-aviacao-civil,Secretaria de Aviação Civil,dilma_2,2016-04-18,2016-04-29,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2016-04-18,2016-05-11,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,LEG-7a1f7e7148d0,ATLAS-551;ATLAS-554,dilma_rousseff:1:10
service-dilma_rousseff-1-63,person-69c3d0fe4619,Helder Barbalho,dilma_2-portos,Secretaria Nacional dos Portos,dilma_2,2015-10-05,2016-04-22,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2015-10-02,2016-04-20,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,C009;C024;LEG-ed798dddc06b,C009;C024;POPULATION-REVIEW,dilma_rousseff:1:63
service-dilma_rousseff-1-56,person-86b811c075f6,Eduardo Braga,dilma_2-minas-e-energia,Ministério de Minas e Energia,dilma_2,2015-01-01,2016-04-22,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2015-01-01,2016-04-20,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,C009;LEG-328a5753236c,C009;POPULATION-REVIEW,dilma_rousseff:1:56
service-dilma_rousseff-1-64,person-c1f238f4da7e,Maurício Muniz Barreto de Carvalho,dilma_2-portos,Secretaria Nacional dos Portos,dilma_2,2016-04-22,2016-05-12,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2016-04-20,2016-05-11,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,C009;LEG-a4defbba80f9,C009;POPULATION-REVIEW,dilma_rousseff:1:64
service-dilma_rousseff-1-57,person-9b5ce7be473f,Marco Antônio Martins Almeida,dilma_2-minas-e-energia,Ministério de Minas e Energia,dilma_2,2016-04-22,2016-05-12,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2016-04-20,2016-05-11,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,C009;LEG-eb980c56cacd,C009;POPULATION-REVIEW,dilma_rousseff:1:57
service-dilma_rousseff-1-7,person-2f002dc5bdc9,Eliseu Padilha,dilma_2-aviacao-civil,Secretaria de Aviação Civil,dilma_2,2015-01-01,2015-12-08,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2015-01-01,2015-12-04,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,C021;LEG-d2f12b350683,C021;POPULATION-REVIEW,dilma_rousseff:1:7
service-dilma_rousseff-1-68,person-b178a128a47e,Arthur Chioro,dilma_2-saude,Ministério da Saúde,dilma_2,2015-01-01,2015-10-05,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2015-01-01,2015-10-01,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,C024;LEG-03d0c552eee1,C024;POPULATION-REVIEW,dilma_rousseff:1:68
service-dilma_rousseff-1-70,person-3b1d01f95a61,Miguel Rossetto,dilma_2-secretaria-geral,Secretaria-Geral da Presidência,dilma_2,2015-01-01,2015-10-05,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2015-01-01,2015-10-02,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,C024;LEG-06075cf8fce5,C024;POPULATION-REVIEW,dilma_rousseff:1:70
service-dilma_rousseff-1-58,person-69c3d0fe4619,Helder Barbalho,dilma_2-pesca-e-aquicultura,Ministério da Pesca e Aquicultura,dilma_2,2015-01-01,2015-10-05,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2015-01-01,2015-10-02,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,C024;LEG-1591c82663db,C024;POPULATION-REVIEW,dilma_rousseff:1:58
service-dilma_rousseff-1-47,person-1524cb7ccc12,José Elito Carvalho Siqueira,dilma_2-gsi,Gabinete de Segurança Institucional,dilma_2,2015-01-01,2015-10-05,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2015-01-01,2015-10-02,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,C024;LEG-3274ba9a4075,C024;POPULATION-REVIEW,dilma_rousseff:1:47
service-dilma_rousseff-1-41,person-aafdc596ffb6,Renato Janine Ribeiro,dilma_2-educacao,Ministério da Educação,dilma_2,2015-04-06,2015-10-05,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2015-04-06,2015-09-30,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,C024;LEG-5819c21b71da,C024;POPULATION-REVIEW,dilma_rousseff:1:41
service-dilma_rousseff-1-62,person-bab2d25de60e,Edson Coelho Araújo,dilma_2-portos,Secretaria Nacional dos Portos,dilma_2,2015-01-01,2015-10-05,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2015-01-01,2015-10-02,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,C024;LEG-7313721f7d0a,C024;POPULATION-REVIEW,dilma_rousseff:1:62
service-dilma_rousseff-1-48,person-aa911998b3f6,Nilma Lino Gomes,dilma_2-politicas-de-promocao-da-igualdade-racial,Secretaria de Políticas de Promoção da Igualdade Racial,dilma_2,2015-01-01,2015-10-05,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2015-01-01,2015-10-02,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,C024;LEG-761e73bcf196,C024;POPULATION-REVIEW,dilma_rousseff:1:48
service-dilma_rousseff-1-72,person-3978546739e7,Manoel Dias,dilma_2-trabalho,Ministério do Trabalho e Emprego,dilma_2,2015-01-01,2015-10-05,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2015-01-01,2015-10-02,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,C024;LEG-8912d93c02b7,C024;POPULATION-REVIEW,dilma_rousseff:1:72
service-dilma_rousseff-1-61,person-ab2d74d8fcaf,Eleonora Menicucci,dilma_2-politicas-para-as-mulheres,Secretaria de Políticas para as Mulheres,dilma_2,2015-01-01,2015-10-05,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2015-01-01,2015-10-02,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,C024;LEG-92ed8875155b,C024;POPULATION-REVIEW,dilma_rousseff:1:61
service-dilma_rousseff-1-16,person-d1c3d895582d,Aldo Rebelo,dilma_2-ciencia-tecnologia,"Ministério da Ciência, Tecnologia e Inovação",dilma_2,2015-01-01,2015-10-05,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2015-01-01,2015-10-02,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,C024;LEG-9551d742d972,C024;POPULATION-REVIEW,dilma_rousseff:1:16
service-dilma_rousseff-1-23,person-15675a9ecd53,Ricardo Berzoini,dilma_2-comunicacoes,Ministério das Comunicações,dilma_2,2015-01-01,2015-10-05,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2015-01-01,2015-10-02,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,C024;LEG-a0ba08a78c10,C024;POPULATION-REVIEW,dilma_rousseff:1:23
service-dilma_rousseff-1-65,person-03e5816de50d,Carlos Eduardo Gabas,dilma_2-previdencia-social,Ministério da Previdência Social,dilma_2,2015-01-01,2015-10-05,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2015-01-01,2015-10-02,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,C024;LEG-b3f068a0416e,C024;POPULATION-REVIEW,dilma_rousseff:1:65
service-dilma_rousseff-1-37,person-a4e239dfc327,Pepe Vargas,dilma_2-direitos-humanos,Secretaria de Direitos Humanos,dilma_2,2015-04-16,2015-10-05,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2015-04-16,2015-10-02,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,C024;LEG-b81907f65c5f,C024;POPULATION-REVIEW,dilma_rousseff:1:37
service-dilma_rousseff-1-12,person-052252ad8b69,Aloizio Mercadante,dilma_2-casa-civil,Casa Civil,dilma_2,2015-01-01,2015-10-05,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2015-01-01,2015-10-02,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,C024;LEG-d255b4dea116,C024;POPULATION-REVIEW,dilma_rousseff:1:12
service-dilma_rousseff-1-29,person-9e9d2c2a173e,Jaques Wagner,dilma_2-defesa,Ministério da Defesa,dilma_2,2015-01-01,2015-10-05,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2015-01-01,2015-10-02,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,C024;LEG-d44eb314acd9,C024;POPULATION-REVIEW,dilma_rousseff:1:29
service-dilma_rousseff-1-55,person-ae882a0b01e7,Guilherme Afif Domingos,dilma_2-micro-e-pequena-empresa,Secretaria da Micro e Pequena Empresa,dilma_2,2015-01-01,2015-10-05,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2015-01-01,2015-10-02,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,C024;LEG-ea956fb419a3,C024;POPULATION-REVIEW,dilma_rousseff:1:55
service-dilma_rousseff-1-6,person-df16b033f6c7,Vitor Pinto Chaves,dilma_2-assuntos-estrategicos,Secretaria de Assuntos Estratégicos,dilma_2,2015-09-14,2015-10-05,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2015-09-14,2015-10-02,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,C024;LEG-f2d52d14d0bb,C024;POPULATION-REVIEW,dilma_rousseff:1:6
service-dilma_rousseff-1-13,person-9e9d2c2a173e,Jaques Wagner,dilma_2-casa-civil,Casa Civil,dilma_2,2015-10-05,2016-03-16,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2015-10-02,2016-03-16,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,C024;LEG-8fea2cf59c34,C024;POPULATION-REVIEW,dilma_rousseff:1:13
service-dilma_rousseff-1-17,person-4a62f5bd6174,Celso Pansera,dilma_2-ciencia-tecnologia,"Ministério da Ciência, Tecnologia e Inovação",dilma_2,2015-10-05,2016-04-14,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2015-10-02,2016-04-14,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,C024;LEG-c63d31861f21,C024;POPULATION-REVIEW,dilma_rousseff:1:17
service-dilma_rousseff-1-69,person-3d3adfcdf05f,Marcelo Castro,dilma_2-saude,Ministério da Saúde,dilma_2,2015-10-05,2016-05-12,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2015-10-01,2016-05-11,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,C024;LEG-575314f66abd,C024;POPULATION-REVIEW,dilma_rousseff:1:69
service-dilma_rousseff-1-42,person-052252ad8b69,Aloizio Mercadante,dilma_2-educacao,Ministério da Educação,dilma_2,2015-10-05,2016-05-12,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2015-10-02,2016-05-11,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,C024;LEG-85841e849f8e,C024;POPULATION-REVIEW,dilma_rousseff:1:42
service-dilma_rousseff-1-73,person-3b1d01f95a61,Miguel Rossetto,dilma_2-trabalho,Ministério do Trabalho e Emprego,dilma_2,2015-10-05,2016-05-12,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2015-10-02,2016-05-11,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,C024;LEG-8670a70acb8c,C024;POPULATION-REVIEW,dilma_rousseff:1:73
service-dilma_rousseff-1-24,person-d4b727e131c9,André Figueiredo,dilma_2-comunicacoes,Ministério das Comunicações,dilma_2,2015-10-05,2016-05-12,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2015-10-02,2016-05-11,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,C024;LEG-86c922df0c71,C024;POPULATION-REVIEW,dilma_rousseff:1:24
service-dilma_rousseff-1-30,person-d1c3d895582d,Aldo Rebelo,dilma_2-defesa,Ministério da Defesa,dilma_2,2015-10-05,2016-05-12,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2015-10-02,2016-05-11,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,C024;LEG-bada6905fc7f,C024;POPULATION-REVIEW,dilma_rousseff:1:30
service-dilma_rousseff-1-59,person-df9f2930b81a,Nelson Barbosa,dilma_2-planejamento,"Ministério do Planejamento, Orçamento e Gestão",dilma_2,2015-01-01,2015-12-21,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2015-01-01,2015-12-18,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,C030;LEG-50db413117de,C030;POPULATION-REVIEW,dilma_rousseff:1:59
service-dilma_rousseff-1-38,person-aa911998b3f6,Nilma Lino Gomes,dilma_2-mulher-familia-direitos,"Ministério das Mulheres, da Igualdade Racial e dos Direitos Humanos",dilma_2,2015-10-05,2016-05-12,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2015-10-02,2016-05-11,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,LEG-bcc69be0973d,OFF-005;OFF-006;OFF-007,dilma_rousseff:1:38
service-dilma_rousseff-1-71,person-15675a9ecd53,Ricardo Berzoini,dilma_2-secretaria-governo,Secretaria de Governo,dilma_2,2015-10-05,2016-05-12,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2015-10-02,2016-05-11,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,LEG-fc4f25515b67,OFF-005;OFF-006;OFF-007,dilma_rousseff:1:71
service-dilma_rousseff-1-53,person-9d960627aeac,Eugênio Aragão,dilma_2-justica,Ministério da Justiça,dilma_2,2016-03-17,2016-05-12,titular,true,Minister of State criterion; inherited qualifying office reviewed with OFF legal scope ledger,2016-03-14,2016-05-11,compiled stated tenure endpoints; daily close boundary adjudication except explicit administration/cutoff inclusive last day,adjudicated_source_boundary,,,LEG-6b43a38603cc,OFF-011,dilma_rousseff:1:53
