source_record_id,source_cells_json,service_ids,disposition,evidence_ids
jair_bolsonaro:0:13,"[""Ministério da Justiça e Segurança Pública"", """", ""André Mendonça"", ""—"", ""29 de abril de 2020"", ""29 de março de 2021"", ""[ 11 ]""]",service-jair_bolsonaro-0-13,included_reviewed_service,C049;LEG-8534d7a64a42
jair_bolsonaro:0:46,"[""Secretaria de Governo"", """", ""Luiz Eduardo Ramos"", ""—"", ""13 de junho de 2019"", ""29 de março de 2021"", ""[ 44 ]""]",service-jair_bolsonaro-0-46,included_reviewed_service,C049;LEG-ce9aa704d046
jair_bolsonaro:0:19,"[""Ministério da Defesa"", """", ""Walter Braga Netto"", ""PL"", ""29 de março de 2021"", ""1 de abril de 2022"", ""[ 17 ]""]",service-jair_bolsonaro-0-19,included_reviewed_service,C049;LEG-dacd12d72fdc
michel_temer:0:44,"[""Planejamento, Orçamento e Gestão"", """", ""Esteves Colnago"", ""-"", ""10 de abril de 2018 [ 20 ]"", ""31 de dezembro de 2018""]",service-C052-person-97d87d5bc202;service-michel_temer-0-44,included_reviewed_service,C052;LEG-d0da31186ebc
michel_temer:0:43,"[""Planejamento, Orçamento e Gestão"", """", ""Dyogo Oliveira (interino até 31 de março de 2016)"", ""MDB"", ""23 de maio de 2016"", ""7 de abril de 2018""]",service-michel_temer-0-43,included_reviewed_service,C052;LEG-e96dc186b8a7
michel_temer:0:64,"[""Turismo"", """", ""Alberto Alves (Interino)"", ""-"", ""17 de junho de 2016"", ""5 de outubro de 2016""]",service-C053-person-9cf6aaca0bc9;service-michel_temer-0-64,included_reviewed_service,C053;LEG-b9d4dcb53939
jair_bolsonaro:0:29,"[""Advocacia-Geral da União"", """", ""André Mendonça"", ""—"", ""1 de janeiro de 2019"", ""27 de abril de 2020"", ""[ 26 ]""]",service-jair_bolsonaro-0-29,included_reviewed_service,C056;LEG-92e9b59b9825
lula_2023_presente:2:20,"[""Fazenda"", """", ""Fernando Haddad"", ""PT / SP"", ""1.º de janeiro de 2023"", ""19 de março de 2026"", ""[ 18 ]""]",service-lula_2023_presente-2-20,included_reviewed_service,C064;LEG-3b78d99c4156
lula_2023_presente:2:54,"[""Gabinete de Segurança Institucional"", """", ""Marcos Antonio Amaro dos Santos"", ""Sem partido/ SP"", ""4 de maio de 2023"", ""Em exercício"", ""[ 36 ]""]",service-lula_2023_presente-2-54,included_reviewed_service,LEG-0183d30a8b9f
lula_2023_presente:2:49,"[""Advocacia-Geral da União"", """", ""Jorge Messias"", ""PT / PE"", ""1.º de janeiro de 2023"", ""Em exercício"", """"]",service-lula_2023_presente-2-49,included_reviewed_service,LEG-026719312f03
jair_bolsonaro:0:32,"[""Advocacia-Geral da União"", """", ""Bruno Bianco Leal"", """", ""6 de agosto de 2021"", ""1 de janeiro de 2023"", ""[ 29 ]""]",service-jair_bolsonaro-0-32,included_reviewed_service,LEG-0619874c39e2
lula_2023_presente:2:16,"[""Educação"", """", ""Camilo Santana"", ""PT / CE"", ""1.º de janeiro de 2023"", ""Em exercício"", """"]",service-lula_2023_presente-2-16,included_reviewed_service,LEG-0806dae15b5e
jair_bolsonaro:0:45,"[""Secretaria de Governo"", """", ""Carlos Alberto dos Santos Cruz"", ""—"", ""1 de janeiro de 2019"", ""13 de junho de 2019"", ""[ 43 ]""]",service-jair_bolsonaro-0-45,included_reviewed_service,LEG-083b3c9ae8ee
lula_2023_presente:2:31,"[""Mulheres"", """", ""Cida Gonçalves"", ""PT / MS"", ""1.º de janeiro de 2023"", ""5 de maio de 2025"", ""[ 24 ]""]",service-lula_2023_presente-2-31,included_reviewed_service,LEG-08b47ecd20aa
jair_bolsonaro:0:66,"[""Ministério do Meio Ambiente"", """", ""Joaquim Alvaro Pereira Leite"", ""—"", ""23 de junho de 2021"", ""1 de janeiro de 2023"", ""[ 61 ]""]",service-jair_bolsonaro-0-66,included_reviewed_service,LEG-08ce7329060f
lula_2023_presente:2:56,"[""Secretaria-Geral da Presidência da República"", """", ""Márcio Macêdo"", ""PT / SE"", ""1.º de janeiro de 2023"", ""29 de outubro de 2025""]",service-lula_2023_presente-2-56,included_reviewed_service,LEG-0a3ec5a276d9
jair_bolsonaro:0:24,"[""Controladoria-Geral da União"", """", ""Wagner Rosário"", ""—"", ""31 de maio de 2017"", ""1 de janeiro de 2023"", ""[ 22 ]""]",service-jair_bolsonaro-0-24,included_reviewed_service,LEG-0a433c253eb3
jair_bolsonaro:0:54,"[""Ministério da Cidadania"", """", ""Osmar Terra"", ""MDB"", ""1 de janeiro de 2019"", ""14 de fevereiro de 2020"", ""[ 52 ]""]",service-jair_bolsonaro-0-54,included_reviewed_service,LEG-0b81a0214570
jair_bolsonaro:0:33,"[""Secretaria-Geral da Presidência da República"", """", ""Gustavo Bebianno [ nota 2 ]"", ""PSL"", ""1 de janeiro de 2019"", ""18 de fevereiro de 2019"", ""[ 30 ]""]",service-jair_bolsonaro-0-33,included_reviewed_service,LEG-0d5fe63fcadb
michel_temer:0:38,"[""Meio Ambiente"", """", ""Sarney Filho"", ""PV"", ""12 de maio de 2016 [ 2 ]"", ""6 de abril de 2018""]",service-michel_temer-0-38,included_reviewed_service,LEG-0e05a77ccc65;OFF-015
dilma_rousseff:1:4,"[""Secretaria de Assuntos Estratégicos"", """", ""Marcelo Neri"", ""—"", ""1º de janeiro de 2015"", ""5 de fevereiro de 2015"", ""[ 1 ]""]",service-dilma_rousseff-1-4,included_reviewed_service,LEG-165ae748c303
michel_temer:0:62,"[""Transportes, Portos e Aviação Civil"", """", ""Valter Casimiro Silveira"", ""-"", ""2 de abril de 2018 [ 31 ]"", ""31 de dezembro de 2018""]",service-michel_temer-0-62,included_reviewed_service,LEG-1b538294c425
lula_2023_presente:2:19,"[""Esporte"", """", ""André Fufuca"", ""PP / MA"", ""13 de setembro de 2023"", ""Em exercício"", ""[ 17 ]""]",service-lula_2023_presente-2-19,included_reviewed_service,LEG-1c9c47573abc
lula_2023_presente:2:29,"[""Meio Ambiente e Mudança do Clima"", """", ""Marina Silva"", ""REDE / SP"", ""1.º de janeiro de 2023"", ""Em exercício"", """"]",service-lula_2023_presente-2-29,included_reviewed_service,LEG-1d889ee6861c
lula_2023_presente:2:63,"[""Secretaria de Relações Institucionais"", """", ""Gleisi Hoffmann"", ""PT / PR"", ""10 de março de 2025"", ""Em exercício"", ""[ 42 ] [ 30 ]""]",service-lula_2023_presente-2-63,included_reviewed_service,LEG-21b9236f7995
michel_temer:0:18,"[""Fiscalização, Transparência e Controladoria-Geral da União"", """", ""Torquato Jardim"", ""-"", ""2 de junho de 2016"", ""31 de maio de 2017""]",service-michel_temer-0-18,included_reviewed_service,LEG-220a8c056a08
jair_bolsonaro:0:26,"[""Ministério da Saúde"", """", ""Nelson Teich"", ""—"", ""17 de abril de 2020"", ""15 de maio de 2020"", ""[ 24 ]""]",service-jair_bolsonaro-0-26,included_reviewed_service,LEG-23516089df3e
michel_temer:0:6,"[""Cidades"", """", ""Bruno Araújo"", ""PSDB"", ""12 de maio de 2016 [ 2 ]"", ""13 de novembro de 2017""]",service-michel_temer-0-6,included_reviewed_service,LEG-24485aa54403
jair_bolsonaro:0:5,"[""Ministério da Economia"", """", ""Paulo Guedes"", ""—"", ""1 de janeiro de 2019"", ""1 de janeiro de 2023"", ""[ 1 ]""]",service-jair_bolsonaro-0-5,included_reviewed_service,LEG-24bdcc54c414
lula_2023_presente:2:6,"[""Comunicações"", """", ""Sônia Faustino Mendes (interina)"", ""Sem partido"", ""9 de abril de 2025"", ""24 de abril de 2025"", """"]",service-lula_2023_presente-2-6,included_reviewed_service,LEG-25f8de4303a5
jair_bolsonaro:0:55,"[""Ministério da Cidadania"", """", ""Onyx Lorenzoni"", ""DEM"", ""18 de fevereiro de 2020"", ""12 de fevereiro de 2021"", ""[ 2 ]""]",service-jair_bolsonaro-0-55,included_reviewed_service,LEG-2652bfa0305c;OFF-031–OFF-034
dilma_rousseff:1:27,"[""Controladoria-Geral da União"", """", ""Luiz Navarro de Britto"", ""—"", ""29 de fevereiro de 2016"", ""12 de maio de 2016 (impeachment de Dilma Rousseff)"", """"]",service-dilma_rousseff-1-27,included_reviewed_service,LEG-27767c7555e1
lula_2023_presente:2:17,"[""Empreendedorismo, da Microempresa e da Empresa de Pequeno Porte"", """", ""Márcio França"", ""PSB / SP"", ""13 de setembro de 2023"", ""Em exercício"", ""[ 14 ]""]",service-lula_2023_presente-2-17,included_reviewed_service,LEG-2c6bb68fa80b
dilma_rousseff:1:45,"[""Ministério da Fazenda"", """", ""Joaquim Levy"", ""—"", ""1º de janeiro de 2015"", ""18 de dezembro de 2015"", ""[ 1 ]""]",service-dilma_rousseff-1-45,included_reviewed_service,LEG-2df1ae3ab2c1
michel_temer:0:16,"[""Fiscalização, Transparência e Controladoria-Geral da União"", """", ""Fabiano Silveira"", ""-"", ""12 de maio de 2016 [ 2 ]"", ""30 de maio de 2016""]",service-michel_temer-0-16,included_reviewed_service,LEG-2f2c95a35e85
dilma_rousseff:1:66,"[""Ministério das Relações Exteriores"", """", ""Mauro Vieira"", ""—"", ""1º de janeiro de 2015"", ""12 de maio de 2016 (impeachment de Dilma Rousseff)"", ""[ 1 ]""]",service-dilma_rousseff-1-66,included_reviewed_service,LEG-2f545a0a2af9
michel_temer:0:40,"[""Minas e Energia"", """", ""Fernando Bezerra Coelho Filho"", ""PSB"", ""12 de maio de 2016 [ 2 ]"", ""6 de abril de 2018""]",service-16051aed1729;service-28d6cde4b48d;service-4c041e5a6768;service-69e3154c999f;service-a8e3421c44ba;service-b3978937568f,included_reviewed_service,LEG-2f8bf5705498;NEW-COELHO-SERVICE;OFF-031–OFF-034
michel_temer:0:60,"[""Trabalho"", """", ""Caio Vieira de Mello"", ""-"", ""10 de julho de 2018 [ 30 ]"", ""31 de dezembro de 2018""]",service-michel_temer-0-60,included_reviewed_service,LEG-2fc1de1192dc
michel_temer:0:19,"[""Fiscalização, Transparência e Controladoria-Geral da União"", """", ""Wagner de Campos Rosário"", ""-"", ""31 de maio de 2017"", ""31 de dezembro de 2022""]",service-michel_temer-0-19,included_reviewed_service,LEG-300fa8e71e1b
lula_2023_presente:2:62,"[""Secretaria de Relações Institucionais"", """", ""Alexandre Padilha"", ""PT / SP"", ""1.º de janeiro de 2023"", ""10 de março de 2025"", ""[ 29 ]""]",service-lula_2023_presente-2-62,included_reviewed_service,LEG-36e8fd8df999
jair_bolsonaro:0:58,"[""Ministério do Turismo"", """", ""Marcelo Álvaro Antônio"", ""PSL"", ""1 de janeiro de 2019"", ""9 de dezembro de 2020"", ""[ 54 ]""]",service-jair_bolsonaro-0-58,included_reviewed_service,LEG-3711a94038ea
michel_temer:0:49,"[""Saúde"", """", ""Gilberto Occhi"", ""PP"", ""2 de abril de 2018 [ 22 ]"", ""1 de janeiro de 2019""]",service-michel_temer-0-49,included_reviewed_service,LEG-38ee851b91b5
dilma_rousseff:1:60,"[""Ministério do Planejamento, Orçamento e Gestão"", """", ""Valdir Moysés Simão"", ""—"", ""21 de dezembro de 2015"", ""12 de maio de 2016 (impeachment de Dilma Rousseff)"", ""[ 36 ]""]",service-dilma_rousseff-1-60,included_reviewed_service,LEG-3a0fd99272c8
dilma_rousseff:1:11,"[""Presidente do Banco Central do Brasil"", """", ""Alexandre Tombini"", ""—"", ""1º de janeiro de 2015"", ""—"", ""[ 1 ]""]",service-dilma_rousseff-1-11,included_reviewed_service,LEG-3a3bd99ec9c2
jair_bolsonaro:0:60,"[""Ministério do Turismo"", """", ""Carlos Alberto Gomes de Brito"", ""—"", ""31 de março de 2022"", ""1 de janeiro de 2023"", ""[ 56 ]""]",service-jair_bolsonaro-0-60,included_reviewed_service,LEG-3a3c01153d10
dilma_rousseff:1:18,"[""Ministério da Ciência, Tecnologia e Inovação"", """", ""Emília Maria Silva Ribeiro Curi"", ""—"", ""14 de abril de 2016"", ""12 de maio de 2016 (impeachment de Dilma Rousseff)"", """"]",service-dilma_rousseff-1-18,included_reviewed_service,LEG-3adefb71d2bc
dilma_rousseff:1:49,"[""Ministério da Integração Nacional"", """", ""Gilberto Occhi"", ""PP"", ""1º de janeiro de 2015"", ""13 de abril de 2016 (renunciou ao cargo)"", ""[ 1 ]""]",service-dilma_rousseff-1-49,included_reviewed_service,LEG-3df9b9d5037a
michel_temer:0:4,"[""Banco Central"", """", ""Ilan Goldfajn"", ""-"", ""9 de junho de 2016 [ 4 ]"", ""27 de fevereiro de 2019""]",service-michel_temer-0-4,included_reviewed_service,LEG-3ef836b8a40d
michel_temer:0:15,"[""Direitos Humanos (Ministério criado em fevereiro 2017) [ 10 ]"", """", ""Gustavo Rocha"", ""-"", ""20 de fevereiro de 2018 [ 11 ]"", ""31 de dezembro de 2018""]",service-michel_temer-0-15,included_reviewed_service,LEG-422e9936450e
dilma_rousseff:1:33,"[""Ministério do Desenvolvimento Agrário"", """", ""Patrus Ananias"", ""PT"", ""19 de abril de 2016"", ""12 de maio de 2016 (impeachment de Dilma Rousseff)"", ""[ 43 ]""]",service-dilma_rousseff-1-33,included_reviewed_service,LEG-42ef15a41df1
michel_temer:0:28,"[""Esporte"", """", ""Leonardo Picciani"", ""MDB"", ""12 de maio de 2016 [ 2 ]"", ""6 de abril de 2018""]",service-michel_temer-0-28,included_reviewed_service,LEG-43b835cc62f8
lula_2023_presente:2:53,"[""Gabinete de Segurança Institucional"", """", ""Ricardo Cappelli (interino)"", ""PSB / RJ"", ""19 de abril de 2023"", ""4 de maio de 2023"", ""[ 35 ]""]",service-lula_2023_presente-2-53,included_reviewed_service,LEG-45dae6129acc
dilma_rousseff:1:78,"[""Ministério do Turismo"", """", ""Alessandro Teixeira"", ""PT"", ""21 de abril de 2016"", ""12 de maio de 2016 (impeachment de Dilma Rousseff)"", """"]",service-dilma_rousseff-1-78,included_reviewed_service,LEG-46405e3b602b
lula_2023_presente:2:9,"[""Defesa"", """", ""José Múcio"", ""Sem partido/ PE"", ""1.º de janeiro de 2023"", ""Em exercício"", """"]",service-lula_2023_presente-2-9,included_reviewed_service,LEG-49030b7594f1
dilma_rousseff:1:77,"[""Ministério do Turismo"", ""Ficheiro:Alberto-alves.jpg"", ""Alberto Alves"", ""—"", ""28 de março de 2016 (interino)"", ""21 de abril de 2016"", """"]",service-dilma_rousseff-1-77,included_reviewed_service,LEG-4bd5de62c2aa
dilma_rousseff:1:32,"[""Ministério do Desenvolvimento Agrário"", """", ""Maria Fernanda Ramos Coelho"", ""—"", ""14 de abril de 2016 (interina)"", ""19 de abril de 2016"", ""[ 43 ]""]",service-dilma_rousseff-1-32,included_reviewed_service,LEG-4e35512833d0
michel_temer:0:13,"[""Cultura"", """", ""Sérgio Sá Leitão"", ""-"", ""25 de julho de 2017"", ""31 de dezembro de 2018""]",service-michel_temer-0-13,included_reviewed_service,LEG-5041fedb5f1c
michel_temer:0:23,"[""Defesa"", """", ""Joaquim Silva e Luna (interino até 13 de junho de 2018) [ 14 ]"", ""-"", ""26 de fevereiro de 2018 [ 15 ]"", ""1 de janeiro de 2019""]",service-michel_temer-0-23,included_reviewed_service,LEG-509151491adc
jair_bolsonaro:0:43,"[""Ministério da Educação"", """", ""Milton Ribeiro"", ""—"", ""16 de julho de 2020"", ""28 de março de 2022"", ""[ 41 ]""]",service-jair_bolsonaro-0-43,included_reviewed_service,LEG-50bddd305e20
michel_temer:0:11,"[""Cultura"", """", ""Roberto Freire"", ""PPS"", ""23 de novembro de 2016"", ""22 de maio de 2017 [ 8 ]""]",service-michel_temer-0-11,included_reviewed_service,LEG-5229971714f3
dilma_rousseff:1:44,"[""Ministério do Esporte"", """", ""Ricardo Leyser"", ""PCdoB"", ""31 de março de 2016"", ""12 de maio de 2016 (impeachment de Dilma Rousseff)"", ""[ 46 ]""]",service-dilma_rousseff-1-44,included_reviewed_service,LEG-548e8979a482
michel_temer:0:42,"[""Planejamento, Orçamento e Gestão"", """", ""Romero Jucá"", ""MDB"", ""12 de maio de 2016 [ 2 ]"", ""23 de maio de 2016""]",service-michel_temer-0-42,included_reviewed_service,LEG-5584b8519f7d
michel_temer:0:45,"[""Relações Exteriores"", """", ""José Serra"", ""PSDB"", ""12 de maio de 2016 [ 2 ]"", ""22 de fevereiro de 2017 [ 21 ]""]",service-michel_temer-0-45,included_reviewed_service,LEG-576bc18c4ce8
michel_temer:0:21,"[""Educação"", """", ""Rossieli Soares"", ""-"", ""10 de abril de 2018 [ 12 ]"", ""31 de dezembro de 2018""]",service-michel_temer-0-21,included_reviewed_service,LEG-583e1fef9251
michel_temer:0:46,"[""Relações Exteriores"", """", ""Marcos Galvão (Interino)"", ""-"", ""22 de fevereiro de 2017"", ""7 de março de 2017""]",service-michel_temer-0-46,included_reviewed_service,LEG-5932ad93e7d8
michel_temer:0:7,"[""Cidades"", """", ""Marco Aurélio de Queiroz Campos (Interino)"", ""-"", ""13 de novembro de 2017"", ""22 de novembro de 2017""]",service-michel_temer-0-7,included_reviewed_service,LEG-5bb831c94f66
michel_temer:0:34,"[""Justiça"", """", ""Alexandre de Moraes (nomeado para o STF )"", ""PSDB"", ""12 de maio de 2016 [ 2 ]"", ""22 de fevereiro de 2017 [ 17 ]""]",service-michel_temer-0-34,included_reviewed_service,LEG-5cd7ab190ecc
lula_2023_presente:2:13,"[""Direitos Humanos e Cidadania"", """", ""Silvio Almeida"", ""Sem partido/ SP"", ""1.º de janeiro de 2023"", ""6 de setembro de 2024"", ""[ 11 ]""]",service-lula_2023_presente-2-13,included_reviewed_service,LEG-5e67e9e2f44e
jair_bolsonaro:0:37,"[""Secretaria-Geral da Presidência da República"", """", ""Onyx Lorenzoni"", ""DEM"", ""12 de fevereiro de 2021"", ""28 de julho de 2021"", ""[ 35 ]""]",service-jair_bolsonaro-0-37,included_reviewed_service,LEG-607f4976d0f0;OFF-031–OFF-034
lula_2023_presente:2:18,"[""Esporte"", """", ""Ana Moser"", ""Sem partido/ SC"", ""1.º de janeiro de 2023"", ""6 de setembro de 2023"", ""[ 15 ] [ 16 ]""]",service-lula_2023_presente-2-18,included_reviewed_service,LEG-6121a2ab7c3d
jair_bolsonaro:0:25,"[""Ministério da Saúde"", """", ""Luiz Henrique Mandetta"", ""DEM"", ""1 de janeiro de 2019"", ""16 de abril de 2020"", ""[ 23 ]""]",service-jair_bolsonaro-0-25,included_reviewed_service,LEG-61f568dd5701
dilma_rousseff:1:21,"[""Secretaria de Comunicação Social"", """", ""Thomas Traumann"", ""PSD"", ""1º de janeiro de 2015"", ""25 de março de 2015"", ""[ 1 ]""]",service-dilma_rousseff-1-21,included_reviewed_service,LEG-645dc7ca47f1
dilma_rousseff:1:74,"[""Ministério dos Transportes"", """", ""Antonio Carlos Rodrigues"", ""PL"", ""1º de janeiro de 2015"", ""12 de maio de 2016 (impeachment de Dilma Rousseff)"", ""[ 1 ]""]",service-dilma_rousseff-1-74,included_reviewed_service,LEG-650019f21afb
lula_2023_presente:2:43,"[""Trabalho e Emprego"", """", ""Luiz Marinho"", ""PT / SP"", ""1.º de janeiro de 2023"", ""Em exercício"", """"]",service-lula_2023_presente-2-43,included_reviewed_service,LEG-6861963d73aa
jair_bolsonaro:0:61,"[""Ministério de Minas e Energia"", """", ""Bento Albuquerque"", ""—"", ""1 de janeiro de 2019"", ""11 de maio de 2022"", ""[ 57 ]""]",service-jair_bolsonaro-0-61,included_reviewed_service,LEG-68fffc6a2b22
dilma_rousseff:1:50,"[""Ministério da Integração Nacional"", """", ""Josélio de Andrade Moura"", ""—"", ""13 de abril de 2016 (interino)"", ""12 de maio de 2016 (impeachment de Dilma Rousseff)"", ""[ 47 ]""]",service-dilma_rousseff-1-50,included_reviewed_service,LEG-69449ca60500
jair_bolsonaro:0:35,"[""Secretaria-Geral da Presidência da República"", """", ""Jorge Oliveira"", ""—"", ""21 de junho de 2019"", ""31 de dezembro de 2020"", ""[ 33 ]""]",service-jair_bolsonaro-0-35,included_reviewed_service,LEG-6a03da16e908
lula_2023_presente:2:51,"[""Casa Civil"", """", ""Rui Costa"", ""PT / BA"", ""1.º de janeiro de 2023"", ""Em exercício"", """"]",service-lula_2023_presente-2-51,included_reviewed_service,LEG-6a7f76111362
dilma_rousseff:1:1,"[""Advocacia-Geral da União"", """", ""Luís Inácio Adams"", ""—"", ""1º de janeiro de 2015"", ""3 de março de 2016"", ""[ 1 ]""]",service-dilma_rousseff-1-1,included_reviewed_service,LEG-6acbef0c8e72
dilma_rousseff:1:53,"[""Ministério da Justiça"", """", ""Eugênio Aragão"", ""—"", ""14 de março de 2016"", ""12 de maio de 2016 (impeachment de Dilma Rousseff)"", ""[ 49 ]""]",service-dilma_rousseff-1-53,included_reviewed_service,LEG-6b43a38603cc
michel_temer:0:20,"[""Educação"", """", ""Mendonça Filho"", ""DEM"", ""12 de maio de 2016 [ 2 ]"", ""6 de abril de 2018""]",service-michel_temer-0-20,included_reviewed_service,LEG-6de03bbf7354
jair_bolsonaro:0:9,"[""Ministério da Ciência, Tecnologia e Inovações"", """", ""Paulo César Alvim"", ""—"", ""31 de março de 2022"", ""1 de janeiro de 2023"", ""[ 7 ]""]",service-jair_bolsonaro-0-9,included_reviewed_service,LEG-6e56717fdb65
dilma_rousseff:1:2,"[""Advocacia-Geral da União"", """", ""José Eduardo Cardozo"", ""PT"", ""3 de março de 2016"", ""12 de maio de 2016 (impeachment de Dilma Rousseff)"", ""[ 34 ]""]",service-dilma_rousseff-1-2,included_reviewed_service,LEG-6eb6d5643016
dilma_rousseff:1:5,"[""Secretaria de Assuntos Estratégicos"", """", ""Roberto Mangabeira Unger"", ""—"", ""5 de fevereiro de 2015"", ""14 de setembro de 2015"", ""[ 35 ]""]",service-dilma_rousseff-1-5,included_reviewed_service,LEG-7076a873efe6
jair_bolsonaro:0:20,"[""Ministério da Defesa"", """", ""Paulo Sérgio Nogueira de Oliveira"", ""—"", ""1 de abril de 2022"", ""1 de janeiro de 2023"", ""[ 18 ]""]",service-jair_bolsonaro-0-20,included_reviewed_service,LEG-70db330a83a1
dilma_rousseff:1:40,"[""Ministério da Educação"", """", ""Luiz Cláudio Costa"", ""—"", ""18 de março de 2015 (interino)"", ""6 de abril de 2015"", """"]",service-dilma_rousseff-1-40,included_reviewed_service,LEG-71604753d832
lula_2023_presente:2:36,"[""Portos e Aeroportos"", """", ""Sílvio Costa Filho"", ""Republicanos / PE"", ""13 de setembro de 2023"", ""Em exercício"", ""[ 27 ]""]",service-lula_2023_presente-2-36,included_reviewed_service,LEG-71a45c6619da
lula_2023_presente:2:23,"[""Igualdade Racial"", """", ""Anielle Franco"", ""PT / RJ"", ""1.º de janeiro de 2023"", ""Em exercício"", """"]",service-lula_2023_presente-2-23,included_reviewed_service,LEG-78e62eb293bf
dilma_rousseff:1:19,"[""Ministério das Cidades"", """", ""Gilberto Kassab"", ""PSD"", ""1º de janeiro de 2015"", ""15 de abril de 2016"", ""[ 1 ]""]",service-dilma_rousseff-1-19,included_reviewed_service,LEG-79221ce8a4c6
dilma_rousseff:1:10,"[""Secretaria de Aviação Civil"", """", ""Guilherme Walder Mora Ramalho"", ""—"", ""18 de abril de 2016 (interino)"", ""12 de maio de 2016 (impeachment de Dilma Rousseff)"", ""[ 39 ]""]",service-dilma_rousseff-1-10,included_reviewed_service,LEG-7a1f7e7148d0
jair_bolsonaro:0:50,"[""Ministério da Infraestrutura"", """", ""Marcelo Sampaio"", ""—"", ""31 de março de 2022"", ""1 de janeiro de 2023"", ""[ 48 ]""]",service-jair_bolsonaro-0-50,included_reviewed_service,LEG-7a6d44294d17
michel_temer:0:1,"[""Advocacia-Geral da União"", """", ""Fábio Medina Osório"", ""-"", ""12 de maio de 2016 [ 2 ]"", ""9 de setembro de 2016""]",service-michel_temer-0-1,included_reviewed_service,LEG-7d94ee1b94f6
dilma_rousseff:1:76,"[""Ministério do Turismo"", """", ""Henrique Eduardo Alves"", ""MDB"", ""16 de abril de 2015"", ""28 de março de 2016 (renunciou ao cargo)"", ""[ 50 ]""]",service-dilma_rousseff-1-76,included_reviewed_service,LEG-7f1bb5c8a3de
michel_temer:0:48,"[""Saúde"", """", ""Ricardo Barros"", ""PP"", ""12 de maio de 2016 [ 2 ]"", ""2 de abril de 2018""]",service-michel_temer-0-48,included_reviewed_service,LEG-7f67dc077f97
dilma_rousseff:1:67,"[""Secretaria de Relações Institucionais"", """", ""Pepe Vargas"", ""PT"", ""1º de janeiro de 2015"", ""7 de abril de 2015 (secretaria extinta)"", ""[ 1 ]""]",service-dilma_rousseff-1-67,included_reviewed_service,LEG-7fd64bd02e06
michel_temer:0:3,"[""Agricultura, Pecuária e Abastecimento"", """", ""Blairo Maggi"", ""PP"", ""12 de maio de 2016 [ 2 ]"", ""1 de janeiro de 2019""]",service-michel_temer-0-3,included_reviewed_service,LEG-80fb13f63f08
michel_temer:0:66,"[""Turismo"", """", ""Vinicius Lummertz"", ""-"", ""10 de abril de 2018 [ 33 ]"", ""31 de dezembro de 2018""]",service-michel_temer-0-66,included_reviewed_service,LEG-8174e12a8374
michel_temer:0:56,"[""Gabinete de Segurança Institucional"", """", ""Sérgio Etchegoyen"", ""-"", ""12 de maio de 2016 [ 2 ]"", ""31 de dezembro de 2018""]",service-michel_temer-0-56,included_reviewed_service,LEG-8259181f231d
michel_temer:0:24,"[""Desenvolvimento Social e Agrário"", """", ""Osmar Terra"", ""MDB"", ""12 de maio de 2016 [ 2 ]"", ""6 de abril de 2018""]",service-michel_temer-0-24,included_reviewed_service,LEG-839c037f9735
lula_2023_presente:2:30,"[""Minas e Energia"", """", ""Alexandre Silveira"", ""PSD / MG"", ""1.º de janeiro de 2023"", ""Em exercício"", """"]",service-lula_2023_presente-2-30,included_reviewed_service,LEG-83c787ba4f24
lula_2023_presente:2:37,"[""Povos Indígenas"", """", ""Sônia Guajajara"", ""PSOL / SP"", ""1.º de janeiro de 2023"", ""Em exercício"", """"]",service-lula_2023_presente-2-37,included_reviewed_service,LEG-84371a57fbec
lula_2023_presente:2:32,"[""Mulheres"", """", ""Márcia Lopes"", ""PT / PR"", ""5 de maio de 2025"", ""Em exercício"", ""[ 24 ]""]",service-lula_2023_presente-2-32,included_reviewed_service,LEG-84e6fcc03e23
michel_temer:0:33,"[""Integração Nacional"", """", ""Pádua Andrade"", ""-"", ""10 de abril de 2018 [ 11 ]"", ""1 de janeiro de 2019""]",service-michel_temer-0-33,included_reviewed_service,LEG-8553657ff23b
dilma_rousseff:1:75,"[""Ministério do Turismo"", """", ""Vinicius Lages"", ""—"", ""1º de janeiro de 2015"", ""16 de abril de 2015"", ""[ 1 ]""]",service-dilma_rousseff-1-75,included_reviewed_service,LEG-858a83513dbd
dilma_rousseff:1:54,"[""Ministério do Meio Ambiente"", """", ""Izabella Teixeira"", ""—"", ""1º de janeiro de 2015"", ""12 de maio de 2016 (impeachment de Dilma Rousseff)"", ""[ 1 ]""]",service-dilma_rousseff-1-54,included_reviewed_service,LEG-85c2f5b66096
michel_temer:0:35,"[""Justiça"", """", ""José Levi (Interino)"", ""-"", ""7 de fevereiro de 2017 [ 18 ]"", ""7 de março de 2017""]",service-michel_temer-0-35,included_reviewed_service,LEG-8668ded98bde
jair_bolsonaro:0:51,"[""Ministério do Desenvolvimento Regional"", """", ""Gustavo Canuto"", ""—"", ""1 de janeiro de 2019"", ""11 de fevereiro de 2020"", ""[ 49 ]""]",service-jair_bolsonaro-0-51,included_reviewed_service,LEG-8693fc5ad84e
dilma_rousseff:1:39,"[""Ministério da Educação"", """", ""Cid Gomes"", ""PDT"", ""1º de janeiro de 2015"", ""18 de março de 2015"", ""[ 1 ]""]",service-dilma_rousseff-1-39,included_reviewed_service,LEG-8702e7355c32
