atlas_line,administration_id,governor_start_raw,governor_end_raw,office_type_raw,office_raw,portfolio_party_raw,person_raw,minister_start_raw,minister_end_raw,minister_party_raw,person_id,service_ids,reconciliation_status,decision_ids,notes
495,dilma_2,01/01/2015,31/08/2016,Ministério,Justiça,PT,Eugênio Aragão,17/03/2016,12/05/2016,sfp,person-9d960627aeac,service-dilma_rousseff-1-53,agreement,OFF-011;PERSON-CONTINUITY-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
496,dilma_2,01/01/2015,31/08/2016,Ministério,Defesa,PT,Jacques Wagner,01/01/2015,02/10/2015,PT,person-9e9d2c2a173e,service-0756ddce3efb;service-dilma_rousseff-1-13;service-dilma_rousseff-1-29,office/scope difference,C024;C032;OFFICE-ADJUDICATION;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
497,dilma_2,01/01/2015,31/08/2016,Ministério,Defesa,PCdoB,Aldo Rebelo,02/10/2015,12/05/2016,PCdoB,person-d1c3d895582d,service-dilma_rousseff-1-16;service-dilma_rousseff-1-30,office/scope difference,C024;C032;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
498,dilma_2,01/01/2015,31/08/2016,Ministério,Relações Exteriores,sfp,Mauro Vieira,01/01/2015,12/05/2016,sfp,person-a9747949f291,service-dilma_rousseff-1-66,agreement,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
499,dilma_2,01/01/2015,31/08/2016,Ministério,Fazenda ,sfp,Joaquim Levy,01/01/2015,21/12/2015,sfp,person-d18354f64c86,service-dilma_rousseff-1-45,date semantics,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
500,dilma_2,01/01/2015,31/08/2016,Ministério,Fazenda ,sfp,Nelson Barbosa,21/12/2015,12/05/2016,sfp,person-df9f2930b81a,service-dilma_rousseff-1-46;service-dilma_rousseff-1-59,date semantics,C030;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
501,dilma_2,01/01/2015,31/08/2016,Ministério,Transportes,PR,Antônio Carlos Rodrigues,01/01/2015,12/05/2016,PR,person-38f714851a92,service-dilma_rousseff-1-74,agreement,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
502,dilma_2,01/01/2015,31/08/2016,Ministério,"Agricultura, Pecuária e Abastecimento",PMDB,Kátia Abreu,01/01/2015,30/03/2016,PMDB,person-5139ef661a7d,service-dilma_rousseff-1-3,date semantics,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
503,dilma_2,01/01/2015,31/08/2016,Ministério,"Agricultura, Pecuária e Abastecimento",ind,Kátia Abreu,31/03/2016,12/05/2016,PMDB,person-5139ef661a7d,service-dilma_rousseff-1-3,date semantics,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
504,dilma_2,01/01/2015,31/08/2016,Ministério,Educação,ind,Cid Gomes,01/01/2015,18/03/2015,PROS,person-5fd0956c528c,service-dilma_rousseff-1-39,date semantics,PERSON-CONTINUITY-REVIEW;R01,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
505,dilma_2,01/01/2015,31/08/2016,Ministério,Educação,sfp,Renato Janine Ribeiro,06/04/2015,05/10/2015,sfp,person-aafdc596ffb6,service-dilma_rousseff-1-41,date semantics,C024;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
506,dilma_2,01/01/2015,31/08/2016,Ministério,Educação,PT,Aloízio Mercadante,05/10/2015,12/05/2016,PT,person-052252ad8b69,service-dilma_rousseff-1-12;service-dilma_rousseff-1-42,date semantics,C024;C032;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
507,dilma_2,01/01/2015,31/08/2016,Ministério,Trabalho e Emprego,PDT,Manoel Dias,01/01/2015,05/10/2015,PDT,person-3978546739e7,service-dilma_rousseff-1-72,date semantics,C024;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
508,dilma_2,01/01/2015,31/08/2016,Ministério,Trabalho e Previdência Social,PT,Miguel Rossetto,05/10/2015,12/05/2016,PT,person-3b1d01f95a61,service-dilma_rousseff-1-70;service-dilma_rousseff-1-73,date semantics,C024;C032;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
509,dilma_2,01/01/2015,31/08/2016,Ministério,Saúde,PT,Arthur Chioro,01/01/2015,05/10/2015,PT,person-b178a128a47e,service-dilma_rousseff-1-68,date semantics,C024;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
510,dilma_2,01/01/2015,31/08/2016,Ministério,Saúde,PMDB,Marcelo Castro,05/10/2015,30/03/2016,PMDB,person-3d3adfcdf05f,service-dilma_rousseff-1-69,date semantics,C024;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
511,dilma_2,01/01/2015,31/08/2016,Ministério,Saúde,ind,Marcelo Castro,31/03/2016,11/05/2016,PMDB,person-3d3adfcdf05f,service-dilma_rousseff-1-69,date semantics,C024;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
512,dilma_2,01/01/2015,31/08/2016,Ministério,"Desenvolvimento, Indústria e Comércio",PTB,Armando Monteiro,01/01/2015,16/03/2016,PTB,person-6e762df38945,service-dilma_rousseff-1-34,date semantics,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
513,dilma_2,01/01/2015,31/08/2016,Ministério,"Desenvolvimento, Indústria e Comércio",ind,Armando Monteiro,17/03/2016,12/05/2016,PTB,person-6e762df38945,service-dilma_rousseff-1-34,date semantics,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
514,dilma_2,01/01/2015,31/08/2016,Ministério,Minas e Energia,PMDB,Eduardo Braga,01/01/2015,30/03/2016,PMDB,person-86b811c075f6,service-dilma_rousseff-1-56,date semantics,C009;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
515,dilma_2,01/01/2015,31/08/2016,Ministério,Minas e Energia,ind,Eduardo Braga,31/03/2016,22/04/2016,PMDB,person-86b811c075f6,service-dilma_rousseff-1-56,date semantics,C009;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
516,dilma_2,01/01/2015,31/08/2016,Ministério,"Planejamento, Orçamento e Gestão",sfp,Nelson Barbosa,01/01/2015,21/12/2015,sfp,person-df9f2930b81a,service-dilma_rousseff-1-46;service-dilma_rousseff-1-59,office/scope difference,C030;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
517,dilma_2,01/01/2015,31/08/2016,Ministério,"Planejamento, Orçamento e Gestão",sfp,Valdir Simão,21/12/2015,12/05/2016,sfp,person-493daa3b8149,service-dilma_rousseff-1-25;service-dilma_rousseff-1-60,office/scope difference,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
518,dilma_2,01/01/2015,31/08/2016,Ministério,Integração Nacional,PP,Gilberto Occhi,01/01/2015,13/04/2016,PP,person-57a1c7594de5,service-dilma_rousseff-1-49,date semantics,PERSON-CONTINUITY-REVIEW;R03,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
519,dilma_2,01/01/2015,31/08/2016,Ministério,Comunicações,PT,Ricardo Berzoini,01/01/2015,05/10/2015,PT,person-15675a9ecd53,service-dilma_rousseff-1-23;service-dilma_rousseff-1-71;service-dilma_rousseff-1-71-pre-transform,office/scope difference,C024;C032;OFF-005;OFF-006;OFF-007;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
520,dilma_2,01/01/2015,31/08/2016,Ministério,Comunicações,PDT,André Figueiredo,05/10/2015,12/05/2016,PDT,person-d4b727e131c9,service-dilma_rousseff-1-24,date semantics,C024;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
521,dilma_2,01/01/2015,31/08/2016,Ministério,Previdência Social,PT,Carlos Eduardo Gabas,01/01/2015,05/10/2015,PT,person-03e5816de50d,service-dilma_rousseff-1-65;service-f6b7136b576a,date semantics,C024;OFFICE-ADJUDICATION;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
522,dilma_2,01/01/2015,31/08/2016,Ministério,Meio Ambiente,sfp,Izabella Teixeira,01/01/2015,12/05/2016,sfp,person-c804f816babb,service-dilma_rousseff-1-54,agreement,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
523,dilma_2,01/01/2015,31/08/2016,Ministério,"Ciência, Tecnologia e Inovação",PCdoB,Aldo Rebelo,01/01/2015,05/10/2015,PCdoB,person-d1c3d895582d,service-dilma_rousseff-1-16;service-dilma_rousseff-1-30,office/scope difference,C024;C032;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
524,dilma_2,01/01/2015,31/08/2016,Ministério,"Ciência, Tecnologia e Inovação",PMDB,Celso Pansera,05/10/2015,30/03/2016,PMDB,person-4a62f5bd6174,service-dilma_rousseff-1-17,date semantics,C024;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
525,dilma_2,01/01/2015,31/08/2016,Ministério,"Ciência, Tecnologia e Inovação",ind,Celso Pansera,31/03/2016,14/04/2016,PMDB,person-4a62f5bd6174,service-dilma_rousseff-1-17,date semantics,C024;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
526,dilma_2,01/01/2015,31/08/2016,Ministério,Cultura,PT,Juca Ferreira,01/01/2015,12/05/2016,PT,person-e97a73d54d22,service-dilma_rousseff-1-28,agreement,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
527,dilma_2,01/01/2015,31/08/2016,Ministério,Desenvolvimento Agrário,PT,Patrus Ananias,01/01/2015,12/05/2016,PT,person-90757367fdcf,service-dilma_rousseff-1-31;service-dilma_rousseff-1-33,combined/split service,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
528,dilma_2,01/01/2015,31/08/2016,Ministério,Desenvolvimento Social e Combate à Fome,PT,Tereza Campello,01/01/2015,12/05/2016,PT,person-06d7d8eceb28,service-dilma_rousseff-1-35,agreement,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
529,dilma_2,01/01/2015,31/08/2016,Ministério,Esporte,PRB,George Hilton,01/01/2015,30/03/2016,PRB,person-36c135f51965,service-dilma_rousseff-1-43,date semantics,PERSON-CONTINUITY-REVIEW;R02,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
530,dilma_2,01/01/2015,31/08/2016,Ministério,Esporte,PCdoB,Ricardo Leyser (interino),31/03/2016,12/05/2016,PCdoB,person-b3d44fb99031,service-dilma_rousseff-1-44,agreement,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
531,dilma_2,01/01/2015,31/08/2016,Secretaria,Assuntos Estratégicos,ind,Roberto Mangabeira Unger,05/02/2015,16/09/2015,PMDB,person-dbf349570fa7,service-dilma_rousseff-1-5,date semantics,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
532,dilma_2,01/01/2015,31/08/2016,Ministério,Cidades,PSD,Gilberto Kassab,01/01/2015,19/04/2016,PSD,person-0c933c9fd291,service-dilma_rousseff-1-19,agreement,PERSON-CONTINUITY-REVIEW;R04,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
533,dilma_2,01/01/2015,31/08/2016,Ministério,Cidades,PT,Inês da Silva Magalhães,19/04/2016,12/05/2016,PT,person-69112e380c0b,service-dilma_rousseff-1-20,agreement,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
534,dilma_2,01/01/2015,31/08/2016,Ministério,Turismo,PMDB,Vinicius Nobre Lages,01/01/2015,16/04/2015,PMDB,person-16ea0c2b585a,service-dilma_rousseff-1-75,agreement,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
535,dilma_2,01/01/2015,31/08/2016,Ministério,Turismo,PMDB,Henrique Eduardo Alves,16/04/2015,30/03/2016,PMDB,person-5d5c6255c599,service-dilma_rousseff-1-76,date semantics,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
536,dilma_2,01/01/2015,31/08/2016,Ministério,Turismo,PT,Alessandro Golombiewski Teixeira,22/04/2016,12/05/2016,PT,person-d63b83da527a,service-dilma_rousseff-1-78,date semantics,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
537,dilma_2,01/01/2015,31/08/2016,Secretaria,Direitos Humanos,PT,Ideli Salvatti,01/01/2015,10/04/2015,PT,person-8dc226f411d7,service-dilma_rousseff-1-36,date semantics,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
538,dilma_2,01/01/2015,31/08/2016,Secretaria,Direitos Humanos,PT,Pepe Vargas,10/04/2015,05/10/2015,PT,person-a4e239dfc327,service-dilma_rousseff-1-37;service-dilma_rousseff-1-67,date semantics,C024;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
539,dilma_2,01/01/2015,31/08/2016,Ministério,Direitos Humanos,sfp,Nilma Lino Gomes,05/10/2015,11/05/2016,sfp,person-aa911998b3f6,service-dilma_rousseff-1-38;service-dilma_rousseff-1-38-pre-transform;service-dilma_rousseff-1-48,office/scope difference,C024;C032;OFF-005;OFF-006;OFF-007;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
540,dilma_2,01/01/2015,31/08/2016,Secretaria,Secretaria-Geral (juventude),PT,Miguel Rossetto,01/01/2015,05/10/2015,PT,person-3b1d01f95a61,service-dilma_rousseff-1-70;service-dilma_rousseff-1-73,office/scope difference,C024;C032;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
541,dilma_2,01/01/2015,31/08/2016,Secretaria,Relações Institucionais,PT,Pepe Vargas,01/01/2015,10/04/2015,PT,person-a4e239dfc327,service-dilma_rousseff-1-37;service-dilma_rousseff-1-67,date semantics,C024;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
542,dilma_2,01/01/2015,31/08/2016,Secretaria,Governo,PT,Ricardo Berzoini,05/10/2015,12/05/2016,PT,person-15675a9ecd53,service-dilma_rousseff-1-23;service-dilma_rousseff-1-71;service-dilma_rousseff-1-71-pre-transform,office/scope difference,C024;C032;OFF-005;OFF-006;OFF-007;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
543,dilma_2,01/01/2015,31/08/2016,Ministério,Pesca e Aquicultura,PMDB,Helder Barbalho,01/01/2015,05/10/2015,PMDB,person-69c3d0fe4619,service-dilma_rousseff-1-58;service-dilma_rousseff-1-63,office/scope difference,C009;C024;C032;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
544,dilma_2,01/01/2015,31/08/2016,Secretaria,Mulheres,PT,Eleonora Menicucci,01/01/2015,05/10/2015,PT,person-ab2d74d8fcaf,service-dilma_rousseff-1-61,office/scope difference,C024;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
545,dilma_2,01/01/2015,31/08/2016,Secretaria,Igualdade Racial,sfp,Nilma Lino Gomes,01/01/2015,05/10/2015,sfp,person-aa911998b3f6,service-dilma_rousseff-1-38;service-dilma_rousseff-1-38-pre-transform;service-dilma_rousseff-1-48,office/scope difference,C024;C032;OFF-005;OFF-006;OFF-007;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
546,dilma_2,01/01/2015,31/08/2016,Secretaria,Portos,PMDB,Edinho Araújo,01/01/2015,05/10/2015,PMDB,person-bab2d25de60e,service-dilma_rousseff-1-62,date semantics,C024;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
547,dilma_2,01/01/2015,31/08/2016,Secretaria,Portos,PMDB,Helder Barbalho,05/10/2015,30/03/2016,PMDB,person-69c3d0fe4619,service-dilma_rousseff-1-58;service-dilma_rousseff-1-63,date semantics,C009;C024;C032;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
548,dilma_2,01/01/2015,31/08/2016,Secretaria,Portos,ind,Helder Barbalho,31/03/2016,21/04/2016,PMDB,person-69c3d0fe4619,service-dilma_rousseff-1-58;service-dilma_rousseff-1-63,date semantics,C009;C024;C032;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
549,dilma_2,01/01/2015,31/08/2016,Secretaria,Portos,sfp,Maurício Muniz Barreto de Carvalho,22/04/2016,11/05/2016,sfp,person-c1f238f4da7e,service-dilma_rousseff-1-64,date semantics,C009;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
550,dilma_2,01/01/2015,31/08/2016,Secretaria,Aviação Civil,PMDB,Eliseu Padilha,01/01/2015,09/12/2015,PMDB,person-2f002dc5bdc9,service-dilma_rousseff-1-7,date semantics,C021;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
551,dilma_2,01/01/2015,31/08/2016,Secretaria,Aviação Civil,sfp,Guilherme Walder Mora Ramalho (interino),09/12/2015,15/03/2016,sfp,person-cd7eec731906,service-dilma_rousseff-1-10;service-dilma_rousseff-1-8,date semantics,ATLAS-551;ATLAS-554;C021;PERSON-CONTINUITY-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
552,dilma_2,01/01/2015,31/08/2016,Secretaria,Aviação Civil,PMDB,Mauro Lopes,16/03/2016,30/03/2016,PMDB,person-4b3c84ef1e38,service-dilma_rousseff-1-9,date semantics,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
553,dilma_2,01/01/2015,31/08/2016,Secretaria,Aviação Civil,ind,Mauro Lopes,31/03/2016,14/04/2016,PMDB,person-4b3c84ef1e38,service-dilma_rousseff-1-9,date semantics,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
554,dilma_2,01/01/2015,31/08/2016,Secretaria,Aviação Civil,PT,Carlos Eduardo Gabas,29/04/2016,11/05/2016,PT,person-03e5816de50d,service-dilma_rousseff-1-65;service-f6b7136b576a,date semantics,C024;OFFICE-ADJUDICATION;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
555,dilma_2,01/01/2015,31/08/2016,Secretaria,Micro e Pequenas Empresas,PSD,Guilherme Afif Domingos,01/01/2015,05/10/2015,PSD,person-ae882a0b01e7,service-dilma_rousseff-1-55,office/scope difference,C024;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
673,lula_3,01/01/2023,,Órgão da PR,Casa Civil,PT,Rui Costa,01/01/2023,,PT,person-840d333b3397,service-lula_2023_presente-2-51,date semantics,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
674,lula_3,01/01/2023,,Ministério,Justiça e Segurança Pública,PSB,Flávio Dino,01/01/2023,,PSB,person-0da4a679c59d,service-lula_2023_presente-2-25,date semantics,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
675,lula_3,01/01/2023,,Ministério,Defesa,sfp,José Múcio Monteiro,01/01/2023,,sfp,person-cdcfeb36ce97,service-lula_2023_presente-2-9,date semantics,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
676,lula_3,01/01/2023,,Ministério,Relações Exteriores,sfp,Mauro Vieira,01/01/2023,,sfp,person-a9747949f291,service-lula_2023_presente-2-40,date semantics,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,"Raw minister and governor dates remain positional, separately interpreted; blank Lula exits are entry-only snapshot fields. Current source-specific service/affiliation decisions supersede intermediate disposition labels."
