evidence_id,asserted_fact,source_locator,publisher,publication_date,retrieval_date,access_status,rationale
LEG-066b940f16e0,"Dated career and appointment reporting located, but no evidence establishing party membership or explicit nonmembership at this original appointment start; raw blank/dash does not resolve status.",,not_normalized_in_prior_ledger,,,not_individually_retrieved_by_inventory_projection,UNRESOLVED in the diagnostic; no guess from a career-official profile or later lack of party reporting.
LEG-08ce7329060f,"Dated career and appointment reporting located, but no evidence establishing party membership or explicit nonmembership at this original appointment start; raw blank/dash does not resolve status.",,not_normalized_in_prior_ledger,,,not_individually_retrieved_by_inventory_projection,UNRESOLVED in the diagnostic; no guess from a career-official profile or later lack of party reporting.
LEG-3f060ebf15da,"Dated career and appointment reporting located, but no evidence establishing party membership or explicit nonmembership at this original appointment start; raw blank/dash does not resolve status.",,not_normalized_in_prior_ledger,,,not_individually_retrieved_by_inventory_projection,UNRESOLVED in the diagnostic; no guess from a career-official profile or later lack of party reporting.
LEG-79030362edda,"Dated career and appointment reporting located, but no evidence establishing party membership or explicit nonmembership at this original appointment start; raw blank/dash does not resolve status.",,not_normalized_in_prior_ledger,,,not_individually_retrieved_by_inventory_projection,UNRESOLVED in the diagnostic; no guess from a career-official profile or later lack of party reporting.
LEG-8534d7a64a42,"Dated career and appointment reporting located, but no evidence establishing party membership or explicit nonmembership at this original appointment start; raw blank/dash does not resolve status.",,not_normalized_in_prior_ledger,,,not_individually_retrieved_by_inventory_projection,UNRESOLVED in the diagnostic; no guess from a career-official profile or later lack of party reporting.
LEG-9dd6c6a98b8f,"Dated career and appointment reporting located, but no evidence establishing party membership or explicit nonmembership at this original appointment start; raw blank/dash does not resolve status.",,not_normalized_in_prior_ledger,,,not_individually_retrieved_by_inventory_projection,UNRESOLVED in the diagnostic; no guess from a career-official profile or later lack of party reporting.
LEG-e62d7a3cb75d,"Dated career and appointment reporting located, but no evidence establishing party membership or explicit nonmembership at this original appointment start; raw blank/dash does not resolve status.",,not_normalized_in_prior_ledger,,,not_individually_retrieved_by_inventory_projection,UNRESOLVED in the diagnostic; no guess from a career-official profile or later lack of party reporting.
LEG-ebe4d4a81d54,"Dated career and appointment reporting located, but no evidence establishing party membership or explicit nonmembership at this original appointment start; raw blank/dash does not resolve status.",,not_normalized_in_prior_ledger,,,not_individually_retrieved_by_inventory_projection,UNRESOLVED in the diagnostic; no guess from a career-official profile or later lack of party reporting.
LEG-ee50e9c3bdf3,"Dated career and appointment reporting located, but no evidence establishing party membership or explicit nonmembership at this original appointment start; raw blank/dash does not resolve status.",,not_normalized_in_prior_ledger,,,not_individually_retrieved_by_inventory_projection,UNRESOLVED in the diagnostic; no guess from a career-official profile or later lack of party reporting.
LEG-78e62eb293bf,Dated incoming-cabinet profile explicitly identifies no party. Veja 5 March 2025 explicitly distinguishes no party on entry from PT affiliation in April 2024.,https://news.files.bbci.co.uk/include/vjamericas/1144-brasil-lula-ministries/portuguese/app | https://veja.abril.com.br/coluna/radar/apos-nove-trocas-pt-tem-mais-ministerios-do-que-no-inicio-do-governo-lula/,not_normalized_in_prior_ledger,2022-12-23,,not_individually_retrieved_by_inventory_projection,
LEG-026719312f03,Dated incoming-cabinet profile explicitly identifies no party.,https://news.files.bbci.co.uk/include/vjamericas/1144-brasil-lula-ministries/portuguese/app,not_normalized_in_prior_ledger,2022-12-23,,not_individually_retrieved_by_inventory_projection,
LEG-5e67e9e2f44e,Dated incoming-cabinet profile explicitly identifies no party.,https://news.files.bbci.co.uk/include/vjamericas/1144-brasil-lula-ministries/portuguese/app,not_normalized_in_prior_ledger,2022-12-23,,not_individually_retrieved_by_inventory_projection,
LEG-88618295577b,Dated incoming-cabinet profile explicitly identifies no party.,https://news.files.bbci.co.uk/include/vjamericas/1144-brasil-lula-ministries/portuguese/app,not_normalized_in_prior_ledger,2022-12-23,,not_individually_retrieved_by_inventory_projection,
LEG-b2f5b4a75ce6,Dated incoming-cabinet profile explicitly identifies no party.,https://news.files.bbci.co.uk/include/vjamericas/1144-brasil-lula-ministries/portuguese/app,not_normalized_in_prior_ledger,2022-12-23,,not_individually_retrieved_by_inventory_projection,
LEG-da6ce3b869d1,Dated incoming-cabinet profile explicitly identifies no party.,https://news.files.bbci.co.uk/include/vjamericas/1144-brasil-lula-ministries/portuguese/app,not_normalized_in_prior_ledger,2022-12-23,,not_individually_retrieved_by_inventory_projection,
LEG-eba4482fcf14,Dated incoming-cabinet profile explicitly identifies no party.,https://news.files.bbci.co.uk/include/vjamericas/1144-brasil-lula-ministries/portuguese/app,not_normalized_in_prior_ledger,2022-12-23,,not_individually_retrieved_by_inventory_projection,
LEG-ebab6522a877,Dated incoming-cabinet profile explicitly identifies no party.,https://news.files.bbci.co.uk/include/vjamericas/1144-brasil-lula-ministries/portuguese/app,not_normalized_in_prior_ledger,2022-12-23,,not_individually_retrieved_by_inventory_projection,
LEG-61f568dd5701,Dated incoming-cabinet roster explicitly identifies DEM.,https://www.diariodepernambuco.com.br/noticia/politica/2018/11/proximos-cinco-dias-sao-decisivos-para-jair-bolsonaro-definir-ministro.html,not_normalized_in_prior_ledger,2018-11-26,,not_individually_retrieved_by_inventory_projection,
LEG-b0900f041b01,Dated incoming-cabinet roster explicitly identifies DEM.,https://www.diariodepernambuco.com.br/noticia/politica/2018/11/proximos-cinco-dias-sao-decisivos-para-jair-bolsonaro-definir-ministro.html,not_normalized_in_prior_ledger,2018-11-26,,not_individually_retrieved_by_inventory_projection,
LEG-df0a18aba9ff,Dated incoming-cabinet roster explicitly identifies DEM.,https://www.diariodepernambuco.com.br/noticia/politica/2018/11/proximos-cinco-dias-sao-decisivos-para-jair-bolsonaro-definir-ministro.html,not_normalized_in_prior_ledger,2018-11-26,,not_individually_retrieved_by_inventory_projection,
LEG-0d5fe63fcadb,Dated incoming-cabinet roster explicitly identifies PSL.,https://www.diariodepernambuco.com.br/noticia/politica/2018/11/proximos-cinco-dias-sao-decisivos-para-jair-bolsonaro-definir-ministro.html,not_normalized_in_prior_ledger,2018-11-26,,not_individually_retrieved_by_inventory_projection,
LEG-24bdcc54c414,Dated incoming-cabinet roster explicitly identifies the announced office-holder as unaffiliated.,https://www.diariodepernambuco.com.br/noticia/politica/2018/11/proximos-cinco-dias-sao-decisivos-para-jair-bolsonaro-definir-ministro.html,not_normalized_in_prior_ledger,2018-11-26,,not_individually_retrieved_by_inventory_projection,
LEG-4e7ce6988315,Dated incoming-cabinet roster explicitly identifies the announced office-holder as unaffiliated.,https://www.diariodepernambuco.com.br/noticia/politica/2018/11/proximos-cinco-dias-sao-decisivos-para-jair-bolsonaro-definir-ministro.html,not_normalized_in_prior_ledger,2018-11-26,,not_individually_retrieved_by_inventory_projection,
LEG-7cd94731dd90,Dated incoming-cabinet roster explicitly identifies the announced office-holder as unaffiliated.,https://www.diariodepernambuco.com.br/noticia/politica/2018/11/proximos-cinco-dias-sao-decisivos-para-jair-bolsonaro-definir-ministro.html,not_normalized_in_prior_ledger,2018-11-26,,not_individually_retrieved_by_inventory_projection,
LEG-87ae07a227bd,Dated incoming-cabinet roster explicitly identifies the announced office-holder as unaffiliated.,https://www.diariodepernambuco.com.br/noticia/politica/2018/11/proximos-cinco-dias-sao-decisivos-para-jair-bolsonaro-definir-ministro.html,not_normalized_in_prior_ledger,2018-11-26,,not_individually_retrieved_by_inventory_projection,
LEG-92e9b59b9825,Dated incoming-cabinet roster explicitly identifies the announced office-holder as unaffiliated.,https://www.diariodepernambuco.com.br/noticia/politica/2018/11/proximos-cinco-dias-sao-decisivos-para-jair-bolsonaro-definir-ministro.html,not_normalized_in_prior_ledger,2018-11-26,,not_individually_retrieved_by_inventory_projection,
LEG-b6119274bf0c,Dated incoming-cabinet roster explicitly identifies the announced office-holder as unaffiliated.,https://www.diariodepernambuco.com.br/noticia/politica/2018/11/proximos-cinco-dias-sao-decisivos-para-jair-bolsonaro-definir-ministro.html,not_normalized_in_prior_ledger,2018-11-26,,not_individually_retrieved_by_inventory_projection,
LEG-03cf04d9b8ec,Dated profile establishes PTB membership from December 2014; spans January 2018 appointment.,https://www.metropoles.com/brasil/politica-brasil/interino-assumira-ministerio-no-lugar-de-cristiane-brasil-diz-site,not_normalized_in_prior_ledger,2018-02-20,,not_individually_retrieved_by_inventory_projection,
LEG-c8ef1de4a884,"Dated reporting explicitly establishes PT membership before appointment; retrospective ministerial chronology Table32 p171 identifies PT for her2016 tenure, citing Ministry of Regional Development2019.",https://acervojamildo.com/posts/2010/2010-11-24-dilma-estuda-dividir-o-ministerio-das-cidades-em-dois-para-agradar-aliados-12419424/ | https://teses.usp.br/teses/disponiveis/8/8136/tde-27112019-184232/publico/2019_GullitTorresDias_VCorr.pdf,not_normalized_in_prior_ledger,2010-11-24 / 2019,,not_individually_retrieved_by_inventory_projection,Retrospective tenure evidence corroborates pre-appointment membership; no later party label used to back-project a new affiliation.
LEG-b90af80ef12a,"Dated reporting expressly establishes continuous PP affiliation since 1995, covering January 2019 appointment.",https://ultimosegundo.ig.com.br/politica/2020-08-26/pp-convida-damares-alves-para-se-candidatar-a-senadora-pelo-partido.html,not_normalized_in_prior_ledger,2020-08-26,,not_individually_retrieved_by_inventory_projection,"Continuity evidence, not inference from the later Republicanos candidacy; PP remains for this whole appointment."
LEG-23516089df3e,Deutsche Welle profile published on inauguration date explicitly states Teich is not affiliated with a political party.,"https://www.terra.com.br/noticias/brasil/quem-e-e-o-que-pensa-nelson-teich-o-novo-ministro-da-saude,bd8bc38ab1d009dc096721a9a09e3d09p4j4kctd.html",not_normalized_in_prior_ledger,2020-04-17,,not_individually_retrieved_by_inventory_projection,
LEG-422e9936450e,"Direct statement at first party membership ceremony: never previously had party affiliation; his first membership is Republicanos in September 2025, after 2018 appointment.",https://jornaldebrasilia.com.br/blogs-e-colunas/do-alto-da-torre/ibaneis-sinaliza-apoio-a-gustavo-rocha-para-vice/,not_normalized_in_prior_ledger,2025-09-17,,not_individually_retrieved_by_inventory_projection,
LEG-f48fe3f88953,"Estadão records Republicanos departure at his request on January 5, 2021, confirmed by party leader Hugo Motta before appointment.",https://noticias.uol.com.br/ultimas-noticias/agencia-estado/2021/03/20/novo-ministro-da-saude-teve-passagem-relampago-pelo-republicanos-do-centrao.htm,not_normalized_in_prior_ledger,2021-03-20,,not_individually_retrieved_by_inventory_projection,Report explicitly resolves outdated TSE listing; March 2020 Republicanos membership does not extend to March 2021 appointment.
LEG-71604753d832,"Explicit PT membership in 2012 and party-event participation in May2015 suggest PT, but no direct evidence establishes uninterrupted formal membership at March2015 start. Raw blank is unsafe.",https://educacao.uol.com.br/noticias/2012/02/07/luiz-claudio-costa-e-o-novo-presidente-do-inep.htm | https://pt.org.br/blog-secretarias/snai-realiza-encontro-nacional-de-gestores-petistas-nesta-terca-feira-26-em-brasilia/,not_normalized_in_prior_ledger,2012-02-07 / 2015-05-26,,not_individually_retrieved_by_inventory_projection,Diagnostic only: unresolved party is not an unaffiliated classification; do not use in production.
LEG-6a60736fa9a9,Explicit continuity statement: Gilson affiliated with PSC since 2020 and had not moved by January 2022.,https://veja.abril.com.br/coluna/radar/por-que-gilson-machado-so-vai-para-o-pl-se-bolsonaro-mandar/,not_normalized_in_prior_ledger,2022-01-07,,not_individually_retrieved_by_inventory_projection,Later PL entry on final appointment day does not change the frozen PSC party.
LEG-4e35512833d0,Explicit earlier PT membership is documented; the bounded search did not establish continuity to April2016. Raw blank must not be treated as verified no-party.,"https://www1.folha.uol.com.br/fsp/brasil/fc2410200702.htm | https://www.correiobraziliense.com.br/app/noticia/economia/2011/03/25/internas_economia,244489/para-acalmar-pt-e-pmdb-dilma-rousseff-muda-comando-da-caixa.shtml",not_normalized_in_prior_ledger,2007-10-24 / 2011-03-25,,not_individually_retrieved_by_inventory_projection,Diagnostic only: unresolved party is not an unaffiliated classification; do not use in production.
LEG-300fa8e71e1b,"Explicit no-party report in July2018, but no appointment-start evidence or retrospective continuity statement located for May2017.",https://noticias.uol.com.br/politica/ultimas-noticias/2018/07/11/a-menos-de-seis-meses-de-fim-do-governo-temer-tem-58-ministro.htm,not_normalized_in_prior_ledger,2018-07-11,,not_individually_retrieved_by_inventory_projection,Diagnostic only: unresolved party is not an unaffiliated classification; do not use in production.
LEG-50bddd305e20,February 2022 reporting quotes Milton saying he is not party-affiliated; this establishes a later date only. Retrospective education-minister table says nonparty but contains other date and affiliation errors and cannot independently establish July 2020 affiliation.,https://contilnetnoticias.com.br/2022/02/no-ac-ministro-diz-que-nao-e-corrupto-e-denuncia-prefeitos-que-nao-prestaram-contas-de-recursos-do-mec/ | https://sigconteudo.ufsb.edu.br/arquivos/202515001981ef1256047e3686453bcac/Dissertao_Mateus_Alves_da_Silva_Oliveira_Pronta.pdf,not_normalized_in_prior_ledger,2022-02-24 | 2025,,not_individually_retrieved_by_inventory_projection,"Do not back-project 2022 statement. UNRESOLVED at original July 16, 2020 appointment."
LEG-e1bdeed31aec,"First-person declaration of no affiliation on 14 January 2025 inauguration and earlier 2014 interview; diagnostic retains original production start 7 January, so direct evidence for the retained date is missing. The actual 14 January appointment would be UNAFFILIATED, but date correction is deferred.",https://www.correiobraziliense.com.br/politica/2025/01/7034820-analise-missao-de-sidonio-e-alavancar-a-lideranca-moral.html | https://www.bahianoticias.com.br/entrevista/380-sidonio-palmeira-comemora-3a-vitoria-consecutiva-na-corrida-estadual-14102014,not_normalized_in_prior_ledger,2025-01-15 | 2014-10-14,,not_individually_retrieved_by_inventory_projection,INCLUDED_UNRESOLVED in diagnostic with original dates. Additional bounded search did not establish party on the retained appointment date; no affiliation inferred from pinned party label or career. Previously resolved on corrected actual appointment date; resolution cannot be transferred to original date without temporal evidence.
LEG-10ae0d5a66c3,"Gomes, Revista da CGU 8(13), Table 3 p464 and historical membership index pp471-472 explicitly report no affiliation for the 2003-2016 period; direct study of official records, LAI and biographical data.",https://repositorio.cgu.gov.br/bitstream/1/34422/10/V8.n13_Importancia.pdf,not_normalized_in_prior_ledger,2016-12,,not_individually_retrieved_by_inventory_projection,
LEG-27767c7555e1,"Gomes, Revista da CGU 8(13), Table 3 p464 and historical membership index pp471-472 explicitly report no affiliation for the 2003-2016 period; direct study of official records, LAI and biographical data.",https://repositorio.cgu.gov.br/bitstream/1/34422/10/V8.n13_Importancia.pdf,not_normalized_in_prior_ledger,2016-12,,not_individually_retrieved_by_inventory_projection,
LEG-2f2c95a35e85,"Gomes, Revista da CGU 8(13), Table 3 p464 and historical membership index pp471-472 explicitly report no affiliation for the 2003-2016 period; direct study of official records, LAI and biographical data.",https://repositorio.cgu.gov.br/bitstream/1/34422/10/V8.n13_Importancia.pdf,not_normalized_in_prior_ledger,2016-12,,not_individually_retrieved_by_inventory_projection,
LEG-f1564ca79a01,"Gomes, Revista da CGU 8(13), Table 3 p464 and historical membership index pp471-472 explicitly report no affiliation for the 2003-2016 period; direct study of official records, LAI and biographical data.",https://repositorio.cgu.gov.br/bitstream/1/34422/10/V8.n13_Importancia.pdf,not_normalized_in_prior_ledger,2016-12,,not_individually_retrieved_by_inventory_projection,
LEG-3a0fd99272c8,"Gomes, Revista da CGU 8(13), retrospective affiliation index for 2003-2016 p472 explicitly scores no party membership; complements initial 2015 directory.",https://repositorio.cgu.gov.br/bitstream/1/34422/10/V8.n13_Importancia.pdf,not_normalized_in_prior_ledger,2016-12,,not_individually_retrieved_by_inventory_projection,
LEG-b81907f65c5f,Government appointment biography reports PT membership since 1981.,https://www.gov.br/mdh/pt-br/sdh/noticias/2015/abril/pepe-vargas-assume-secretaria-de-direitos-humanos,not_normalized_in_prior_ledger,2015-04-16,,not_individually_retrieved_by_inventory_projection,
LEG-ba6b7e4f1910,Heleno announced PRP withdrawal in July; November incoming-cabinet roster explicitly identifies him as unaffiliated.,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/2018/07/18/general-diz-que-vai-se-desfiliar-de-partido.htm | https://www.diariodepernambuco.com.br/noticia/politica/2018/11/proximos-cinco-dias-sao-decisivos-para-jair-bolsonaro-definir-ministro.html,not_normalized_in_prior_ledger,2018-07-18 | 2018-11-26,,not_individually_retrieved_by_inventory_projection,Raw Patriota is contradicted by dated departure and incoming-cabinet evidence; organizational PRP/Patriota lineage cannot restore a departed personal membership.
LEG-ce9aa704d046,Historical 2019 appointment table explicitly codes nonparty status. Corroborating retirement report places Ramos in active service until July 2020; constitutional active-duty party prohibition therefore covers June 2019.,https://bdm.unb.br/bitstream/10483/28970/1/2020_LuisaMaierFlores_tcc.pdf | https://www.poder360.com.br/brasil/general-ramos-ministro-da-secretaria-do-governo-e-transferido-para-a-reserva/ | https://www.planalto.gov.br/ccivil_03/constituicao/constituicao.htm,not_normalized_in_prior_ledger,2020 | 2020-07-16 | 1998-02-05,,not_individually_retrieved_by_inventory_projection,Active-duty inference independently supports original June 13 start; later 2021 appointments remain separately unresolved.
LEG-2ffad066f860,In May 2021 Torres explicitly denied the PSL affiliation report and said he proved nonaffiliation to electoral justice; January 2023 custody testimony says never party-affiliated.,https://www.correiobraziliense.com.br/politica/2021/05/4921557-a-cpi-vai-investigar-o-que-exatamente--questiona-ministro-da-justica.html | https://www.cnnbrasil.com.br/politica/em-audiencia-de-custodia-torres-diz-que-jamais-questionou-resultado-de-eleicoes/,not_normalized_in_prior_ledger,2021-05 | 2023-01-23,,not_individually_retrieved_by_inventory_projection,"April 3,2021 PSL membership reports explicitly rebutted; later União label also denied in Senate testimony August8,2023. Original dates retained; potential date correction deferred separately."
LEG-5819c21b71da,In contemporaneous interview minister says he has never belonged to any party; applies backward to April appointment.,https://brasil.elpais.com/brasil/2015/06/15/politica/1434388809_231783.html,not_normalized_in_prior_ledger,2015-06-15,,not_individually_retrieved_by_inventory_projection,
LEG-89a6204c7ce1,Inauguration-day roster explicitly identifies MDB.,https://valor.globo.com/politica/noticia/2023/01/01/lula-d-posse-a-ministros-veja-a-lista.ghtml,not_normalized_in_prior_ledger,2023-01-01,,not_individually_retrieved_by_inventory_projection,
LEG-8ccea40b6f1d,Inauguration-day roster explicitly identifies MDB.,https://valor.globo.com/politica/noticia/2023/01/01/lula-d-posse-a-ministros-veja-a-lista.ghtml,not_normalized_in_prior_ledger,2023-01-01,,not_individually_retrieved_by_inventory_projection,
LEG-eedd92e5054e,Inauguration-day roster explicitly identifies MDB.,https://valor.globo.com/politica/noticia/2023/01/01/lula-d-posse-a-ministros-veja-a-lista.ghtml,not_normalized_in_prior_ledger,2023-01-01,,not_individually_retrieved_by_inventory_projection,
LEG-a79dfb4e75e8,Inauguration-day roster explicitly identifies PCdoB.,https://valor.globo.com/politica/noticia/2023/01/01/lula-d-posse-a-ministros-veja-a-lista.ghtml,not_normalized_in_prior_ledger,2023-01-01,,not_individually_retrieved_by_inventory_projection,
LEG-3d0e51476ed5,Inauguration-day roster explicitly identifies PDT.,https://valor.globo.com/politica/noticia/2023/01/01/lula-d-posse-a-ministros-veja-a-lista.ghtml,not_normalized_in_prior_ledger,2023-01-01,,not_individually_retrieved_by_inventory_projection,
LEG-f9f4e4420917,Inauguration-day roster explicitly identifies PDT.,https://valor.globo.com/politica/noticia/2023/01/01/lula-d-posse-a-ministros-veja-a-lista.ghtml,not_normalized_in_prior_ledger,2023-01-01,,not_individually_retrieved_by_inventory_projection,
LEG-a4d9f014f208,Inauguration-day roster explicitly identifies PSB.,https://valor.globo.com/politica/noticia/2023/01/01/lula-d-posse-a-ministros-veja-a-lista.ghtml,not_normalized_in_prior_ledger,2023-01-01,,not_individually_retrieved_by_inventory_projection,
LEG-d183433abf9b,Inauguration-day roster explicitly identifies PSB.,https://valor.globo.com/politica/noticia/2023/01/01/lula-d-posse-a-ministros-veja-a-lista.ghtml,not_normalized_in_prior_ledger,2023-01-01,,not_individually_retrieved_by_inventory_projection,
LEG-de8718bf31f7,Inauguration-day roster explicitly identifies PSB.,https://valor.globo.com/politica/noticia/2023/01/01/lula-d-posse-a-ministros-veja-a-lista.ghtml,not_normalized_in_prior_ledger,2023-01-01,,not_individually_retrieved_by_inventory_projection,
LEG-83c787ba4f24,Inauguration-day roster explicitly identifies PSD.,https://valor.globo.com/politica/noticia/2023/01/01/lula-d-posse-a-ministros-veja-a-lista.ghtml,not_normalized_in_prior_ledger,2023-01-01,,not_individually_retrieved_by_inventory_projection,
LEG-90750f1c9b17,Inauguration-day roster explicitly identifies PSD.,https://valor.globo.com/politica/noticia/2023/01/01/lula-d-posse-a-ministros-veja-a-lista.ghtml,not_normalized_in_prior_ledger,2023-01-01,,not_individually_retrieved_by_inventory_projection,
LEG-edf408f36c08,Inauguration-day roster explicitly identifies PSD.,https://valor.globo.com/politica/noticia/2023/01/01/lula-d-posse-a-ministros-veja-a-lista.ghtml,not_normalized_in_prior_ledger,2023-01-01,,not_individually_retrieved_by_inventory_projection,
LEG-84371a57fbec,Inauguration-day roster explicitly identifies PSOL.,https://valor.globo.com/politica/noticia/2023/01/01/lula-d-posse-a-ministros-veja-a-lista.ghtml,not_normalized_in_prior_ledger,2023-01-01,,not_individually_retrieved_by_inventory_projection,
LEG-0806dae15b5e,Inauguration-day roster explicitly identifies PT.,https://valor.globo.com/politica/noticia/2023/01/01/lula-d-posse-a-ministros-veja-a-lista.ghtml,not_normalized_in_prior_ledger,2023-01-01,,not_individually_retrieved_by_inventory_projection,
LEG-0a3ec5a276d9,Inauguration-day roster explicitly identifies PT.,https://valor.globo.com/politica/noticia/2023/01/01/lula-d-posse-a-ministros-veja-a-lista.ghtml,not_normalized_in_prior_ledger,2023-01-01,,not_individually_retrieved_by_inventory_projection,
LEG-36e8fd8df999,Inauguration-day roster explicitly identifies PT.,https://valor.globo.com/politica/noticia/2023/01/01/lula-d-posse-a-ministros-veja-a-lista.ghtml,not_normalized_in_prior_ledger,2023-01-01,,not_individually_retrieved_by_inventory_projection,
LEG-3b78d99c4156,Inauguration-day roster explicitly identifies PT.,https://valor.globo.com/politica/noticia/2023/01/01/lula-d-posse-a-ministros-veja-a-lista.ghtml,not_normalized_in_prior_ledger,2023-01-01,,not_individually_retrieved_by_inventory_projection,
LEG-6861963d73aa,Inauguration-day roster explicitly identifies PT.,https://valor.globo.com/politica/noticia/2023/01/01/lula-d-posse-a-ministros-veja-a-lista.ghtml,not_normalized_in_prior_ledger,2023-01-01,,not_individually_retrieved_by_inventory_projection,
LEG-6a7f76111362,Inauguration-day roster explicitly identifies PT.,https://valor.globo.com/politica/noticia/2023/01/01/lula-d-posse-a-ministros-veja-a-lista.ghtml,not_normalized_in_prior_ledger,2023-01-01,,not_individually_retrieved_by_inventory_projection,
LEG-880bd4a97d76,Inauguration-day roster explicitly identifies PT.,https://valor.globo.com/politica/noticia/2023/01/01/lula-d-posse-a-ministros-veja-a-lista.ghtml,not_normalized_in_prior_ledger,2023-01-01,,not_individually_retrieved_by_inventory_projection,
LEG-8c2a099615fd,Inauguration-day roster explicitly identifies PT.,https://valor.globo.com/politica/noticia/2023/01/01/lula-d-posse-a-ministros-veja-a-lista.ghtml,not_normalized_in_prior_ledger,2023-01-01,,not_individually_retrieved_by_inventory_projection,
LEG-e020f6e27e56,Inauguration-day roster explicitly identifies PT.,https://valor.globo.com/politica/noticia/2023/01/01/lula-d-posse-a-ministros-veja-a-lista.ghtml,not_normalized_in_prior_ledger,2023-01-01,,not_individually_retrieved_by_inventory_projection,
LEG-1d889ee6861c,Inauguration-day roster explicitly identifies REDE.,https://valor.globo.com/politica/noticia/2023/01/01/lula-d-posse-a-ministros-veja-a-lista.ghtml,not_normalized_in_prior_ledger,2023-01-01,,not_individually_retrieved_by_inventory_projection,
LEG-b5c3c93f0a0d,Inauguration-day roster explicitly identifies UNIÃO.,https://valor.globo.com/politica/noticia/2023/01/01/lula-d-posse-a-ministros-veja-a-lista.ghtml,not_normalized_in_prior_ledger,2023-01-01,,not_individually_retrieved_by_inventory_projection,
LEG-caa1bb9ce390,Inauguration-day roster explicitly identifies UNIÃO.,https://valor.globo.com/politica/noticia/2023/01/01/lula-d-posse-a-ministros-veja-a-lista.ghtml,not_normalized_in_prior_ledger,2023-01-01,,not_individually_retrieved_by_inventory_projection,
LEG-08b47ecd20aa,Incoming-cabinet roster includes Cida Gonçalves in the PT list.,https://www.diariodepernambuco.com.br/noticia/politica/2022/12/governo-lula-tera-representacao-de-nove-legendas-e-11-ministros-sem-pa.html,not_normalized_in_prior_ledger,2022-12-29,,not_individually_retrieved_by_inventory_projection,
LEG-6121a2ab7c3d,Incoming-cabinet roster places this appointment among explicitly unaffiliated ministers.,https://www.diariodepernambuco.com.br/noticia/politica/2022/12/governo-lula-tera-representacao-de-nove-legendas-e-11-ministros-sem-pa.html,not_normalized_in_prior_ledger,2022-12-29,,not_individually_retrieved_by_inventory_projection,
LEG-acfd621740b2,Incoming-cabinet roster places this appointment among explicitly unaffiliated ministers.,https://www.diariodepernambuco.com.br/noticia/politica/2022/12/governo-lula-tera-representacao-de-nove-legendas-e-11-ministros-sem-pa.html,not_normalized_in_prior_ledger,2022-12-29,,not_individually_retrieved_by_inventory_projection,
LEG-509151491adc,Later Republicanos entry and July2018 no-party roster are insufficient alone to prove no-party at February2018 appointment. No first-ever-membership declaration located.,https://www.poder360.com.br/poder-flash/ex-presidente-da-petrobras-se-filia-ao-republicanos/ | https://noticias.uol.com.br/politica/ultimas-noticias/2018/07/11/a-menos-de-seis-meses-de-fim-do-governo-temer-tem-58-ministro.htm,not_normalized_in_prior_ledger,2023-06-10 / 2018-07-11,,not_individually_retrieved_by_inventory_projection,Diagnostic only: unresolved party is not an unaffiliated classification; do not use in production.
LEG-0a433c253eb3,"Later explicit nonparty reporting exists, but does not establish affiliation on the original May31,2017 start retained in this diagnostic.",https://noticias.uol.com.br/politica/ultimas-noticias/2018/07/11/a-menos-de-seis-meses-de-fim-do-governo-temer-tem-58-ministro.htm,not_normalized_in_prior_ledger,2018-07-11,,not_individually_retrieved_by_inventory_projection,Same carried appointment as Temer; appointment-time status remains unresolved.
LEG-6b43a38603cc,"Later report says not a PT member, which does not establish absence of all party affiliation at March2016 appointment. Career as prosecutor is not itself proof.","https://www.correiobraziliense.com.br/app/noticia/cidades/2017/11/30/interna_cidadesdf,644432/com-correntes-rachadas-pt-ainda-nao-tem-nome-para-o-buriti-em-2018.shtml",not_normalized_in_prior_ledger,2017-11-30,,not_individually_retrieved_by_inventory_projection,Diagnostic only: unresolved party is not an unaffiliated classification; do not use in production.
LEG-1b538294c425,"Later roster says no party; appointment reporting describes PR nomination. Nomination is not formal affiliation, and July status alone is not April start evidence.",https://noticias.uol.com.br/politica/ultimas-noticias/2018/07/11/a-menos-de-seis-meses-de-fim-do-governo-temer-tem-58-ministro.htm,not_normalized_in_prior_ledger,2018-07-11,,not_individually_retrieved_by_inventory_projection,Diagnostic only: unresolved party is not an unaffiliated classification; do not use in production.
LEG-083b3c9ae8ee,"Luisa Maier Flores, Quadro 2, independently codes the named 2019 appointment without a party; table source is government Acesso à Informação and following paragraph defines nonparty appointments.",https://bdm.unb.br/bitstream/10483/28970/1/2020_LuisaMaierFlores_tcc.pdf,not_normalized_in_prior_ledger,2020,,not_individually_retrieved_by_inventory_projection,"Medium-confidence retrospective appointment-specific biographical table. Its aggregate paragraph repeats an erroneous Patriota cabinet attribution elsewhere; used only for this named appointment, with this source-quality limitation explicit."
LEG-6a03da16e908,"Luisa Maier Flores, Quadro 2, independently codes the named 2019 appointment without a party; table source is government Acesso à Informação and following paragraph defines nonparty appointments.",https://bdm.unb.br/bitstream/10483/28970/1/2020_LuisaMaierFlores_tcc.pdf,not_normalized_in_prior_ledger,2020,,not_individually_retrieved_by_inventory_projection,"Medium-confidence retrospective appointment-specific biographical table. Its aggregate paragraph repeats an erroneous Patriota cabinet attribution elsewhere; used only for this named appointment, with this source-quality limitation explicit."
