person_id,person_name,merged_service_start,merged_service_end,search_terms,search_scope,search_date,evidence_ids,result,coverage_limit
person-ccda4e28f3dd,Marcelo Álvaro Antônio,2019-01-01,2020-12-09,Marcelo Álvaro Antonio | Marcelo Álvaro Antônio; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,ATLAS-659;LEG-3711a94038ea,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-1a9f69c72058,Floriano Peixoto Vieira Neto,2019-02-18,2019-06-21,Floriano Peixoto | Floriano Peixoto Vieira Neto; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,ATLAS-665;C043;LEG-6f1e3b239fc3,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-882405f44f66,Roberto Campos Neto,2019-02-28,2021-02-25,Roberto Campos Neto; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,BOL-E10;OFF-019;OFF-020;OFF-021;OFF-022,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-b8dfe242ff4d,Marcos Montes,2022-03-31,2023-01-01,Marcos Montes | Marcos Montes Cordeiro; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,BOL-E17;BOL-E21;LEG-342db9e7f38f,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-9cdf4e7199c3,Cristiane Britto,2022-03-31,2023-01-01,Cristiane Britto | Cristiane Rodrigues Britto; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,BOL-E18;BOL-E22;LEG-8c8c4650eaeb,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-622e9e6e1cc2,Sidônio Palmeira,2025-01-14,2026-03-20,Sidônio Palmeira; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,BOL-L01,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-34a8cf0e1dd6,Valter Casimiro Silveira,2018-04-02,2019-01-01,Valter Casimiro Silveira; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,C001;NEW-CASIMIRO;R13,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-a8fa920e4c2c,Marcos Antonio Amaro dos Santos,2023-05-04,2026-03-20,Marcos Antonio Amaro dos Santos; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,C002;NEW-AMARO,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-940be97e3133,Sônia Faustino Mendes,2025-04-09,2025-04-24,Sônia Faustino Mendes; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,C003,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-5ade68870caa,Manoel Carlos de Almeida Neto,2026-01-09,2026-01-15,Manoel Carlos de Almeida Neto; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,C004,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-74c3b4df9e1a,Maria Fernanda Ramos Coelho,2016-04-14,2016-04-19,Maria Fernanda Ramos Coelho; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,C005,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-1eca0d922c8e,Fernando Bezerra Coelho Filho,2016-05-12,2018-04-06,Fernando Bezerra Coelho Filho; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,C006;C007;NEW-COELHO,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-7c277f7f61b2,João Batista de Andrade,2017-05-22,2017-07-25,João Batista de Andrade | João Batista de Andrade (interino); partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,C008;LEG-7139e1851d7d,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-af97e0cae87f,Ciro Nogueira,2021-07-28,2022-12-30,Ciro Nogueira; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,C010;LEG-d1a5739ab53a,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-5197b843a7c6,Bruno Bianco Leal,2021-08-06,2023-01-01,Bruno Bianco Leal; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,C014,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-6e58f0606af5,Wagner Rosário,2017-05-31,2023-01-01,Wagner Rosário; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,C015;LEG-0a433c253eb3;LEG-300fa8e71e1b,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-ffd279a48828,Josélio de Andrade Moura,2016-04-14,2016-05-12,Josélio de Andrade Moura; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,C016,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-e3b49350bd7a,Emília Maria Silva Ribeiro Curi,2016-04-14,2016-05-12,Emília Maria Silva Ribeiro Curi; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,C017,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-df16b033f6c7,Vitor Pinto Chaves,2015-09-14,2015-10-05,Vitor Pinto Chaves; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,C018;C024,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-9cf6aaca0bc9,Alberto Alves,2016-03-28,2018-04-10,Alberto Alves | Alberto Alves (interino); partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,C019;C053,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-86d3dadcfd0f,José Levi Mello,2017-02-22,2021-03-30,José Levi Mello; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,C020;C026;C049,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-d1c3d895582d,Aldo Rebelo,2015-01-01,2016-05-12,Aldo Rebelo; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,C024;C032;LEG-9551d742d972;LEG-bada6905fc7f,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-b178a128a47e,Arthur Chioro,2015-01-01,2015-10-05,Arthur Chioro; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,C024;LEG-03d0c552eee1,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-1524cb7ccc12,José Elito Carvalho Siqueira,2015-01-01,2015-10-05,José Elito Carvalho Siqueira; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,C024;LEG-3274ba9a4075,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-aafdc596ffb6,Renato Janine Ribeiro,2015-04-06,2015-10-05,Renato Janine Ribeiro; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,C024;LEG-5819c21b71da,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-bab2d25de60e,Edson Coelho Araújo,2015-01-01,2015-10-05,Edinho Araújo | Edson Coelho Araújo; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,C024;LEG-7313721f7d0a,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-a4e239dfc327,Pepe Vargas,2015-01-01,2015-10-05,Pepe Vargas; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,C024;LEG-7fd64bd02e06;LEG-b81907f65c5f,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-3978546739e7,Manoel Dias,2015-01-01,2015-10-05,Manoel Dias; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,C024;LEG-8912d93c02b7,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-ab2d74d8fcaf,Eleonora Menicucci,2015-01-01,2015-10-05,Eleonora Menicucci; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,C024;LEG-92ed8875155b,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-ae882a0b01e7,Guilherme Afif Domingos,2015-01-01,2015-10-05,Guilherme Afif Domingos; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,C024;LEG-ea956fb419a3,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-82c36630e42f,Antonio Paulo Vogel,2020-06-20,2020-07-16,Antonio Paulo Vogel; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,C025,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-48a2cca11210,Marco Aurélio de Queiroz Campos,2017-11-13,2017-11-22,Marco Aurélio de Queiroz Campos; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,C026,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-c855c86b4f06,Joaquim Oliveira,2018-04-10,2018-05-28,Joaquim Oliveira; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,C026,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-03c9d5b23d79,Pedro Cesar Sousa,2020-12-31,2021-02-12,Pedro Cesar Sousa; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,C026,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-37f571ff3c86,Marcos Galvão,2017-02-22,2017-03-07,Marcos Galvão; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,C027,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-884dd07ee0fc,Eva Chiavon,2016-03-16,2016-05-12,Eva Chiavon | Eva Chiavon (interina); partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,C031;C055;LEG-f7165c075478,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-e1c3de3fc615,Carlos Higino Ribeiro de Alencar,2015-12-21,2016-06-02,Carlos Higino Ribeiro de Alencar; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,C033;LEG-10ae0d5a66c3;LEG-f1564ca79a01,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-958d8b84b828,Carlos Marun,2017-12-15,2018-12-31,Carlos Marun; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,C034;OFF-003;OFF-012;OFF-013,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-6f575955e5ae,Eduardo Pazuello,2020-05-15,2021-03-23,Eduardo Pazuello; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,C042;LEG-80228da93ab9,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-5d5c6255c599,Henrique Eduardo Alves,2015-04-16,2016-06-17,Henrique Eduardo Alves; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,C045;LEG-0ac27f4dceb2;LEG-7f1bb5c8a3de,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-f8bcbd6bbf95,Marcelo Calero,2016-05-24,2016-11-22,Marcelo Calero; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,C047;LEG-689fffcf6dc3,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-37d1541c30a3,Ernesto Araújo,2019-01-01,2021-03-30,Ernesto Araújo; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,C049;LEG-4e7ce6988315,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-701837a286fb,Fernando Azevedo e Silva,2019-01-01,2021-03-30,Fernando Azevedo e Silva; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,C049;LEG-7cd94731dd90,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-8c343d996b0d,Dyogo Oliveira,2016-05-23,2018-04-06,Dyogo Oliveira; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,C052;LEG-e96dc186b8a7,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-c5b20dc3c4ca,Frederico Siqueira,2025-04-24,2026-03-20,Frederico Siqueira; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-01028140cce5,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-467237911319,Jorge Messias,2023-01-01,2026-03-20,Jorge Messias; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-026719312f03,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-d75dc2747d17,Célio Faria Júnior,2022-03-31,2023-01-01,Célio Faria Júnior; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-0561fae55600,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-6384d7c259dc,Carlos Decotelli,2020-06-25,2020-06-30,Carlos Decotelli; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-06b899630a6b,no_change_in_searched_material; continuity applied only after supported observation,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-bff2f0982308,Camilo Santana,2023-01-01,2026-03-20,Camilo Santana; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-0806dae15b5e,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-322643379e9d,Carlos Alberto dos Santos Cruz,2019-01-01,2019-06-13,Carlos Alberto dos Santos Cruz; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-083b3c9ae8ee,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-679284c8b6a4,Cida Gonçalves,2023-01-01,2025-05-05,Cida Gonçalves; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-08b47ecd20aa,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-77a67c261215,Márcio Macêdo,2023-01-01,2025-10-29,Márcio Macedo | Márcio Macêdo; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-0a3ec5a276d9,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-95ad6fa20856,Osmar Terra,2016-05-12,2020-02-14,Osmar Terra; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-0b81a0214570;LEG-839c037f9735,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-b3c07bf64b96,Gustavo Bebianno,2019-01-01,2019-02-18,Gustavo Bebbiano | Gustavo Bebianno; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-0d5fe63fcadb,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-81ec7a04357e,Sarney Filho,2016-05-12,2018-04-06,Sarney Filho; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-0e05a77ccc65,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-6e11e60e71b7,Maurício Quintella Lessa,2016-05-12,2018-04-02,Maurício Quintella Lessa; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-149db8d513f8,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-a0d1dbbd1239,Marcelo Neri,2015-01-01,2015-02-05,Marcelo Neri; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-165ae748c303,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-2471c2d4df75,André Fufuca,2023-09-13,2026-03-20,André Fufuca | André Luiz de Carvalho Ribeiro (André Fufuca); partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-1c9c47573abc,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-95a7db1ddc55,Marina Silva,2023-01-01,2026-03-20,Marina Silva; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-1d889ee6861c,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-cdad5b4f84e4,Gleisi Hoffmann,2025-03-10,2026-03-20,Gleisi Hoffmann; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-21b9236f7995,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-30bed103385a,Torquato Jardim,2016-06-02,2019-01-01,Torquato Jardim; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-220a8c056a08;LEG-fc6bc5c9fcd6,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-f4df829d9e6a,Nelson Teich,2020-04-17,2020-05-15,Nelson Teich; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-23516089df3e,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
person-27563f8cf17b,Bruno Araújo,2016-05-12,2017-11-13,Bruno Araújo; partido; filiação; desfiliação; troca; expulsão,all pinned Atlas person-party rows; all prior observations across portfolios; targeted affiliation discrepancy/evidence ledgers; explicit research corrections when present,2026-09-10,LEG-24485aa54403,primary_adjudication_with_source_specific_evidence_and_retained_alternatives,Local targeted contradiction screen; not a claim of exhaustive external web or registry search; unknown retained where no observation exists
