appointment_id,source_record_id,government_id,ministry,ministry_raw,ministry_status_type,person,person_raw,party,party_at_date,party_codes,party_candidates,party_resolution_method,appointment_type,role_classification,start,end,actual_start,actual_end,source_actual_end,spell_evidence_url,spell_evidence_publication_date,confidence,needs_review,coalition_period_ids,source_url,source_section,notes,source_snippet
dilma_rousseff:1:11,dilma_rousseff:1:11,dilma_2,Presidente do Banco Central do Brasil,Presidente do Banco Central do Brasil,orgao_status_ministerial,Alexandre Tombini,Alexandre Tombini,—,,,,no_party_code,permanent,minister,2015-01-01,2016-05-11,2015-01-01,,,,,high,False,,https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Dilma_Rousseff#Gabinete_de_ministros_do_segundo_mandato,Gabinete de ministros do segundo mandato,,Presidente do Banco Central do Brasil | Alexandre Tombini | — | 1º de janeiro de 2015 | —
dilma_rousseff:1:12,dilma_rousseff:1:12,dilma_2,Casa Civil,Casa Civil,orgao_status_ministerial,Aloizio Mercadante,Aloizio Mercadante,PT,PT,PT,PT,single_raw_party,permanent,minister,2015-01-01,2015-10-02,2015-01-01,2015-10-02,2015-10-02,,,high,False,2015.1,https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Dilma_Rousseff#Gabinete_de_ministros_do_segundo_mandato,Gabinete de ministros do segundo mandato,,Casa Civil | Aloizio Mercadante | PT | 1º de janeiro de 2015 | 2 de outubro de 2015
dilma_rousseff:1:16,dilma_rousseff:1:16,dilma_2,"Ministério da Ciência, Tecnologia e Inovação","Ministério da Ciência, Tecnologia e Inovação",ministerio,Aldo Rebelo,Aldo Rebelo,PCdoB,PCdoB,PCdoB,PCdoB,single_raw_party,permanent,minister,2015-01-01,2015-10-02,2015-01-01,2015-10-02,2015-10-02,,,high,False,2015.1,https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Dilma_Rousseff#Gabinete_de_ministros_do_segundo_mandato,Gabinete de ministros do segundo mandato,,"Ministério da Ciência, Tecnologia e Inovação | Aldo Rebelo | PCdoB | 1º de janeiro de 2015 | 2 de outubro de 2015"
dilma_rousseff:1:23,dilma_rousseff:1:23,dilma_2,Ministério das Comunicações,Ministério das Comunicações,ministerio,Ricardo Berzoini,Ricardo Berzoini,PT,PT,PT,PT,single_raw_party,permanent,minister,2015-01-01,2015-10-02,2015-01-01,2015-10-02,2015-10-02,,,high,False,2015.1,https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Dilma_Rousseff#Gabinete_de_ministros_do_segundo_mandato,Gabinete de ministros do segundo mandato,,Ministério das Comunicações | Ricardo Berzoini | PT | 1º de janeiro de 2015 | 2 de outubro de 2015
dilma_rousseff:1:29,dilma_rousseff:1:29,dilma_2,Ministério da Defesa,Ministério da Defesa,ministerio,Jaques Wagner,Jaques Wagner,PT,PT,PT,PT,single_raw_party,permanent,minister,2015-01-01,2015-10-02,2015-01-01,2015-10-02,2015-10-02,,,high,False,2015.1,https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Dilma_Rousseff#Gabinete_de_ministros_do_segundo_mandato,Gabinete de ministros do segundo mandato,,Ministério da Defesa | Jaques Wagner | PT | 1º de janeiro de 2015 | 2 de outubro de 2015
dilma_rousseff:1:47,dilma_rousseff:1:47,dilma_2,Gabinete de Segurança Institucional,Gabinete de Segurança Institucional,orgao_status_ministerial,José Elito Carvalho Siqueira,José Elito Carvalho Siqueira,—,,,,no_party_code,permanent,minister,2015-01-01,2015-10-02,2015-01-01,2015-10-02,2015-10-02,,,high,False,,https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Dilma_Rousseff#Gabinete_de_ministros_do_segundo_mandato,Gabinete de ministros do segundo mandato,,Gabinete de Segurança Institucional | José Elito Carvalho Siqueira | — | 1º de janeiro de 2015 | 2 de outubro de 2015 (secretaria incorporada a Secretaria de Governo do Brasil)
dilma_rousseff:1:48,dilma_rousseff:1:48,dilma_2,Secretaria de Políticas de Promoção da Igualdade Racial,Secretaria de Políticas de Promoção da Igualdade Racial,orgao_status_ministerial,Nilma Lino Gomes,Nilma Lino Gomes,—,,,,no_party_code,permanent,minister,2015-01-01,2015-10-02,2015-01-01,2015-10-02,2015-10-02,,,high,False,,https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Dilma_Rousseff#Gabinete_de_ministros_do_segundo_mandato,Gabinete de ministros do segundo mandato,,"Secretaria de Políticas de Promoção da Igualdade Racial | Nilma Lino Gomes | — | 1º de janeiro de 2015 | 2 de outubro de 2015 (secretaria incorporada ao Ministério da Mulher, da Família e dos Direitos Humanos)"
dilma_rousseff:1:55,dilma_rousseff:1:55,dilma_2,Secretaria da Micro e Pequena Empresa,Secretaria da Micro e Pequena Empresa,orgao_status_ministerial,Guilherme Afif Domingos,Guilherme Afif Domingos,PSD,PSD,PSD,PSD,single_raw_party,permanent,minister,2015-01-01,2015-10-02,2015-01-01,2015-10-02,2015-10-02,,,high,False,2015.1,https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Dilma_Rousseff#Gabinete_de_ministros_do_segundo_mandato,Gabinete de ministros do segundo mandato,,Secretaria da Micro e Pequena Empresa | Guilherme Afif Domingos | PSD | 1º de janeiro de 2015 | 2 de outubro de 2015 (secretaria incorporada a Secretaria de Governo do Brasil)
dilma_rousseff:1:58,dilma_rousseff:1:58,dilma_2,Ministério da Pesca e Aquicultura,Ministério da Pesca e Aquicultura,ministerio,Helder Barbalho,Helder Barbalho,MDB,MDB,MDB,MDB,single_raw_party,permanent,minister,2015-01-01,2015-10-02,2015-01-01,2015-10-02,2015-10-02,,,high,False,2015.1,https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Dilma_Rousseff#Gabinete_de_ministros_do_segundo_mandato,Gabinete de ministros do segundo mandato,,"Ministério da Pesca e Aquicultura | Helder Barbalho | MDB | 1º de janeiro de 2015 | 2 de outubro de 2015 (ministério incorporada ao Ministério da Agricultura, Pecuária e Abastecimento)"
dilma_rousseff:1:61,dilma_rousseff:1:61,dilma_2,Secretaria de Políticas para as Mulheres,Secretaria de Políticas para as Mulheres,orgao_status_ministerial,Eleonora Menicucci,Eleonora Menicucci,PT,PT,PT,PT,single_raw_party,permanent,minister,2015-01-01,2015-10-02,2015-01-01,2015-10-02,2015-10-02,,,high,False,2015.1,https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Dilma_Rousseff#Gabinete_de_ministros_do_segundo_mandato,Gabinete de ministros do segundo mandato,,"Secretaria de Políticas para as Mulheres | Eleonora Menicucci | PT | 1º de janeiro de 2015 | 2 de outubro de 2015 (secretaria incorporada ao Ministério da Mulher, da Família e dos Direitos Humanos)"
dilma_rousseff:1:62,dilma_rousseff:1:62,dilma_2,Secretaria Nacional dos Portos,Secretaria Nacional dos Portos,orgao_status_ministerial,Edson Coelho Araújo,Edson Coelho Araújo,MDB,MDB,MDB,MDB,single_raw_party,permanent,minister,2015-01-01,2015-10-02,2015-01-01,2015-10-02,2015-10-02,,,high,False,2015.1,https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Dilma_Rousseff#Gabinete_de_ministros_do_segundo_mandato,Gabinete de ministros do segundo mandato,,Secretaria Nacional dos Portos | Edson Coelho Araújo | MDB | 1º de janeiro de 2015 | 2 de outubro de 2015
dilma_rousseff:1:65,dilma_rousseff:1:65,dilma_2,Ministério da Previdência Social,Ministério da Previdência Social,ministerio,Carlos Eduardo Gabas,Carlos Eduardo Gabas,PT,PT,PT,PT,single_raw_party,permanent,minister,2015-01-01,2015-10-02,2015-01-01,2015-10-02,2015-10-02,,,high,False,2015.1,https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Dilma_Rousseff#Gabinete_de_ministros_do_segundo_mandato,Gabinete de ministros do segundo mandato,,Ministério da Previdência Social | Carlos Eduardo Gabas | PT | 1º de janeiro de 2015 | 2 de outubro de 2015 (ministério incorporada ao Ministério do Trabalho e Previdência Social)
dilma_rousseff:1:70,dilma_rousseff:1:70,dilma_2,Secretaria-Geral da Presidência,Secretaria-Geral da Presidência,orgao_status_ministerial,Miguel Rossetto,Miguel Rossetto,PT,PT,PT,PT,single_raw_party,permanent,minister,2015-01-01,2015-10-02,2015-01-01,2015-10-02,2015-10-02,,,high,False,2015.1,https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Dilma_Rousseff#Gabinete_de_ministros_do_segundo_mandato,Gabinete de ministros do segundo mandato,,Secretaria-Geral da Presidência | Miguel Rossetto | PT | 1º de janeiro de 2015 | 2 de outubro de 2015 (secretaria transformada em Secretaria de Governo do Brasil)
dilma_rousseff:1:72,dilma_rousseff:1:72,dilma_2,Ministério do Trabalho e Emprego,Ministério do Trabalho e Emprego,ministerio,Manoel Dias,Manoel Dias,PDT,PDT,PDT,PDT,single_raw_party,permanent,minister,2015-01-01,2015-10-02,2015-01-01,2015-10-02,2015-10-02,,,high,False,2015.1,https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Dilma_Rousseff#Gabinete_de_ministros_do_segundo_mandato,Gabinete de ministros do segundo mandato,,Ministério do Trabalho e Emprego | Manoel Dias | PDT | 1º de janeiro de 2015 | 2 de outubro de 2015 (ministério transformado em Ministério do Trabalho e Previdência Social)
dilma_rousseff:1:37,dilma_rousseff:1:37,dilma_2,Secretaria de Direitos Humanos,Secretaria de Direitos Humanos,orgao_status_ministerial,Pepe Vargas,Pepe Vargas,PT,PT,PT,PT,single_raw_party,permanent,minister,2015-04-16,2015-10-02,2015-04-16,2015-10-02,2015-10-02,,,high,False,2015.1,https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Dilma_Rousseff#Gabinete_de_ministros_do_segundo_mandato,Gabinete de ministros do segundo mandato,,"Secretaria de Direitos Humanos | Pepe Vargas | PT | 16 de abril de 2015 | 2 de outubro de 2015 (secretaria transformada em Ministério da Mulher, da Família e dos Direitos Humanos)"
dilma_rousseff:1:6,dilma_rousseff:1:6,dilma_2,Secretaria de Assuntos Estratégicos,Secretaria de Assuntos Estratégicos,orgao_status_ministerial,Vitor Pinto Chaves,Vitor Pinto Chaves,—,,,,no_party_code,permanent,minister,2015-09-14,2015-10-02,2015-09-14,2015-10-02,2015-10-02,,,high,False,,https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Dilma_Rousseff#Gabinete_de_ministros_do_segundo_mandato,Gabinete de ministros do segundo mandato,,Secretaria de Assuntos Estratégicos | Vitor Pinto Chaves | — | 14 de setembro de 2015 | 2 de outubro de 2015 (secretaria extinta)
dilma_rousseff:1:7,dilma_rousseff:1:7,dilma_2,Secretaria de Aviação Civil,Secretaria de Aviação Civil,orgao_status_ministerial,Eliseu Padilha,Eliseu Padilha,MDB,MDB,MDB,MDB,single_raw_party,permanent,minister,2015-01-01,2015-12-04,2015-01-01,2015-12-04,2015-12-04,,,high,False,2015.1,https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Dilma_Rousseff#Gabinete_de_ministros_do_segundo_mandato,Gabinete de ministros do segundo mandato,,Secretaria de Aviação Civil | Eliseu Padilha | MDB | 1º de janeiro de 2015 | 4 de dezembro de 2015 (renunciou ao cargo)
dilma_rousseff:1:45,dilma_rousseff:1:45,dilma_2,Ministério da Fazenda,Ministério da Fazenda,ministerio,Joaquim Levy,Joaquim Levy,—,,,,no_party_code,permanent,minister,2015-01-01,2015-12-18,2015-01-01,2015-12-18,2015-12-18,,,high,False,,https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Dilma_Rousseff#Gabinete_de_ministros_do_segundo_mandato,Gabinete de ministros do segundo mandato,,Ministério da Fazenda | Joaquim Levy | — | 1º de janeiro de 2015 | 18 de dezembro de 2015
dilma_rousseff:1:59,dilma_rousseff:1:59,dilma_2,"Ministério do Planejamento, Orçamento e Gestão","Ministério do Planejamento, Orçamento e Gestão",ministerio,Nelson Barbosa,Nelson Barbosa,—,,,,no_party_code,permanent,minister,2015-01-01,2015-12-18,2015-01-01,2015-12-18,2015-12-18,,,high,False,,https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Dilma_Rousseff#Gabinete_de_ministros_do_segundo_mandato,Gabinete de ministros do segundo mandato,,"Ministério do Planejamento, Orçamento e Gestão | Nelson Barbosa | — | 1º de janeiro de 2015 | 18 de dezembro de 2015"
dilma_rousseff:1:25,dilma_rousseff:1:25,dilma_2,Controladoria-Geral da União,Controladoria-Geral da União,orgao_status_ministerial,Valdir Moysés Simão,Valdir Moysés Simão,—,,,,no_party_code,permanent,minister,2015-01-01,2015-12-21,2015-01-01,2015-12-21,2015-12-21,,,high,False,,https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Dilma_Rousseff#Gabinete_de_ministros_do_segundo_mandato,Gabinete de ministros do segundo mandato,,Controladoria-Geral da União | Valdir Moysés Simão | — | 1º de janeiro de 2015 | 21 de dezembro de 2015
dilma_rousseff:1:26,dilma_rousseff:1:26,dilma_2,Controladoria-Geral da União,Controladoria-Geral da União,orgao_status_ministerial,Carlos Higino Ribeiro de Alencar,Carlos Higino Ribeiro de Alencar,—,,,,no_party_code,interim,interino,2015-12-21,2016-02-29,2015-12-21,2016-02-29,2016-02-29,,,medium,False,,https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Dilma_Rousseff#Gabinete_de_ministros_do_segundo_mandato,Gabinete de ministros do segundo mandato,,Controladoria-Geral da União | Carlos Higino Ribeiro de Alencar | — | 21 de dezembro de 2015 (interino) | 29 de fevereiro de 2016
dilma_rousseff:1:1,dilma_rousseff:1:1,dilma_2,Advocacia-Geral da União,Advocacia-Geral da União,orgao_status_ministerial,Luís Inácio Adams,Luís Inácio Adams,—,,,,no_party_code,permanent,minister,2015-01-01,2016-03-03,2015-01-01,2016-03-03,2016-03-03,,,high,False,,https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Dilma_Rousseff#Gabinete_de_ministros_do_segundo_mandato,Gabinete de ministros do segundo mandato,,Advocacia-Geral da União | Luís Inácio Adams | — | 1º de janeiro de 2015 | 3 de março de 2016
dilma_rousseff:1:51,dilma_rousseff:1:51,dilma_2,Ministério da Justiça,Ministério da Justiça,ministerio,José Eduardo Cardozo,José Eduardo Cardozo,PT,PT,PT,PT,single_raw_party,permanent,minister,2015-01-01,2016-03-03,2015-01-01,2016-03-03,2016-03-03,,,high,False,2015.1,https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Dilma_Rousseff#Gabinete_de_ministros_do_segundo_mandato,Gabinete de ministros do segundo mandato,,Ministério da Justiça | José Eduardo Cardozo | PT | 1º de janeiro de 2015 | 3 de março de 2016
dilma_rousseff:1:13,dilma_rousseff:1:13,dilma_2,Casa Civil,Casa Civil,orgao_status_ministerial,Jaques Wagner,Jaques Wagner,PT,PT,PT,PT,single_raw_party,permanent,minister,2015-10-02,2016-03-16,2015-10-02,2016-03-16,2016-03-16,,,high,False,2015.1,https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Dilma_Rousseff#Gabinete_de_ministros_do_segundo_mandato,Gabinete de ministros do segundo mandato,,Casa Civil | Jaques Wagner | PT | 2 de outubro de 2015 | 16 de março de 2016
dilma_rousseff:1:8,dilma_rousseff:1:8,dilma_2,Secretaria de Aviação Civil,Secretaria de Aviação Civil,orgao_status_ministerial,Guilherme Walder Mora Ramalho,Guilherme Walder Mora Ramalho,—,,,,no_party_code,interim,interino,2015-12-07,2016-03-17,2015-12-07,2016-03-17,2016-03-17,,,medium,False,,https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Dilma_Rousseff#Gabinete_de_ministros_do_segundo_mandato,Gabinete de ministros do segundo mandato,,Secretaria de Aviação Civil | Guilherme Walder Mora Ramalho | — | 7 de dezembro de 2015 (interino) | 17 de março de 2016
dilma_rousseff:1:43,dilma_rousseff:1:43,dilma_2,Ministério do Esporte,Ministério do Esporte,ministerio,George Hilton,George Hilton,REPU,Republicanos,Republicanos,Republicanos,single_raw_party,permanent,minister,2015-01-01,2016-03-23,2015-01-01,2016-03-23,2016-03-23,,,high,False,2015.1,https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Dilma_Rousseff#Gabinete_de_ministros_do_segundo_mandato,Gabinete de ministros do segundo mandato,,Ministério do Esporte | George Hilton | REPU | 1º de janeiro de 2015 | 23 de março de 2016
dilma_rousseff:1:76,dilma_rousseff:1:76,dilma_2,Ministério do Turismo,Ministério do Turismo,ministerio,Henrique Eduardo Alves,Henrique Eduardo Alves,MDB,MDB,MDB,MDB,single_raw_party,permanent,minister,2015-04-16,2016-03-28,2015-04-16,2016-03-28,2016-03-28,,,high,False,"2015.1,2016.1",https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Dilma_Rousseff#Gabinete_de_ministros_do_segundo_mandato,Gabinete de ministros do segundo mandato,,Ministério do Turismo | Henrique Eduardo Alves | MDB | 16 de abril de 2015 | 28 de março de 2016 (renunciou ao cargo)
dilma_rousseff:1:49,dilma_rousseff:1:49,dilma_2,Ministério da Integração Nacional,Ministério da Integração Nacional,ministerio,Gilberto Occhi,Gilberto Occhi,PP,PP,PP,PP,single_raw_party,permanent,minister,2015-01-01,2016-04-13,2015-01-01,2016-04-13,2016-04-13,,,high,False,"2015.1,2016.1",https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Dilma_Rousseff#Gabinete_de_ministros_do_segundo_mandato,Gabinete de ministros do segundo mandato,,Ministério da Integração Nacional | Gilberto Occhi | PP | 1º de janeiro de 2015 | 13 de abril de 2016 (renunciou ao cargo)
dilma_rousseff:1:31,dilma_rousseff:1:31,dilma_2,Ministério do Desenvolvimento Agrário,Ministério do Desenvolvimento Agrário,ministerio,Patrus Ananias,Patrus Ananias,PT,PT,PT,PT,single_raw_party,permanent,minister,2015-01-01,2016-04-14,2015-01-01,2016-04-14,2016-04-14,,,high,False,"2015.1,2016.1,2016.2",https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Dilma_Rousseff#Gabinete_de_ministros_do_segundo_mandato,Gabinete de ministros do segundo mandato,,Ministério do Desenvolvimento Agrário | Patrus Ananias | PT | 1º de janeiro de 2015 | 14 de abril de 2016
dilma_rousseff:1:17,dilma_rousseff:1:17,dilma_2,"Ministério da Ciência, Tecnologia e Inovação","Ministério da Ciência, Tecnologia e Inovação",ministerio,Celso Pansera,Celso Pansera,MDB,MDB,MDB,MDB,single_raw_party,permanent,minister,2015-10-02,2016-04-14,2015-10-02,2016-04-14,2016-04-14,,,high,False,"2015.1,2016.1,2016.2",https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Dilma_Rousseff#Gabinete_de_ministros_do_segundo_mandato,Gabinete de ministros do segundo mandato,,"Ministério da Ciência, Tecnologia e Inovação | Celso Pansera | MDB | 2 de outubro de 2015 | 14 de abril de 2016 (renunciou ao cargo)"
dilma_rousseff:1:19,dilma_rousseff:1:19,dilma_2,Ministério das Cidades,Ministério das Cidades,ministerio,Gilberto Kassab,Gilberto Kassab,PSD,PSD,PSD,PSD,single_raw_party,permanent,minister,2015-01-01,2016-04-15,2015-01-01,2016-04-15,2016-04-15,,,high,False,"2015.1,2016.1,2016.2",https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Dilma_Rousseff#Gabinete_de_ministros_do_segundo_mandato,Gabinete de ministros do segundo mandato,,Ministério das Cidades | Gilberto Kassab | PSD | 1º de janeiro de 2015 | 15 de abril de 2016
dilma_rousseff:1:9,dilma_rousseff:1:9,dilma_2,Secretaria de Aviação Civil,Secretaria de Aviação Civil,orgao_status_ministerial,Mauro Lopes,Mauro Lopes,MDB,MDB,MDB,MDB,single_raw_party,permanent,minister,2016-03-17,2016-04-18,2016-03-17,2016-04-18,2016-04-18,,,high,False,"2015.1,2016.1,2016.2,2016.3",https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Dilma_Rousseff#Gabinete_de_ministros_do_segundo_mandato,Gabinete de ministros do segundo mandato,,Secretaria de Aviação Civil | Mauro Lopes | MDB | 17 de março de 2016 | 18 de abril de 2016 (demitido do cargo)
dilma_rousseff:1:32,dilma_rousseff:1:32,dilma_2,Ministério do Desenvolvimento Agrário,Ministério do Desenvolvimento Agrário,ministerio,Maria Fernanda Ramos Coelho,Maria Fernanda Ramos Coelho,—,,,,no_party_code,interim,interino,2016-04-14,2016-04-19,2016-04-14,2016-04-19,2016-04-19,,,medium,False,,https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Dilma_Rousseff#Gabinete_de_ministros_do_segundo_mandato,Gabinete de ministros do segundo mandato,,Ministério do Desenvolvimento Agrário | Maria Fernanda Ramos Coelho | — | 14 de abril de 2016 (interina) | 19 de abril de 2016
dilma_rousseff:1:56,dilma_rousseff:1:56,dilma_2,Ministério de Minas e Energia,Ministério de Minas e Energia,ministerio,Eduardo Braga,Eduardo Braga,MDB,MDB,MDB,MDB,single_raw_party,permanent,minister,2015-01-01,2016-04-20,2015-01-01,2016-04-20,2016-04-20,,,high,False,"2015.1,2016.1,2016.2,2016.3",https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Dilma_Rousseff#Gabinete_de_ministros_do_segundo_mandato,Gabinete de ministros do segundo mandato,,Ministério de Minas e Energia | Eduardo Braga | MDB | 1º de janeiro de 2015 | 20 de abril de 2016 (renunciou ao cargo)
dilma_rousseff:1:63,dilma_rousseff:1:63,dilma_2,Secretaria Nacional dos Portos,Secretaria Nacional dos Portos,orgao_status_ministerial,Helder Barbalho,Helder Barbalho,MDB,MDB,MDB,MDB,single_raw_party,permanent,minister,2015-10-02,2016-04-20,2015-10-02,2016-04-20,2016-04-20,,,high,False,"2015.1,2016.1,2016.2,2016.3",https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Dilma_Rousseff#Gabinete_de_ministros_do_segundo_mandato,Gabinete de ministros do segundo mandato,,Secretaria Nacional dos Portos | Helder Barbalho | MDB | 2 de outubro de 2015 | 20 de abril de 2016 (renunciou ao cargo)
dilma_rousseff:1:77,dilma_rousseff:1:77,dilma_2,Ministério do Turismo,Ministério do Turismo,ministerio,Alberto Alves,Alberto Alves,—,,,,no_party_code,interim,interino,2016-03-28,2016-04-21,2016-03-28,2016-04-21,2016-04-21,,,medium,False,,https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Dilma_Rousseff#Gabinete_de_ministros_do_segundo_mandato,Gabinete de ministros do segundo mandato,,Ministério do Turismo | Alberto Alves | — | 28 de março de 2016 (interino) | 21 de abril de 2016
dilma_rousseff:1:28,dilma_rousseff:1:28,dilma_2,Ministério da Cultura,Ministério da Cultura,ministerio,Juca Ferreira,Juca Ferreira,PT,PT,PT,PT,single_raw_party,permanent,minister,2015-01-01,2016-05-11,2015-01-01,2016-05-12,2016-05-12,,,high,False,"2015.1,2016.1,2016.2,2016.3",https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Dilma_Rousseff#Gabinete_de_ministros_do_segundo_mandato,Gabinete de ministros do segundo mandato,,Ministério da Cultura | Juca Ferreira | PT | 1º de janeiro de 2015 | 12 de maio de 2016 (impeachment de Dilma Rousseff)
dilma_rousseff:1:3,dilma_rousseff:1:3,dilma_2,"Ministério da Agricultura, Pecuária e Abastecimento","Ministério da Agricultura, Pecuária e Abastecimento",ministerio,Kátia Abreu,Kátia Abreu,MDB,MDB,MDB,MDB,single_raw_party,permanent,minister,2015-01-01,2016-05-11,2015-01-01,2016-05-12,2016-05-12,,,high,False,"2015.1,2016.1,2016.2,2016.3",https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Dilma_Rousseff#Gabinete_de_ministros_do_segundo_mandato,Gabinete de ministros do segundo mandato,,"Ministério da Agricultura, Pecuária e Abastecimento | Kátia Abreu | MDB | 1º de janeiro de 2015 | 12 de maio de 2016 (impeachment de Dilma Rousseff)"
dilma_rousseff:1:34,dilma_rousseff:1:34,dilma_2,"Ministério do Desenvolvimento, Indústria e Comércio Exterior","Ministério do Desenvolvimento, Indústria e Comércio Exterior",ministerio,Armando Monteiro,Armando Monteiro,PTB,PTB,PTB,PTB,single_raw_party,permanent,minister,2015-01-01,2016-05-11,2015-01-01,2016-05-12,2016-05-12,,,high,False,"2015.1,2016.1,2016.2,2016.3",https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Dilma_Rousseff#Gabinete_de_ministros_do_segundo_mandato,Gabinete de ministros do segundo mandato,,"Ministério do Desenvolvimento, Indústria e Comércio Exterior | Armando Monteiro | PTB | 1º de janeiro de 2015 | 12 de maio de 2016 (impeachment de Dilma Rousseff)"
dilma_rousseff:1:35,dilma_rousseff:1:35,dilma_2,Ministério do Desenvolvimento Social e Combate à Fome,Ministério do Desenvolvimento Social e Combate à Fome,ministerio,Tereza Campello,Tereza Campello,PT,PT,PT,PT,single_raw_party,permanent,minister,2015-01-01,2016-05-11,2015-01-01,2016-05-12,2016-05-12,,,high,False,"2015.1,2016.1,2016.2,2016.3",https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Dilma_Rousseff#Gabinete_de_ministros_do_segundo_mandato,Gabinete de ministros do segundo mandato,,Ministério do Desenvolvimento Social e Combate à Fome | Tereza Campello | PT | 1º de janeiro de 2015 | 12 de maio de 2016 (impeachment de Dilma Rousseff)
dilma_rousseff:1:54,dilma_rousseff:1:54,dilma_2,Ministério do Meio Ambiente,Ministério do Meio Ambiente,ministerio,Izabella Teixeira,Izabella Teixeira,—,,,,no_party_code,permanent,minister,2015-01-01,2016-05-11,2015-01-01,2016-05-12,2016-05-12,,,high,False,,https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Dilma_Rousseff#Gabinete_de_ministros_do_segundo_mandato,Gabinete de ministros do segundo mandato,,Ministério do Meio Ambiente | Izabella Teixeira | — | 1º de janeiro de 2015 | 12 de maio de 2016 (impeachment de Dilma Rousseff)
dilma_rousseff:1:66,dilma_rousseff:1:66,dilma_2,Ministério das Relações Exteriores,Ministério das Relações Exteriores,ministerio,Mauro Vieira,Mauro Vieira,—,,,,no_party_code,permanent,minister,2015-01-01,2016-05-11,2015-01-01,2016-05-12,2016-05-12,,,high,False,,https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Dilma_Rousseff#Gabinete_de_ministros_do_segundo_mandato,Gabinete de ministros do segundo mandato,,Ministério das Relações Exteriores | Mauro Vieira | — | 1º de janeiro de 2015 | 12 de maio de 2016 (impeachment de Dilma Rousseff)
dilma_rousseff:1:74,dilma_rousseff:1:74,dilma_2,Ministério dos Transportes,Ministério dos Transportes,ministerio,Antonio Carlos Rodrigues,Antonio Carlos Rodrigues,PL,PL,PL,PL,single_raw_party,permanent,minister,2015-01-01,2016-05-11,2015-01-01,2016-05-12,2016-05-12,,,high,False,"2015.1,2016.1,2016.2,2016.3",https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Dilma_Rousseff#Gabinete_de_ministros_do_segundo_mandato,Gabinete de ministros do segundo mandato,,Ministério dos Transportes | Antonio Carlos Rodrigues | PL | 1º de janeiro de 2015 | 12 de maio de 2016 (impeachment de Dilma Rousseff)
