affiliation_id,person_id,start_inclusive,end_exclusive,state,party_id,support,date_status,date_earliest,date_latest,alternatives,evidence_ids,decision_ids
affiliation-5335e0e06ea0,person-fc5415a3bc75,2021-04-06,2022-03-31,PARTY,PL,dated assertion plus targeted-search continuity,evidence_supported,,,[],OFF-026;OFF-027;OFF-028,PERSON-CONTINUITY-REVIEW;R22
affiliation-5336bbd1fbcc,person-c0ea546db6a5,2022-03-24,2022-12-21,PARTY,PP,dated assertion plus targeted-search continuity,evidence_supported,,,[],AFF-026,PERSON-CONTINUITY-REVIEW;R21
affiliation-53f836355175,person-ca40dc0291e1,2016-03-03,2016-05-12,PARTY,PT,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],LEG-6eb6d5643016,PERSON-CONTINUITY-REVIEW
affiliation-547801fecb22,person-322643379e9d,2019-01-01,2019-06-13,UNAFFILIATED,,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],LEG-083b3c9ae8ee,PERSON-CONTINUITY-REVIEW
affiliation-54b3734919e3,person-97d87d5bc202,2018-04-06,2019-01-01,UNAFFILIATED,,explicit_historical_2018_nonaffiliation_with_adjudicated_short_assumption_boundary,adjudicated_continuity,,,[],ATLAS-586;C052,C052;PERSON-CONTINUITY-REVIEW
affiliation-54b3f6457e04,person-5139ef661a7d,2016-03-31,2016-05-12,PARTY,MDB,adjudicated_explicit_compilation_assertion_forward_continuity,adjudicated_continuity,,,[],ATLAS-503,PERSON-CONTINUITY-REVIEW
affiliation-55eb812b0488,person-20d6d1c35408,2020-06-18,2021-11-30,UNAFFILIATED,,contemporary_positive_and_completed_departure_observations_with_narrowed_date_bounds,bounded_date_convention,2020-06-16,2020-06-18,"[""PSDB"", ""UNAFFILIATED""]",AFF-024;AFF-025;BOL-E12;BOL-E13;V5W6E04;V5W6E05;V5W6E06;V5W6E08;V5W6E09;V5W6E10,PERSON-CONTINUITY-REVIEW;R16;V5W6D03
affiliation-5608554c8b28,person-d63b83da527a,2016-04-21,2016-04-22,PARTY,PT,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],LEG-46405e3b602b,PERSON-CONTINUITY-REVIEW
affiliation-56398b55c5be,person-dbf349570fa7,2015-02-05,2015-09-14,PARTY,MDB,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],LEG-7076a873efe6,PERSON-CONTINUITY-REVIEW
affiliation-56794fb10347,person-96c220ae0629,2023-07-18,2023-08-03,PARTY,UNIAO,evidence_supported_continuity,supported_date,,,[],AFF-034;AFF-035;AFF-036,PERSON-CONTINUITY-REVIEW;R27
affiliation-58fa25c5e787,person-6f9b22d26357,2023-01-01,2025-03-10,PARTY,PT,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],LEG-36e8fd8df999,PERSON-CONTINUITY-REVIEW
affiliation-5a9063548031,person-d8e018a87929,2016-05-12,2017-05-22,PARTY,CIDADANIA,evidence_supported_continuity,supported_date,,,[],AFF-004,PERSON-CONTINUITY-REVIEW;R11
affiliation-5af68245cb82,person-ff3ca3610dba,2017-03-07,2017-11-30,PARTY,PSDB,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],LEG-a7368f6c8a7a,PERSON-CONTINUITY-REVIEW
affiliation-5dbeed312323,person-326c14e875d3,2019-01-01,2020-04-28,UNAFFILIATED,,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],LEG-92e9b59b9825,PERSON-CONTINUITY-REVIEW
affiliation-5de619f5e1fe,person-ccda4e28f3dd,2019-01-01,2019-11-12,PARTY,PSL,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],LEG-3711a94038ea,PERSON-CONTINUITY-REVIEW
affiliation-60a5b7c52f05,person-1eca0d922c8e,2016-05-12,2017-05-22,PARTY,PSB,evidence_supported_continuity,supported_date,,,[],C006;NEW-COELHO,C006;PERSON-CONTINUITY-REVIEW;R10;R30
affiliation-612e9fe95c16,person-82d2816ba9d8,2016-06-09,2019-01-01,UNAFFILIATED,,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],LEG-3ef836b8a40d,PERSON-CONTINUITY-REVIEW
affiliation-6180c2397d82,person-34a8cf0e1dd6,2018-04-02,2018-07-11,UNAFFILIATED,,reviewed_historical_observation_and_continuity,adjudicated_continuity,,,[],C001;R13,C001;PERSON-CONTINUITY-REVIEW;R13
affiliation-61c96e16970e,person-840d333b3397,2023-01-01,2026-03-20,PARTY,PT,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],LEG-6a7f76111362,PERSON-CONTINUITY-REVIEW
affiliation-627c24007baa,person-df9f2930b81a,2015-12-21,2016-05-12,UNAFFILIATED,,adjudicated_explicit_compilation_assertion_forward_continuity,adjudicated_continuity,,,[],ATLAS-500,PERSON-CONTINUITY-REVIEW
affiliation-634e3f7dfa5f,person-36c135f51965,2016-03-18,2016-03-31,PARTY,PROS,evidence_supported_continuity,supported_date,,,[],AFF-001,PERSON-CONTINUITY-REVIEW;R02
affiliation-64183fdaa42d,person-8fe557c5943b,2024-05-15,2024-09-12,PARTY,PT,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],LEG-260dc224b3b3,PERSON-CONTINUITY-REVIEW
affiliation-65cf34564c7d,person-b9f0ad68aacc,2025-10-29,2026-03-20,PARTY,PSOL,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],LEG-e65045e234b2,PERSON-CONTINUITY-REVIEW
affiliation-660b8d65bada,person-a74198f91d7f,2021-02-12,2021-07-28,PARTY,DEM,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],LEG-607f4976d0f0,PERSON-CONTINUITY-REVIEW;R30
affiliation-66214824b17e,person-1c11e767f427,2022-05-11,2023-01-01,PARTY,UNIAO,official_registry_historical_membership_exact_identity_and_documented_merger_continuity,evidence_supported,,,[],AFF-044;BOL-E07;BOL-E08;C061;LEG-5b2c802041f5;V5W6E01;V5W6E02,C061;PERSON-CONTINUITY-REVIEW;R26;V5W6D01
affiliation-6ad626a70e58,person-3d3adfcdf05f,2016-03-31,2016-05-12,PARTY,MDB,adjudicated_explicit_compilation_assertion_forward_continuity,adjudicated_continuity,,,[],ATLAS-511,PERSON-CONTINUITY-REVIEW
affiliation-6b0a168c14c3,person-8fe557c5943b,2024-09-12,2025-01-14,PARTY,PT,adjudicated_documentary_or_compilation_assertion_forward_continuity,adjudicated_continuity,,,[],OFF-038;OFF-039;OFF-040,PERSON-CONTINUITY-REVIEW
affiliation-6d9fedcf0916,person-4a62f5bd6174,2016-03-31,2016-04-14,PARTY,MDB,adjudicated_explicit_compilation_assertion_forward_continuity,adjudicated_continuity,,,[],ATLAS-525,PERSON-CONTINUITY-REVIEW
affiliation-6dedfae20e54,person-fd6d27c2b524,2019-01-01,2019-11-12,PARTY,PSL,dated assertion plus targeted-search continuity,evidence_supported,,,[],AFF-012;AFF-044;BOL-E10;BOL-E22,PERSON-CONTINUITY-REVIEW;R14
affiliation-70aaac34ef3d,person-289af7b4f132,2020-07-16,2022-03-28,UNAFFILIATED,,adjudicated_explicit_compilation_assertion_forward_continuity,adjudicated_continuity,,,[],ATLAS-634,PERSON-CONTINUITY-REVIEW
affiliation-70dd8e5afcf8,person-493daa3b8149,2015-01-01,2015-12-21,UNAFFILIATED,,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],LEG-8a829ddf0700,PERSON-CONTINUITY-REVIEW
affiliation-70f5e8999fb8,person-86d3dadcfd0f,2017-02-22,2017-03-07,UNAFFILIATED,,adjudicated_historical_source_notation,historical_tenure_assertion,,,[],C026,C026;PERSON-CONTINUITY-REVIEW
affiliation-71a21ce067a9,person-86b811c075f6,2015-01-01,2016-03-31,PARTY,MDB,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],LEG-328a5753236c,PERSON-CONTINUITY-REVIEW
affiliation-72fe9140fcd2,person-b178a128a47e,2015-01-01,2015-10-05,PARTY,PT,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],C024;LEG-03d0c552eee1,C024;PERSON-CONTINUITY-REVIEW
affiliation-741bec80cb32,person-c5b20dc3c4ca,2025-04-24,2026-03-20,UNAFFILIATED,,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],LEG-01028140cce5,PERSON-CONTINUITY-REVIEW;R28
affiliation-7560fcd88f19,person-86b811c075f6,2016-03-31,2016-04-22,PARTY,MDB,adjudicated_explicit_compilation_assertion_forward_continuity,adjudicated_continuity,,,[],ATLAS-515;C009,C009;PERSON-CONTINUITY-REVIEW
affiliation-7659aa9e6014,person-3695143e73fd,2022-03-31,2023-01-01,UNAFFILIATED,,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],LEG-c4002690b590,PERSON-CONTINUITY-REVIEW
affiliation-76841ffb1b2c,person-0fbaba5c8624,2021-08-03,2023-01-01,UNAFFILIATED,,explicit2019 no-party observation plus forward continuity across offices,adjudicated_continuity,,,[],LEG-ce9aa704d046,BOL-A02;PERSON-CONTINUITY-REVIEW
affiliation-7728b444cd8f,person-1a9f69c72058,2019-02-18,2019-02-19,UNAFFILIATED,,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],LEG-6f1e3b239fc3,PERSON-CONTINUITY-REVIEW
affiliation-798c9988ae51,person-eeb5a64cf94d,2019-01-01,2020-04-16,PARTY,DEM,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],LEG-61f568dd5701,PERSON-CONTINUITY-REVIEW
affiliation-7a8a481bf349,person-a9747949f291,2023-01-01,2026-03-20,UNAFFILIATED,,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],LEG-88618295577b,PERSON-CONTINUITY-REVIEW
affiliation-7af3673c6018,person-15675a9ecd53,2015-01-01,2015-10-05,PARTY,PT,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],C024;C032;LEG-a0ba08a78c10;LEG-fc4f25515b67,C024;C032;PERSON-CONTINUITY-REVIEW
affiliation-7afe4fc6c00c,person-e1227ba12162,2018-04-03,2018-04-06,PARTY,MDB,evidence_supported_continuity,supported_date,,,[],AFF-003,PERSON-CONTINUITY-REVIEW;R09
affiliation-7b274d41a3ea,person-bab2d25de60e,2015-01-01,2015-10-05,PARTY,MDB,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],C024;LEG-7313721f7d0a,C024;PERSON-CONTINUITY-REVIEW
affiliation-7b6ca3820b32,person-c3a21dbca21c,2023-04-19,2023-05-04,PARTY,PSB,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],LEG-45dae6129acc,PERSON-CONTINUITY-REVIEW
affiliation-7d9b15c431f8,person-a9747949f291,2015-01-01,2023-01-01,UNAFFILIATED,,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],LEG-2f545a0a2af9,PERSON-CONTINUITY-REVIEW
affiliation-7dc2db2ea744,person-e97a73d54d22,2015-01-01,2016-05-12,PARTY,PT,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],LEG-e0ac31b0f981,PERSON-CONTINUITY-REVIEW
affiliation-7ed04e5ce20c,person-3cb227b769ce,2016-09-09,2019-01-01,PARTY,PSDB,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],LEG-f2b0ba61be8c,PERSON-CONTINUITY-REVIEW
affiliation-7f51ac18f31f,person-37f571ff3c86,2017-02-22,2017-03-07,UNKNOWN,,specific_secondary_conflict_with_finite_alternatives,person_level_uncertainty,,,"[""PSDB"",""UNAFFILIATED""]",C027,C027;PERSON-CONTINUITY-REVIEW
affiliation-8012d8e03cf8,person-dfae93f2748f,2018-02-20,2019-01-01,UNAFFILIATED,,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],LEG-422e9936450e,PERSON-CONTINUITY-REVIEW
affiliation-80b6aeb3505e,person-d4b727e131c9,2015-10-05,2016-05-12,PARTY,PDT,adjudicated_explicit_compilation_assertion_forward_continuity,adjudicated_continuity,,,[],ATLAS-520,PERSON-CONTINUITY-REVIEW
affiliation-813232b2bc21,person-3b1d01f95a61,2015-01-01,2015-10-05,PARTY,PT,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],C024;C032;LEG-06075cf8fce5;LEG-8670a70acb8c,C024;C032;PERSON-CONTINUITY-REVIEW
affiliation-83865ccbaeea,person-776b909a53e5,2024-02-01,2026-01-09,UNAFFILIATED,,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],LEG-cb17a8bd0c74,PERSON-CONTINUITY-REVIEW
affiliation-843ca333bcc9,person-940be97e3133,2025-04-09,2025-04-24,UNAFFILIATED,,reviewed_historical_observation_and_continuity,adjudicated_continuity,,,[],C003,C003;PERSON-CONTINUITY-REVIEW
affiliation-8486fc7ae553,person-b70c083991e4,2025-05-05,2026-03-20,PARTY,PT,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],LEG-84e6fcc03e23,PERSON-CONTINUITY-REVIEW
affiliation-8527ce77d2d2,person-9cf6aaca0bc9,2016-03-28,2016-10-05,UNAFFILIATED,,adjudicated_explicit_historical_compilation,adjudicated_continuity,,,"[""MDB"",""UNAFFILIATED""]",C019,C019;PERSON-CONTINUITY-REVIEW
affiliation-868ac39afc7e,person-aa911998b3f6,2015-01-01,2015-10-05,UNAFFILIATED,,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],C024;C032;LEG-761e73bcf196;LEG-bcc69be0973d,C024;C032;PERSON-CONTINUITY-REVIEW
affiliation-880fc068e5ce,person-6e95055d8cff,2021-04-06,2023-01-01,UNAFFILIATED,,dated assertion plus targeted-search continuity,adjudicated_conflict_resolution,,,[],AFF-017;AFF-018;AFF-019;OFF-051,PERSON-CONTINUITY-REVIEW;R19
affiliation-8853da98c38a,person-9e9d2c2a173e,2015-01-01,2015-10-05,PARTY,PT,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],C024;C032;LEG-8fea2cf59c34;LEG-d44eb314acd9,C024;C032;PERSON-CONTINUITY-REVIEW
affiliation-8934ca8cc30e,person-c505ea49abf6,2023-09-13,2026-03-20,PARTY,PSB,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],LEG-2c6bb68fa80b,PERSON-CONTINUITY-REVIEW
affiliation-893e7cb6ee58,person-90757367fdcf,2015-01-01,2016-04-19,PARTY,PT,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],LEG-9fb226a0f1d8,PERSON-CONTINUITY-REVIEW
affiliation-8965b608fad5,person-9e9d2c2a173e,2016-03-17,2016-05-12,PARTY,PT,adjudicated_documentary_or_compilation_assertion_forward_continuity,adjudicated_continuity,,,[],OFF-008;OFF-009,PERSON-CONTINUITY-REVIEW
affiliation-898ef4b59c08,person-a8fa920e4c2c,2023-05-04,2023-09-06,UNAFFILIATED,,reviewed_historical_observation_and_continuity,adjudicated_continuity,,,[],C002,C002;PERSON-CONTINUITY-REVIEW;R29
affiliation-8a2657d18d9b,person-d18354f64c86,2015-01-01,2015-12-18,UNAFFILIATED,,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],LEG-2df1ae3ab2c1,PERSON-CONTINUITY-REVIEW
affiliation-8def2e98c4c4,person-2c3dff30638f,2021-03-23,2023-01-01,UNAFFILIATED,,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],LEG-f48fe3f88953,PERSON-CONTINUITY-REVIEW
affiliation-8fb8dd8f1887,person-42c80e28db4f,2015-03-19,2015-04-06,PARTY,PT,evidence_supported_continuity,supported_date,,,[],NEW-COSTA,PERSON-CONTINUITY-REVIEW
affiliation-9042de254a48,person-cdad5b4f84e4,2025-03-10,2026-03-20,PARTY,PT,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],LEG-21b9236f7995,PERSON-CONTINUITY-REVIEW
affiliation-91bb99c33095,person-7d71eab96e03,2021-06-23,2023-01-01,UNAFFILIATED,,adjudicated_explicit_compilation_assertion_forward_continuity,adjudicated_continuity,,,[],ATLAS-650,PERSON-CONTINUITY-REVIEW
affiliation-92273432096c,person-3d3adfcdf05f,2015-10-01,2015-10-05,PARTY,MDB,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],LEG-575314f66abd,PERSON-CONTINUITY-REVIEW
affiliation-92a79e944d8e,person-e1227ba12162,2016-05-12,2018-04-03,PARTY,PSD,evidence_supported_continuity,supported_date,,,[],AFF-003,PERSON-CONTINUITY-REVIEW;R09
affiliation-92b6d60a8748,person-20d6d1c35408,2020-02-11,2020-06-18,PARTY,PSDB,contemporary_positive_and_completed_departure_observations_with_narrowed_date_bounds,bounded_date_convention,2020-06-16,2020-06-18,"[""PSDB"", ""UNAFFILIATED""]",AFF-024;AFF-025;BOL-E12;BOL-E13;V5W6E04;V5W6E05;V5W6E06;V5W6E08;V5W6E09;V5W6E10,PERSON-CONTINUITY-REVIEW;R16;V5W6D03
affiliation-92f5f5b8364f,person-84d03af199f4,2016-03-03,2026-03-20,UNAFFILIATED,,adjudicated_documentary_or_compilation_assertion_forward_continuity,adjudicated_continuity,,,[],OFF-009;OFF-010;OFF-011;ATLAS-494,PERSON-CONTINUITY-REVIEW
affiliation-9314ed6419d2,person-f3810a506437,2018-04-10,2019-01-01,PARTY,MDB,adjudicated_explicit_compilation_assertion_forward_continuity,adjudicated_continuity,,,[],ATLAS-605,PERSON-CONTINUITY-REVIEW
affiliation-93eef935bb56,person-f4df829d9e6a,2020-04-17,2020-05-15,UNAFFILIATED,,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],LEG-23516089df3e,PERSON-CONTINUITY-REVIEW
affiliation-94a20845e40f,person-6e762df38945,2016-03-17,2016-05-12,PARTY,PTB,adjudicated_explicit_compilation_assertion_forward_continuity,adjudicated_continuity,,,[],ATLAS-513,PERSON-CONTINUITY-REVIEW
affiliation-96e96ef8deed,person-ffd261ae3f4b,2018-02-27,2019-01-01,UNAFFILIATED,,adjudicated_explicit_compilation_assertion_forward_continuity,adjudicated_continuity,,,[],ATLAS-562,PERSON-CONTINUITY-REVIEW
affiliation-9900210bb195,person-8a2d89267620,2018-01-04,2018-01-05,PARTY,REPUBLICANOS,adjudicated_documentary_or_compilation_assertion_forward_continuity,adjudicated_continuity,,,[],OFF-013;OFF-049;OFF-050;ATLAS-579,PERSON-CONTINUITY-REVIEW;R07
affiliation-9af82354ae39,person-b681473bece5,2023-01-01,2025-03-10,UNAFFILIATED,,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],LEG-eba4482fcf14,PERSON-CONTINUITY-REVIEW
affiliation-9be8f2d57a25,person-ad64ef4485f1,2022-03-28,2023-01-01,UNAFFILIATED,,adjudicated_explicit_compilation_assertion_forward_continuity,adjudicated_continuity,,,[],ATLAS-635;C022;C048,C022;C048;PERSON-CONTINUITY-REVIEW
affiliation-9d5e7111e45b,person-1eca0d922c8e,2017-10-25,2018-03-21,UNAFFILIATED,,evidence_supported_continuity,supported_date,,,[],C006;NEW-COELHO,C006;PERSON-CONTINUITY-REVIEW;R10;R30
affiliation-9e07f91b8db4,person-48a2cca11210,2017-11-13,2017-11-22,UNAFFILIATED,,adjudicated_historical_source_notation,historical_tenure_assertion,,,[],C026,C026;PERSON-CONTINUITY-REVIEW
affiliation-9e265f24c459,person-f54620dbe5c6,2023-01-01,2026-03-20,PARTY,PSD,inherited_dated_assertion_then_reviewed_continuity_forward_continuity,adjudicated_continuity,,,[],LEG-83c787ba4f24,PERSON-CONTINUITY-REVIEW
affiliation-C007-coelho-mdb,person-1eca0d922c8e,2018-03-21,2018-04-06,PARTY,MDB,dated_personal_affiliation,supported_date,,,[],C006;C007;NEW-COELHO,C006;C007;PERSON-CONTINUITY-REVIEW;R10;R30
affiliation-C020-levi-agu,person-86d3dadcfd0f,2020-04-29,2021-03-30,UNAFFILIATED,,adjudicated_explicit_historical_compilation,adjudicated_continuity,,,[],C020;C049,C020;C049;PERSON-CONTINUITY-REVIEW
affiliation-C029-messias-none,person-C029-roberto-bocorny-messias,2013-08-06,2015-03-31,UNAFFILIATED,,explicit_personal_denial_with_forward_continuity,adjudicated_continuity,,,[],C029,C029
affiliation-C034-carlos-henrique-menezes-sobral-2018-12-31,person-carlos-henrique-menezes-sobral,2018-12-31,2019-01-01,UNKNOWN,,Personal affiliation remains unresolved after dated SGIP3 governance and new scoped Filia geography/identity checks; partial-registry negatives and later MDB labels cannot determine December31 2018 affiliation,unresolved_personal_affiliation,,,[],C034;V5W2E001;V5W2E002,C034;V5W2D001
affiliation-C035-ivani-dos-santos-2016-11-25,person-ivani-dos-santos,2016-11-25,2017-02-03,UNKNOWN,,"Personal affiliation remains unresolved after historical SGIP3 governing-body screening and new firsthand-biography/registry-semantics review. Governing-body non-hits, partial registry absence and PMDB employment do not establish non-affiliation or exhaust the alternatives.",unresolved_personal_affiliation,,,[],C035;V5W1E001;V5W1E002;V5W1E003,C035;V5W1D001
affiliation-C035-ivani-dos-santos-2017-08-02-2017-08-02,person-ivani-dos-santos,2017-08-02,2017-08-03,UNKNOWN,,"Personal affiliation remains unresolved after historical SGIP3 governing-body screening and new firsthand-biography/registry-semantics review. Governing-body non-hits, partial registry absence and PMDB employment do not establish non-affiliation or exhaust the alternatives.",unresolved_personal_affiliation,,,[],C035;V5W1E001;V5W1E002;V5W1E003,C035;V5W1D001
affiliation-C035-ivani-dos-santos-2017-10-20-2017-10-20,person-ivani-dos-santos,2017-10-20,2017-10-26,UNKNOWN,,"Personal affiliation remains unresolved after historical SGIP3 governing-body screening and new firsthand-biography/registry-semantics review. Governing-body non-hits, partial registry absence and PMDB employment do not establish non-affiliation or exhaust the alternatives.",unresolved_personal_affiliation,,,[],C035;V5W1E001;V5W1E002;V5W1E003,C035;V5W1D001
affiliation-C036-jonathas-assuncao-salvador-nery-de-castro-2022-12-30,person-jonathas-assuncao-salvador-nery-de-castro,2022-12-30,2023-01-01,UNKNOWN,,"Newly retrieved issuer-authored Petrobras 2022 reference form version 7, available in Latibex September 21 2022, identifies the exact full name and Casa Civil office. Physical page 532 (printed page 527) records self-declared corporate independence, politically exposed person status and absence of specified convictions. Physical pages 526,538,572,574,575 add board appointment, committee/subordination information. None states personal party affiliation or non-affiliation. The N/A rows concern a different disclosure field and cannot be recoded as unaffiliated. Legacy Petrobras assembly link fails DNS; official August 15 2022 announcement confirms nomination only. Retain UNKNOWN for December 30-31 2022; these findings also cannot resolve March 30 2021 and are not backprojected there.",unresolved_personal_affiliation,,,[],C036;V5W5E004,C036;V5W5D004
affiliation-C038-wallace-nunes-da-silva-2023-07-14,person-wallace-nunes-da-silva,2023-07-14,2023-07-18,PARTY,UNIAO,"Official TSE dated historical affiliation, identity matched; forward continuity",documented_historical_membership_with_continuity,,,[],C038;C070,C038;C070
affiliation-C041-paulo-pedrosa-2016-10-10-2016-10-10,person-paulo-pedrosa,2016-10-10,2016-10-11,UNKNOWN,,evidence_bounded_personal_alternatives_from_historical_membership_and_retrospective_nonpartisan_description,unresolved_personal_status_with_adjudicated_finite_alternatives,,,"[""PSDB"",""UNAFFILIATED""]",C041;C067,C041;C067
affiliation-C041-paulo-pedrosa-2016-10-25-2016-10-25,person-paulo-pedrosa,2016-10-25,2016-10-26,UNKNOWN,,evidence_bounded_personal_alternatives_from_historical_membership_and_retrospective_nonpartisan_description,unresolved_personal_status_with_adjudicated_finite_alternatives,,,"[""PSDB"",""UNAFFILIATED""]",C041;C067,C041;C067
affiliation-C041-paulo-pedrosa-2017-04-26-2017-04-26,person-paulo-pedrosa,2017-04-26,2017-04-27,UNKNOWN,,evidence_bounded_personal_alternatives_from_historical_membership_and_retrospective_nonpartisan_description,unresolved_personal_status_with_adjudicated_finite_alternatives,,,"[""PSDB"",""UNAFFILIATED""]",C041;C067,C041;C067
affiliation-C041-paulo-pedrosa-2017-08-02-2017-08-02,person-paulo-pedrosa,2017-08-02,2017-08-03,UNKNOWN,,evidence_bounded_personal_alternatives_from_historical_membership_and_retrospective_nonpartisan_description,unresolved_personal_status_with_adjudicated_finite_alternatives,,,"[""PSDB"",""UNAFFILIATED""]",C041;C067,C041;C067
affiliation-C041-paulo-pedrosa-2017-10-18-2017-10-18,person-paulo-pedrosa,2017-10-18,2017-10-26,UNKNOWN,,evidence_bounded_personal_alternatives_from_historical_membership_and_retrospective_nonpartisan_description,unresolved_personal_status_with_adjudicated_finite_alternatives,,,"[""PSDB"",""UNAFFILIATED""]",C041;C067,C041;C067
affiliation-C041-paulo-pedrosa-2018-04-06-2018-04-06,person-paulo-pedrosa,2018-04-06,2018-04-10,UNKNOWN,,evidence_bounded_personal_alternatives_from_historical_membership_and_retrospective_nonpartisan_description,unresolved_personal_status_with_adjudicated_finite_alternatives,,,"[""PSDB"",""UNAFFILIATED""]",C041;C067,C041;C067
affiliation-C044-helder-melillo-lopes-cunha-silva-2022-12-30,person-helder-melillo-lopes-cunha-silva,2022-12-30,2023-01-01,PARTY,NOVO,"Official TSE public client resolves cdMotivoDesfiliacao=2 as A pedido do eleitor, distinct from Expulsao=1 and Judicial=10. The same record-detail template binds the reason field through that enum and separately displays dtDesfiliacao and tsCadastroDesfiliacao. The party departure form sends its chosen date as dtDesfiliacao and warns that reason-2 departure is effectuated after elector notice to the electoral court. Thus a bare populated dtDesfiliacao does not by itself prove completed judicial termination. Retain the exact-identity NOVO entry 2017-10-28, dtDesfiliacao 2021-02-03, REGULAR status 1, pending marker 1, null cancellation/exclusion and null tsCadastroDesfiliacao. The decoded reason is a recorded request category, not independent proof of the signed request or court receipt. Historical migration and actual court-notice date remain unverified; primary NOVO and the credible UNAFFILIATED alternative both remain for December 30-31 2022. C071 is retained as the earlier research state, superseded here only on the decoded code and directly observed client field mapping.",adjudicated_registry_pending_departure,,,"[""NOVO"",""UNAFFILIATED""]",C044;C071;V5W5E001,C044;C071;V5W5D001
affiliation-C046-maria-helena-guimaraes-de-castro-2018-04-06,person-maria-helena-guimaraes-de-castro,2018-04-06,2018-04-10,PARTY,PSDB,explicit_contemporaneous_personal_affiliation,dated_observation_continuity,,,[],C046,C046
affiliation-C047-mariana-ribas-da-silva-2016-11-22,person-mariana-ribas-da-silva,2016-11-22,2016-11-23,UNAFFILIATED,,explicit_retrospective_first_ever_affiliation_statement,retrospectively_supported,,,[],C047,C047
affiliation-C051-mario-ramos-ribeiro-2018-04-06,person-mario-ramos-ribeiro,2018-04-06,2018-04-10,PARTY,PSDB,"Official TSE dated historical affiliation, identity matched; forward continuity",documented_historical_membership_with_continuity,,,[],C051;C069,C051;C069
affiliation-C053-alberto-alves,person-9cf6aaca0bc9,2018-04-06,2018-04-10,UNAFFILIATED,,explicit_2016_nonaffiliation_then_continuity_in_uninterrupted_executive_secretary_tenure,adjudicated_continuity,,,"[""MDB"",""UNAFFILIATED""]",C019;C053,C019;C053;PERSON-CONTINUITY-REVIEW
