period,start_date,end_date,start_inclusive,end_exclusive,minister,office,person_id,canonical_party_at_date,affiliation_state,composition_status,service_id,affiliation_id,witness_id,evidence_ids,decision_ids,notes,data_version,release_metadata_sha256
dilma_2-2015-03-19,2016-03-16,2016-03-16,2016-03-16,2016-03-17,André Figueiredo,Ministério das Comunicações,person-d4b727e131c9,PDT,PARTY,primary_adjudicated,service-dilma_rousseff-1-24,affiliation-80b6aeb3505e,d91fadaa7f14005fd6dc,ATLAS-520;C024;LEG-86c922df0c71,C024;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
dilma_2-2015-03-19,2016-03-16,2016-03-16,2016-03-16,2016-03-17,Antonio Carlos Rodrigues,Ministério dos Transportes,person-38f714851a92,PL,PARTY,primary_adjudicated,service-dilma_rousseff-1-74,affiliation-c6da526a7bf3,dbc47264175d30a45da9,LEG-650019f21afb,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
dilma_2-2015-03-19,2016-03-16,2016-03-16,2016-03-16,2016-03-17,Gilberto Occhi,Ministério da Integração Nacional,person-57a1c7594de5,PP,PARTY,primary_adjudicated,service-dilma_rousseff-1-49,affiliation-eb8404d6b3ec,d91f69f9608fbfb011d3,LEG-3df9b9d5037a,PERSON-CONTINUITY-REVIEW;R03,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
dilma_2-2015-03-19,2016-03-16,2016-03-16,2016-03-16,2016-03-17,Gilberto Kassab,Ministério das Cidades,person-0c933c9fd291,PSD,PARTY,primary_adjudicated,service-dilma_rousseff-1-19,affiliation-39707084a306,239f6bd10dbe75cf967a,LEG-79221ce8a4c6,PERSON-CONTINUITY-REVIEW;R04,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
dilma_2-2015-03-19,2016-03-16,2016-03-16,2016-03-16,2016-03-17,José Eduardo Cardozo,Advocacia-Geral da União,person-ca40dc0291e1,PT,PARTY,primary_adjudicated,service-dilma_rousseff-1-2,affiliation-53f836355175,04bec6e9d0179b22e731,LEG-6eb6d5643016,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
dilma_2-2015-03-19,2016-03-16,2016-03-16,2016-03-16,2016-03-17,Tereza Campello,Ministério do Desenvolvimento Social e Combate à Fome,person-06d7d8eceb28,PT,PARTY,primary_adjudicated,service-dilma_rousseff-1-35,affiliation-e4422f7ef01f,52f129a356c608dba2ca,LEG-af4dca441a45,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
dilma_2-2015-03-19,2016-03-16,2016-03-16,2016-03-16,2016-03-17,Eva Chiavon,Casa Civil,person-884dd07ee0fc,PT,PARTY,primary_adjudicated,service-C055-person-884dd07ee0fc,affiliation-d8954b97c63c,6119bbde068201bdaa8b,C031;C055;LEG-f7165c075478,C031;C055;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
dilma_2-2015-03-19,2016-03-16,2016-03-16,2016-03-16,2016-03-17,Edinho Silva,Secretaria de Comunicação Social,person-9fe6d70bf384,PT,PARTY,primary_adjudicated,service-dilma_rousseff-1-22,affiliation-0a61bf84ff67,76b625a7cbb4d7bf5bec,LEG-89bba1651520,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
dilma_2-2015-03-19,2016-03-16,2016-03-16,2016-03-16,2016-03-17,Miguel Rossetto,Ministério do Trabalho e Emprego,person-3b1d01f95a61,PT,PARTY,primary_adjudicated,service-dilma_rousseff-1-73,affiliation-c877e5cc140e,799ae46f2b8d07e70eed,ATLAS-508;C024;LEG-8670a70acb8c,C024;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
dilma_2-2015-03-19,2016-03-16,2016-03-16,2016-03-16,2016-03-17,Ricardo Berzoini,Secretaria de Governo,person-15675a9ecd53,PT,PARTY,primary_adjudicated,service-dilma_rousseff-1-71,affiliation-4b873e91cdd8,bb282c7949c022ab56a1,ATLAS-542;LEG-fc4f25515b67,OFF-005;OFF-006;OFF-007;PERSON-CONTINUITY-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
dilma_2-2015-03-19,2016-03-16,2016-03-16,2016-03-16,2016-03-17,Aloizio Mercadante,Ministério da Educação,person-052252ad8b69,PT,PARTY,primary_adjudicated,service-dilma_rousseff-1-42,affiliation-ef1c2f93359e,d3d8500d15db037f815c,ATLAS-506;C024;LEG-85841e849f8e,C024;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
dilma_2-2015-03-19,2016-03-16,2016-03-16,2016-03-16,2016-03-17,Patrus Ananias,Ministério do Desenvolvimento Agrário,person-90757367fdcf,PT,PARTY,primary_adjudicated,service-dilma_rousseff-1-31,affiliation-893e7cb6ee58,dd2673571c4f977e9c2f,LEG-9fb226a0f1d8,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
dilma_2-2015-03-19,2016-03-16,2016-03-16,2016-03-16,2016-03-17,Juca Ferreira,Ministério da Cultura,person-e97a73d54d22,PT,PARTY,primary_adjudicated,service-dilma_rousseff-1-28,affiliation-7dc2db2ea744,e017752c1a7a6374d74e,LEG-e0ac31b0f981,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
dilma_2-2015-03-19,2016-03-16,2016-03-16,2016-03-16,2016-03-17,Armando Monteiro,"Ministério do Desenvolvimento, Indústria e Comércio Exterior",person-6e762df38945,PTB,PARTY,primary_adjudicated,service-dilma_rousseff-1-34,affiliation-a4eb3d8313a7,672a0f3b25ff20d05d57,LEG-ba4b75fca9f5,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
dilma_2-2015-03-19,2016-03-16,2016-03-16,2016-03-16,2016-03-17,George Hilton,Ministério do Esporte,person-36c135f51965,REPUBLICANOS,PARTY,primary_adjudicated,service-dilma_rousseff-1-43,affiliation-1e430540f85f,c7f4a5ef4512ab5599ef,AFF-001;LEG-16d934587913,PERSON-CONTINUITY-REVIEW;R02,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
dilma_2-2015-03-19,2016-03-17,2016-03-17,2016-03-17,2016-03-18,Kátia Abreu,"Ministério da Agricultura, Pecuária e Abastecimento",person-5139ef661a7d,MDB,PARTY,primary_adjudicated,service-dilma_rousseff-1-3,affiliation-17b5cdf8e9ca,1750a93307c24311ea22,LEG-bbe559c76692,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
dilma_2-2015-03-19,2016-03-17,2016-03-17,2016-03-17,2016-03-18,Eduardo Braga,Ministério de Minas e Energia,person-86b811c075f6,MDB,PARTY,primary_adjudicated,service-dilma_rousseff-1-56,affiliation-71a21ce067a9,23332f34944f21e673ee,C009;LEG-328a5753236c,C009;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
dilma_2-2015-03-19,2016-03-17,2016-03-17,2016-03-17,2016-03-18,Mauro Lopes,Secretaria de Aviação Civil,person-4b3c84ef1e38,MDB,PARTY,primary_adjudicated,service-dilma_rousseff-1-9,affiliation-2e5a9f3d642a,480273194073a4a52a5a,LEG-90f1b4fb4472,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
dilma_2-2015-03-19,2016-03-17,2016-03-17,2016-03-17,2016-03-18,Henrique Eduardo Alves,Ministério do Turismo,person-5d5c6255c599,MDB,PARTY,primary_adjudicated,service-dilma_rousseff-1-76,affiliation-1e682eb55f9d,511aeacc03561c0695e3,LEG-7f1bb5c8a3de,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
dilma_2-2015-03-19,2016-03-17,2016-03-17,2016-03-17,2016-03-18,Helder Barbalho,Secretaria Nacional dos Portos,person-69c3d0fe4619,MDB,PARTY,primary_adjudicated,service-dilma_rousseff-1-63,affiliation-0b6f459ac1e7,7288bd08e0d3d684b4d4,ATLAS-547;C009;C024;LEG-ed798dddc06b,C009;C024;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
dilma_2-2015-03-19,2016-03-17,2016-03-17,2016-03-17,2016-03-18,Celso Pansera,"Ministério da Ciência, Tecnologia e Inovação",person-4a62f5bd6174,MDB,PARTY,primary_adjudicated,service-dilma_rousseff-1-17,affiliation-30697884737b,c437d0dc7e056d7054fe,ATLAS-524;C024;LEG-c63d31861f21,C024;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
dilma_2-2015-03-19,2016-03-17,2016-03-17,2016-03-17,2016-03-18,Marcelo Castro,Ministério da Saúde,person-3d3adfcdf05f,MDB,PARTY,primary_adjudicated,service-dilma_rousseff-1-69,affiliation-d578fe137ca4,eed67df4aa70838a2804,ATLAS-510;C024;LEG-575314f66abd,C024;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
dilma_2-2015-03-19,2016-03-17,2016-03-17,2016-03-17,2016-03-18,Aldo Rebelo,Ministério da Defesa,person-d1c3d895582d,PCdoB,PARTY,primary_adjudicated,service-dilma_rousseff-1-30,affiliation-2695219a6106,9480c1d19a64e255aef6,C024;C032;LEG-bada6905fc7f,C024;C032;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
dilma_2-2015-03-19,2016-03-17,2016-03-17,2016-03-17,2016-03-18,André Figueiredo,Ministério das Comunicações,person-d4b727e131c9,PDT,PARTY,primary_adjudicated,service-dilma_rousseff-1-24,affiliation-80b6aeb3505e,bed5cf2f455a4d96306a,ATLAS-520;C024;LEG-86c922df0c71,C024;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
dilma_2-2015-03-19,2016-03-17,2016-03-17,2016-03-17,2016-03-18,Antonio Carlos Rodrigues,Ministério dos Transportes,person-38f714851a92,PL,PARTY,primary_adjudicated,service-dilma_rousseff-1-74,affiliation-c6da526a7bf3,eb5eee909fc50fca0bce,LEG-650019f21afb,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
dilma_2-2015-03-19,2016-03-17,2016-03-17,2016-03-17,2016-03-18,Gilberto Occhi,Ministério da Integração Nacional,person-57a1c7594de5,PP,PARTY,primary_adjudicated,service-dilma_rousseff-1-49,affiliation-eb8404d6b3ec,9a72f118396d45fbf6ba,LEG-3df9b9d5037a,PERSON-CONTINUITY-REVIEW;R03,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
dilma_2-2015-03-19,2016-03-17,2016-03-17,2016-03-17,2016-03-18,Gilberto Kassab,Ministério das Cidades,person-0c933c9fd291,PSD,PARTY,primary_adjudicated,service-dilma_rousseff-1-19,affiliation-39707084a306,eef626a4671f46704844,LEG-79221ce8a4c6,PERSON-CONTINUITY-REVIEW;R04,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
dilma_2-2015-03-19,2016-03-17,2016-03-17,2016-03-17,2016-03-18,Jaques Wagner,Gabinete Pessoal,person-9e9d2c2a173e,PT,PARTY,primary_adjudicated,service-0756ddce3efb,affiliation-8965b608fad5,0b12389ba8759eeea8fa,OFF-008;OFF-009,OFFICE-ADJUDICATION;PERSON-CONTINUITY-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
dilma_2-2015-03-19,2016-03-17,2016-03-17,2016-03-17,2016-03-18,José Eduardo Cardozo,Advocacia-Geral da União,person-ca40dc0291e1,PT,PARTY,primary_adjudicated,service-dilma_rousseff-1-2,affiliation-53f836355175,47e607a399b306173979,LEG-6eb6d5643016,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
dilma_2-2015-03-19,2016-03-17,2016-03-17,2016-03-17,2016-03-18,Luiz Inácio Lula da Silva,Casa Civil,person-1c65a93af898,PT,PARTY,primary_adjudicated,service-d627a715ad62,affiliation-ff30b0174398,56fdfcfad421ff81b06a,OFF-047,OFFICE-ADJUDICATION;PERSON-CONTINUITY-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
dilma_2-2015-03-19,2016-03-17,2016-03-17,2016-03-17,2016-03-18,Aloizio Mercadante,Ministério da Educação,person-052252ad8b69,PT,PARTY,primary_adjudicated,service-dilma_rousseff-1-42,affiliation-ef1c2f93359e,72f4782721de04a273a8,ATLAS-506;C024;LEG-85841e849f8e,C024;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
dilma_2-2015-03-19,2016-03-17,2016-03-17,2016-03-17,2016-03-18,Ricardo Berzoini,Secretaria de Governo,person-15675a9ecd53,PT,PARTY,primary_adjudicated,service-dilma_rousseff-1-71,affiliation-4b873e91cdd8,81fdb7e006ed0d7193e7,ATLAS-542;LEG-fc4f25515b67,OFF-005;OFF-006;OFF-007;PERSON-CONTINUITY-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
dilma_2-2015-03-19,2016-03-17,2016-03-17,2016-03-17,2016-03-18,Tereza Campello,Ministério do Desenvolvimento Social e Combate à Fome,person-06d7d8eceb28,PT,PARTY,primary_adjudicated,service-dilma_rousseff-1-35,affiliation-e4422f7ef01f,c19192d56a6040c46291,LEG-af4dca441a45,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
dilma_2-2015-03-19,2016-03-17,2016-03-17,2016-03-17,2016-03-18,Patrus Ananias,Ministério do Desenvolvimento Agrário,person-90757367fdcf,PT,PARTY,primary_adjudicated,service-dilma_rousseff-1-31,affiliation-893e7cb6ee58,e65d76fd7a195af8dc67,LEG-9fb226a0f1d8,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
dilma_2-2015-03-19,2016-03-17,2016-03-17,2016-03-17,2016-03-18,Miguel Rossetto,Ministério do Trabalho e Emprego,person-3b1d01f95a61,PT,PARTY,primary_adjudicated,service-dilma_rousseff-1-73,affiliation-c877e5cc140e,e7dfa4d23cc28647e318,ATLAS-508;C024;LEG-8670a70acb8c,C024;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
dilma_2-2015-03-19,2016-03-17,2016-03-17,2016-03-17,2016-03-18,Juca Ferreira,Ministério da Cultura,person-e97a73d54d22,PT,PARTY,primary_adjudicated,service-dilma_rousseff-1-28,affiliation-7dc2db2ea744,f186d1c0a1a19f9eb0b1,LEG-e0ac31b0f981,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
dilma_2-2015-03-19,2016-03-17,2016-03-17,2016-03-17,2016-03-18,Edinho Silva,Secretaria de Comunicação Social,person-9fe6d70bf384,PT,PARTY,primary_adjudicated,service-dilma_rousseff-1-22,affiliation-0a61bf84ff67,ff879e035c8a0fcc1902,LEG-89bba1651520,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
dilma_2-2015-03-19,2016-03-17,2016-03-17,2016-03-17,2016-03-18,Armando Monteiro,"Ministério do Desenvolvimento, Indústria e Comércio Exterior",person-6e762df38945,PTB,PARTY,primary_adjudicated,service-dilma_rousseff-1-34,affiliation-94a20845e40f,4cb0c92460a473d55d7b,ATLAS-513;LEG-ba4b75fca9f5,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
dilma_2-2015-03-19,2016-03-17,2016-03-17,2016-03-17,2016-03-18,George Hilton,Ministério do Esporte,person-36c135f51965,REPUBLICANOS,PARTY,primary_adjudicated,service-dilma_rousseff-1-43,affiliation-1e430540f85f,8620c9575b28b1335c57,AFF-001;LEG-16d934587913,PERSON-CONTINUITY-REVIEW;R02,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
dilma_2-2016-03-18,2016-03-18,2016-03-27,2016-03-18,2016-03-28,Celso Pansera,"Ministério da Ciência, Tecnologia e Inovação",person-4a62f5bd6174,MDB,PARTY,primary_adjudicated,service-dilma_rousseff-1-17,affiliation-30697884737b,1bf6c3bc2133e5149a92,ATLAS-524;C024;LEG-c63d31861f21,C024;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
dilma_2-2016-03-18,2016-03-18,2016-03-27,2016-03-18,2016-03-28,Eduardo Braga,Ministério de Minas e Energia,person-86b811c075f6,MDB,PARTY,primary_adjudicated,service-dilma_rousseff-1-56,affiliation-71a21ce067a9,5fb911533cabbe420c1d,C009;LEG-328a5753236c,C009;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
dilma_2-2016-03-18,2016-03-18,2016-03-27,2016-03-18,2016-03-28,Mauro Lopes,Secretaria de Aviação Civil,person-4b3c84ef1e38,MDB,PARTY,primary_adjudicated,service-dilma_rousseff-1-9,affiliation-2e5a9f3d642a,6388603ae5d60b931ee1,LEG-90f1b4fb4472,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
dilma_2-2016-03-18,2016-03-18,2016-03-27,2016-03-18,2016-03-28,Helder Barbalho,Secretaria Nacional dos Portos,person-69c3d0fe4619,MDB,PARTY,primary_adjudicated,service-dilma_rousseff-1-63,affiliation-0b6f459ac1e7,838879d51be65ca21fce,ATLAS-547;C009;C024;LEG-ed798dddc06b,C009;C024;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
dilma_2-2016-03-18,2016-03-18,2016-03-27,2016-03-18,2016-03-28,Marcelo Castro,Ministério da Saúde,person-3d3adfcdf05f,MDB,PARTY,primary_adjudicated,service-dilma_rousseff-1-69,affiliation-d578fe137ca4,861fdf6d682288477f2f,ATLAS-510;C024;LEG-575314f66abd,C024;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
dilma_2-2016-03-18,2016-03-18,2016-03-27,2016-03-18,2016-03-28,Kátia Abreu,"Ministério da Agricultura, Pecuária e Abastecimento",person-5139ef661a7d,MDB,PARTY,primary_adjudicated,service-dilma_rousseff-1-3,affiliation-17b5cdf8e9ca,b21aacf0a11cb09feea3,LEG-bbe559c76692,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
dilma_2-2016-03-18,2016-03-18,2016-03-27,2016-03-18,2016-03-28,Henrique Eduardo Alves,Ministério do Turismo,person-5d5c6255c599,MDB,PARTY,primary_adjudicated,service-dilma_rousseff-1-76,affiliation-1e682eb55f9d,e845c546c0c2b795fe4a,LEG-7f1bb5c8a3de,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
dilma_2-2016-03-18,2016-03-18,2016-03-27,2016-03-18,2016-03-28,Aldo Rebelo,Ministério da Defesa,person-d1c3d895582d,PCdoB,PARTY,primary_adjudicated,service-dilma_rousseff-1-30,affiliation-2695219a6106,bf899c5796e98863d8d1,C024;C032;LEG-bada6905fc7f,C024;C032;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
dilma_2-2016-03-18,2016-03-18,2016-03-27,2016-03-18,2016-03-28,André Figueiredo,Ministério das Comunicações,person-d4b727e131c9,PDT,PARTY,primary_adjudicated,service-dilma_rousseff-1-24,affiliation-80b6aeb3505e,948ddc42dc21ad3963e4,ATLAS-520;C024;LEG-86c922df0c71,C024;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
