sensitivity_id,scenario_id,scenario_type,candidate,start_inclusive,end_exclusive,days,affected_historical_party,primary_state,alternative_state,primary_historical_party_set,alternative_historical_party_set,primary_election_party_set,alternative_election_party_set,primary_provisional_day,primary_provisional_person_ids,comparison_scope,unbounded_personal_uncertainty,inversion_classification_changes,primary_votes,primary_national_vote_total,primary_vote_share,primary_seats,primary_seat_share,primary_q_C,primary_d_C,primary_R_C,primary_A_C,primary_B_C,primary_inversion_status,alternative_votes,alternative_national_vote_total,alternative_vote_share,alternative_seats,alternative_seat_share,alternative_q_C,alternative_d_C,alternative_R_C,alternative_A_C,alternative_B_C,alternative_inversion_status
justice-2026-entry,justice-2026-entry/2026-01-14,joint_service_date,2026-01-14,2026-01-13,2026-01-15,2,,joint succession on 2026-01-15,joint succession on 2026-01-14,MDB;PCdoB;PDT;PP;PSB;PSD;PSOL;PT;REDE;REPUBLICANOS,MDB;PCdoB;PDT;PP;PSB;PSD;PSOL;PT;REDE;REPUBLICANOS,MDB;PCdoB;PDT;PP;PSB;PSD;PSOL;PT;REDE;REPUBLICANOS,MDB;PCdoB;PDT;PP;PSB;PSD;PSOL;PT;REDE;REPUBLICANOS,False,,concrete released alternative,False,False,59578502,109413508,0.544526019584346,291,0.5672514619883041,279.3418480467695,11.658151953230492,1.0417343553597405,8.287638936476451,3.3705130167540402,False,59578502,109413508,0.544526019584346,291,0.5672514619883041,279.3418480467695,11.658151953230492,1.0417343553597405,8.287638936476451,3.3705130167540402,False
mdic-2018-succession,mdic-2018-succession/2018-01-03,joint_service_date,2018-01-03,2018-01-03,2018-01-05,2,,joint succession on 2018-01-04,joint succession on 2018-01-03,CIDADANIA;DEM;MDB;PL;PP;PSD;PSDB;PTB;PV;REPUBLICANOS,CIDADANIA;DEM;MDB;PL;PP;PSD;PSDB;PTB;PV;REPUBLICANOS,DEM;PMDB;PP;PPS;PR;PRB;PSD;PSDB;PTB;PV,DEM;PMDB;PP;PPS;PR;PRB;PSD;PSDB;PTB;PV,False,,concrete released alternative,False,False,56298584,97355354,0.578279279843202,312,0.6081871345029239,296.6572705595627,15.342729440437349,1.0517187035783666,19.604503474585236,-4.261774034147886,False,56298584,97355354,0.578279279843202,312,0.6081871345029239,296.6572705595627,15.342729440437349,1.0517187035783666,19.604503474585236,-4.261774034147886,False
mdic-2018-succession,mdic-2018-succession/2018-01-05,joint_service_date,2018-01-05,2018-01-03,2018-01-05,2,,joint succession on 2018-01-04,joint succession on 2018-01-05,CIDADANIA;DEM;MDB;PL;PP;PSD;PSDB;PTB;PV;REPUBLICANOS,CIDADANIA;DEM;MDB;PL;PP;PSD;PSDB;PTB;PV;REPUBLICANOS,DEM;PMDB;PP;PPS;PR;PRB;PSD;PSDB;PTB;PV,DEM;PMDB;PP;PPS;PR;PRB;PSD;PSDB;PTB;PV,False,,concrete released alternative,False,False,56298584,97355354,0.578279279843202,312,0.6081871345029239,296.6572705595627,15.342729440437349,1.0517187035783666,19.604503474585236,-4.261774034147886,False,56298584,97355354,0.578279279843202,312,0.6081871345029239,296.6572705595627,15.342729440437349,1.0517187035783666,19.604503474585236,-4.261774034147886,False
mre-2021-effective-entry,mre-2021-effective-entry/2021-03-30,joint_service_date,2021-03-30,2021-03-30,2021-03-31,1,,joint succession on 2021-03-31,joint succession on 2021-03-30,DEM;PSC;PSD;PSL;REPUBLICANOS,DEM;PSC;PSD;PSL;REPUBLICANOS,DEM;PRB;PSC;PSD;PSL,DEM;PRB;PSC;PSD;PSL,True,person-jonathas-assuncao-salvador-nery-de-castro;person-otavio-brandelli;person-sergio-jose-pereira,conditional on V5 no-additional-party assumptions,True,False,28469457,98264190,0.289723621596026,152,0.2962962962962963,148.62821787876132,3.371782121238673,1.0226860159487958,7.726026876017899,-4.354244754779226,False,28469457,98264190,0.289723621596026,152,0.2962962962962963,148.62821787876132,3.371782121238673,1.0226860159487958,7.726026876017899,-4.354244754779226,False
sabino-2023-return,sabino-2023-return/2023-12-04,joint_service_date,2023-12-04,2023-12-04,2023-12-06,2,PSDB,joint succession on 2023-12-06,joint succession on 2023-12-04,MDB;PCdoB;PDT;PP;PSB;PSD;PSDB;PSOL;PT;REDE;REPUBLICANOS;UNIAO,MDB;PCdoB;PDT;PP;PSB;PSD;PSOL;PT;REDE;REPUBLICANOS;UNIAO,MDB;PCdoB;PDT;PP;PSB;PSD;PSDB;PSOL;PT;REDE;REPUBLICANOS;UNIÃO,MDB;PCdoB;PDT;PP;PSB;PSD;PSOL;PT;REDE;REPUBLICANOS;UNIÃO,False,,concrete released alternative,False,False,73102996,109413508,0.6681350167476579,363,0.7076023391812866,342.7532635915485,20.246736408451504,1.059070878556474,15.664808130329527,4.581928278121978,False,69793935,109413508,0.6378913927154223,350,0.682261208576998,327.23828446301167,22.76171553698836,1.0695570066758529,17.64430125426816,5.1174142827201985,False
sabino-2023-return,sabino-2023-return/2023-12-05,joint_service_date,2023-12-05,2023-12-04,2023-12-05,1,PSDB,joint succession on 2023-12-06,joint succession on 2023-12-05,MDB;PCdoB;PDT;PP;PSB;PSD;PSDB;PSOL;PT;REDE;REPUBLICANOS;UNIAO,MDB;PCdoB;PDT;PP;PSB;PSD;PSDB;PSOL;PT;REDE;REPUBLICANOS;UNIAO,MDB;PCdoB;PDT;PP;PSB;PSD;PSDB;PSOL;PT;REDE;REPUBLICANOS;UNIÃO,MDB;PCdoB;PDT;PP;PSB;PSD;PSDB;PSOL;PT;REDE;REPUBLICANOS;UNIÃO,False,,concrete released alternative,False,False,73102996,109413508,0.6681350167476579,363,0.7076023391812866,342.7532635915485,20.246736408451504,1.059070878556474,15.664808130329527,4.581928278121978,False,73102996,109413508,0.6681350167476579,363,0.7076023391812866,342.7532635915485,20.246736408451504,1.059070878556474,15.664808130329527,4.581928278121978,False
sabino-2023-return,sabino-2023-return/2023-12-05,joint_service_date,2023-12-05,2023-12-05,2023-12-06,1,PSDB,joint succession on 2023-12-06,joint succession on 2023-12-05,MDB;PCdoB;PDT;PP;PSB;PSD;PSDB;PSOL;PT;REDE;REPUBLICANOS;UNIAO,MDB;PCdoB;PDT;PP;PSB;PSD;PSOL;PT;REDE;REPUBLICANOS;UNIAO,MDB;PCdoB;PDT;PP;PSB;PSD;PSDB;PSOL;PT;REDE;REPUBLICANOS;UNIÃO,MDB;PCdoB;PDT;PP;PSB;PSD;PSOL;PT;REDE;REPUBLICANOS;UNIÃO,False,,concrete released alternative,False,False,73102996,109413508,0.6681350167476579,363,0.7076023391812866,342.7532635915485,20.246736408451504,1.059070878556474,15.664808130329527,4.581928278121978,False,69793935,109413508,0.6378913927154223,350,0.682261208576998,327.23828446301167,22.76171553698836,1.0695570066758529,17.64430125426816,5.1174142827201985,False
sabino-2025-nov-return,sabino-2025-nov-return/2025-11-14,joint_service_date,2025-11-14,2025-11-14,2025-11-17,3,PSDB;UNIAO,joint succession on 2025-11-17,joint succession on 2025-11-14,MDB;PCdoB;PDT;PP;PSB;PSD;PSDB;PSOL;PT;REDE;REPUBLICANOS,MDB;PCdoB;PDT;PP;PSB;PSD;PSOL;PT;REDE;REPUBLICANOS;UNIAO,MDB;PCdoB;PDT;PP;PSB;PSD;PSDB;PSOL;PT;REDE;REPUBLICANOS,MDB;PCdoB;PDT;PP;PSB;PSD;PSOL;PT;REDE;REPUBLICANOS;UNIÃO,False,,concrete released alternative,False,False,62887563,109413508,0.5747696436165816,304,0.5925925925925926,294.85682717530636,9.143172824693638,1.031008855763267,6.308145812537819,2.8350270121558196,False,69793935,109413508,0.6378913927154223,350,0.682261208576998,327.23828446301167,22.76171553698836,1.0695570066758529,17.64430125426816,5.1174142827201985,False
sabino-2025-nov-return,sabino-2025-nov-return/2025-11-15,joint_service_date,2025-11-15,2025-11-14,2025-11-15,1,PSDB;UNIAO,joint succession on 2025-11-17,joint succession on 2025-11-15,MDB;PCdoB;PDT;PP;PSB;PSD;PSDB;PSOL;PT;REDE;REPUBLICANOS,MDB;PCdoB;PDT;PP;PSB;PSD;PSDB;PSOL;PT;REDE;REPUBLICANOS,MDB;PCdoB;PDT;PP;PSB;PSD;PSDB;PSOL;PT;REDE;REPUBLICANOS,MDB;PCdoB;PDT;PP;PSB;PSD;PSDB;PSOL;PT;REDE;REPUBLICANOS,False,,concrete released alternative,False,False,62887563,109413508,0.5747696436165816,304,0.5925925925925926,294.85682717530636,9.143172824693638,1.031008855763267,6.308145812537819,2.8350270121558196,False,62887563,109413508,0.5747696436165816,304,0.5925925925925926,294.85682717530636,9.143172824693638,1.031008855763267,6.308145812537819,2.8350270121558196,False
sabino-2025-nov-return,sabino-2025-nov-return/2025-11-15,joint_service_date,2025-11-15,2025-11-15,2025-11-17,2,PSDB;UNIAO,joint succession on 2025-11-17,joint succession on 2025-11-15,MDB;PCdoB;PDT;PP;PSB;PSD;PSDB;PSOL;PT;REDE;REPUBLICANOS,MDB;PCdoB;PDT;PP;PSB;PSD;PSOL;PT;REDE;REPUBLICANOS;UNIAO,MDB;PCdoB;PDT;PP;PSB;PSD;PSDB;PSOL;PT;REDE;REPUBLICANOS,MDB;PCdoB;PDT;PP;PSB;PSD;PSOL;PT;REDE;REPUBLICANOS;UNIÃO,False,,concrete released alternative,False,False,62887563,109413508,0.5747696436165816,304,0.5925925925925926,294.85682717530636,9.143172824693638,1.031008855763267,6.308145812537819,2.8350270121558196,False,69793935,109413508,0.6378913927154223,350,0.682261208576998,327.23828446301167,22.76171553698836,1.0695570066758529,17.64430125426816,5.1174142827201985,False
sabino-2025-nov-return,sabino-2025-nov-return/2025-11-16,joint_service_date,2025-11-16,2025-11-14,2025-11-16,2,PSDB;UNIAO,joint succession on 2025-11-17,joint succession on 2025-11-16,MDB;PCdoB;PDT;PP;PSB;PSD;PSDB;PSOL;PT;REDE;REPUBLICANOS,MDB;PCdoB;PDT;PP;PSB;PSD;PSDB;PSOL;PT;REDE;REPUBLICANOS,MDB;PCdoB;PDT;PP;PSB;PSD;PSDB;PSOL;PT;REDE;REPUBLICANOS,MDB;PCdoB;PDT;PP;PSB;PSD;PSDB;PSOL;PT;REDE;REPUBLICANOS,False,,concrete released alternative,False,False,62887563,109413508,0.5747696436165816,304,0.5925925925925926,294.85682717530636,9.143172824693638,1.031008855763267,6.308145812537819,2.8350270121558196,False,62887563,109413508,0.5747696436165816,304,0.5925925925925926,294.85682717530636,9.143172824693638,1.031008855763267,6.308145812537819,2.8350270121558196,False
sabino-2025-nov-return,sabino-2025-nov-return/2025-11-16,joint_service_date,2025-11-16,2025-11-16,2025-11-17,1,PSDB;UNIAO,joint succession on 2025-11-17,joint succession on 2025-11-16,MDB;PCdoB;PDT;PP;PSB;PSD;PSDB;PSOL;PT;REDE;REPUBLICANOS,MDB;PCdoB;PDT;PP;PSB;PSD;PSOL;PT;REDE;REPUBLICANOS;UNIAO,MDB;PCdoB;PDT;PP;PSB;PSD;PSDB;PSOL;PT;REDE;REPUBLICANOS,MDB;PCdoB;PDT;PP;PSB;PSD;PSOL;PT;REDE;REPUBLICANOS;UNIÃO,False,,concrete released alternative,False,False,62887563,109413508,0.5747696436165816,304,0.5925925925925926,294.85682717530636,9.143172824693638,1.031008855763267,6.308145812537819,2.8350270121558196,False,69793935,109413508,0.6378913927154223,350,0.682261208576998,327.23828446301167,22.76171553698836,1.0695570066758529,17.64430125426816,5.1174142827201985,False
transition-person-20d6d1c35408,transition-person-20d6d1c35408/2020-06-16,joint_affiliation_date,2020-06-16,2020-06-16,2020-06-17,1,PSDB,transition on 2020-06-18,transition on 2020-06-16,DEM;PP;PSDB;PSL,DEM;PP;PSL,DEM;PP;PSDB;PSL,DEM;PP;PSL,False,,concrete released alternative,False,False,27316549,98264190,0.27799088355585083,148,0.2884990253411306,142.60932326415147,5.390676735848532,1.0378003107543223,9.893766986117328,-4.503090250268795,False,21424743,98264190,0.21803205216467972,118,0.2300194931773879,111.8504427604807,6.1495572395193,1.0549801778852865,9.473050360565326,-3.3234931210460252,False
transition-person-20d6d1c35408,transition-person-20d6d1c35408/2020-06-16,joint_affiliation_date,2020-06-16,2020-06-17,2020-06-18,1,PSDB,transition on 2020-06-18,transition on 2020-06-16,DEM;PP;PSD;PSDB;PSL,DEM;PP;PSD;PSL,DEM;PP;PSD;PSDB;PSL,DEM;PP;PSD;PSL,False,,concrete released alternative,False,False,33065559,98264190,0.3364965304247661,183,0.3567251461988304,172.62272010790502,10.377279892094974,1.0601153769654899,14.157264067397003,-3.77998417530203,False,27173753,98264190,0.27653769903359504,153,0.2982456140350877,141.86383960423427,11.13616039576574,1.078498935506278,13.736547441845001,-2.60038704607926,False
transition-person-20d6d1c35408,transition-person-20d6d1c35408/2020-06-17,joint_affiliation_date,2020-06-17,2020-06-16,2020-06-17,1,PSDB,transition on 2020-06-18,transition on 2020-06-17,DEM;PP;PSDB;PSL,DEM;PP;PSDB;PSL,DEM;PP;PSDB;PSL,DEM;PP;PSDB;PSL,False,,concrete released alternative,False,False,27316549,98264190,0.27799088355585083,148,0.2884990253411306,142.60932326415147,5.390676735848532,1.0378003107543223,9.893766986117328,-4.503090250268795,False,27316549,98264190,0.27799088355585083,148,0.2884990253411306,142.60932326415147,5.390676735848532,1.0378003107543223,9.893766986117328,-4.503090250268795,False
transition-person-20d6d1c35408,transition-person-20d6d1c35408/2020-06-17,joint_affiliation_date,2020-06-17,2020-06-17,2020-06-18,1,PSDB,transition on 2020-06-18,transition on 2020-06-17,DEM;PP;PSD;PSDB;PSL,DEM;PP;PSD;PSL,DEM;PP;PSD;PSDB;PSL,DEM;PP;PSD;PSL,False,,concrete released alternative,False,False,33065559,98264190,0.3364965304247661,183,0.3567251461988304,172.62272010790502,10.377279892094974,1.0601153769654899,14.157264067397003,-3.77998417530203,False,27173753,98264190,0.27653769903359504,153,0.2982456140350877,141.86383960423427,11.13616039576574,1.078498935506278,13.736547441845001,-2.60038704607926,False
transition-person-87ad75f8d2f9,transition-person-87ad75f8d2f9/2020-09-04,joint_affiliation_date,2020-09-04,2020-09-04,2020-09-19,15,PP,transition on 2020-09-19,transition on 2020-09-04,DEM;PP;PSD;PSL,DEM;PSD;PSL,DEM;PP;PSD;PSL,DEM;PSD;PSL,False,,concrete released alternative,False,False,27173753,98264190,0.27653769903359504,153,0.2982456140350877,141.86383960423427,11.13616039576574,1.078498935506278,13.736547441845001,-2.60038704607926,False,21765175,98264190,0.22149650854497452,116,0.22612085769980506,113.62770888357193,2.37229111642807,1.0208777519122456,6.417770812501248,-4.045479696073178,False
transition-person-87ad75f8d2f9,transition-person-87ad75f8d2f9/2020-09-05,joint_affiliation_date,2020-09-05,2020-09-04,2020-09-05,1,PP,transition on 2020-09-19,transition on 2020-09-05,DEM;PP;PSD;PSL,DEM;PP;PSD;PSL,DEM;PP;PSD;PSL,DEM;PP;PSD;PSL,False,,concrete released alternative,False,False,27173753,98264190,0.27653769903359504,153,0.2982456140350877,141.86383960423427,11.13616039576574,1.078498935506278,13.736547441845001,-2.60038704607926,False,27173753,98264190,0.27653769903359504,153,0.2982456140350877,141.86383960423427,11.13616039576574,1.078498935506278,13.736547441845001,-2.60038704607926,False
transition-person-87ad75f8d2f9,transition-person-87ad75f8d2f9/2020-09-05,joint_affiliation_date,2020-09-05,2020-09-05,2020-09-19,14,PP,transition on 2020-09-19,transition on 2020-09-05,DEM;PP;PSD;PSL,DEM;PSD;PSL,DEM;PP;PSD;PSL,DEM;PSD;PSL,False,,concrete released alternative,False,False,27173753,98264190,0.27653769903359504,153,0.2982456140350877,141.86383960423427,11.13616039576574,1.078498935506278,13.736547441845001,-2.60038704607926,False,21765175,98264190,0.22149650854497452,116,0.22612085769980506,113.62770888357193,2.37229111642807,1.0208777519122456,6.417770812501248,-4.045479696073178,False
transition-person-87ad75f8d2f9,transition-person-87ad75f8d2f9/2020-09-06,joint_affiliation_date,2020-09-06,2020-09-04,2020-09-06,2,PP,transition on 2020-09-19,transition on 2020-09-06,DEM;PP;PSD;PSL,DEM;PP;PSD;PSL,DEM;PP;PSD;PSL,DEM;PP;PSD;PSL,False,,concrete released alternative,False,False,27173753,98264190,0.27653769903359504,153,0.2982456140350877,141.86383960423427,11.13616039576574,1.078498935506278,13.736547441845001,-2.60038704607926,False,27173753,98264190,0.27653769903359504,153,0.2982456140350877,141.86383960423427,11.13616039576574,1.078498935506278,13.736547441845001,-2.60038704607926,False
transition-person-87ad75f8d2f9,transition-person-87ad75f8d2f9/2020-09-06,joint_affiliation_date,2020-09-06,2020-09-06,2020-09-19,13,PP,transition on 2020-09-19,transition on 2020-09-06,DEM;PP;PSD;PSL,DEM;PSD;PSL,DEM;PP;PSD;PSL,DEM;PSD;PSL,False,,concrete released alternative,False,False,27173753,98264190,0.27653769903359504,153,0.2982456140350877,141.86383960423427,11.13616039576574,1.078498935506278,13.736547441845001,-2.60038704607926,False,21765175,98264190,0.22149650854497452,116,0.22612085769980506,113.62770888357193,2.37229111642807,1.0208777519122456,6.417770812501248,-4.045479696073178,False
transition-person-87ad75f8d2f9,transition-person-87ad75f8d2f9/2020-09-07,joint_affiliation_date,2020-09-07,2020-09-04,2020-09-07,3,PP,transition on 2020-09-19,transition on 2020-09-07,DEM;PP;PSD;PSL,DEM;PP;PSD;PSL,DEM;PP;PSD;PSL,DEM;PP;PSD;PSL,False,,concrete released alternative,False,False,27173753,98264190,0.27653769903359504,153,0.2982456140350877,141.86383960423427,11.13616039576574,1.078498935506278,13.736547441845001,-2.60038704607926,False,27173753,98264190,0.27653769903359504,153,0.2982456140350877,141.86383960423427,11.13616039576574,1.078498935506278,13.736547441845001,-2.60038704607926,False
transition-person-87ad75f8d2f9,transition-person-87ad75f8d2f9/2020-09-07,joint_affiliation_date,2020-09-07,2020-09-07,2020-09-19,12,PP,transition on 2020-09-19,transition on 2020-09-07,DEM;PP;PSD;PSL,DEM;PSD;PSL,DEM;PP;PSD;PSL,DEM;PSD;PSL,False,,concrete released alternative,False,False,27173753,98264190,0.27653769903359504,153,0.2982456140350877,141.86383960423427,11.13616039576574,1.078498935506278,13.736547441845001,-2.60038704607926,False,21765175,98264190,0.22149650854497452,116,0.22612085769980506,113.62770888357193,2.37229111642807,1.0208777519122456,6.417770812501248,-4.045479696073178,False
transition-person-87ad75f8d2f9,transition-person-87ad75f8d2f9/2020-09-08,joint_affiliation_date,2020-09-08,2020-09-04,2020-09-08,4,PP,transition on 2020-09-19,transition on 2020-09-08,DEM;PP;PSD;PSL,DEM;PP;PSD;PSL,DEM;PP;PSD;PSL,DEM;PP;PSD;PSL,False,,concrete released alternative,False,False,27173753,98264190,0.27653769903359504,153,0.2982456140350877,141.86383960423427,11.13616039576574,1.078498935506278,13.736547441845001,-2.60038704607926,False,27173753,98264190,0.27653769903359504,153,0.2982456140350877,141.86383960423427,11.13616039576574,1.078498935506278,13.736547441845001,-2.60038704607926,False
transition-person-87ad75f8d2f9,transition-person-87ad75f8d2f9/2020-09-08,joint_affiliation_date,2020-09-08,2020-09-08,2020-09-19,11,PP,transition on 2020-09-19,transition on 2020-09-08,DEM;PP;PSD;PSL,DEM;PSD;PSL,DEM;PP;PSD;PSL,DEM;PSD;PSL,False,,concrete released alternative,False,False,27173753,98264190,0.27653769903359504,153,0.2982456140350877,141.86383960423427,11.13616039576574,1.078498935506278,13.736547441845001,-2.60038704607926,False,21765175,98264190,0.22149650854497452,116,0.22612085769980506,113.62770888357193,2.37229111642807,1.0208777519122456,6.417770812501248,-4.045479696073178,False
transition-person-87ad75f8d2f9,transition-person-87ad75f8d2f9/2020-09-09,joint_affiliation_date,2020-09-09,2020-09-04,2020-09-09,5,PP,transition on 2020-09-19,transition on 2020-09-09,DEM;PP;PSD;PSL,DEM;PP;PSD;PSL,DEM;PP;PSD;PSL,DEM;PP;PSD;PSL,False,,concrete released alternative,False,False,27173753,98264190,0.27653769903359504,153,0.2982456140350877,141.86383960423427,11.13616039576574,1.078498935506278,13.736547441845001,-2.60038704607926,False,27173753,98264190,0.27653769903359504,153,0.2982456140350877,141.86383960423427,11.13616039576574,1.078498935506278,13.736547441845001,-2.60038704607926,False
transition-person-87ad75f8d2f9,transition-person-87ad75f8d2f9/2020-09-09,joint_affiliation_date,2020-09-09,2020-09-09,2020-09-19,10,PP,transition on 2020-09-19,transition on 2020-09-09,DEM;PP;PSD;PSL,DEM;PSD;PSL,DEM;PP;PSD;PSL,DEM;PSD;PSL,False,,concrete released alternative,False,False,27173753,98264190,0.27653769903359504,153,0.2982456140350877,141.86383960423427,11.13616039576574,1.078498935506278,13.736547441845001,-2.60038704607926,False,21765175,98264190,0.22149650854497452,116,0.22612085769980506,113.62770888357193,2.37229111642807,1.0208777519122456,6.417770812501248,-4.045479696073178,False
transition-person-87ad75f8d2f9,transition-person-87ad75f8d2f9/2020-09-10,joint_affiliation_date,2020-09-10,2020-09-04,2020-09-10,6,PP,transition on 2020-09-19,transition on 2020-09-10,DEM;PP;PSD;PSL,DEM;PP;PSD;PSL,DEM;PP;PSD;PSL,DEM;PP;PSD;PSL,False,,concrete released alternative,False,False,27173753,98264190,0.27653769903359504,153,0.2982456140350877,141.86383960423427,11.13616039576574,1.078498935506278,13.736547441845001,-2.60038704607926,False,27173753,98264190,0.27653769903359504,153,0.2982456140350877,141.86383960423427,11.13616039576574,1.078498935506278,13.736547441845001,-2.60038704607926,False
transition-person-87ad75f8d2f9,transition-person-87ad75f8d2f9/2020-09-10,joint_affiliation_date,2020-09-10,2020-09-10,2020-09-19,9,PP,transition on 2020-09-19,transition on 2020-09-10,DEM;PP;PSD;PSL,DEM;PSD;PSL,DEM;PP;PSD;PSL,DEM;PSD;PSL,False,,concrete released alternative,False,False,27173753,98264190,0.27653769903359504,153,0.2982456140350877,141.86383960423427,11.13616039576574,1.078498935506278,13.736547441845001,-2.60038704607926,False,21765175,98264190,0.22149650854497452,116,0.22612085769980506,113.62770888357193,2.37229111642807,1.0208777519122456,6.417770812501248,-4.045479696073178,False
transition-person-87ad75f8d2f9,transition-person-87ad75f8d2f9/2020-09-11,joint_affiliation_date,2020-09-11,2020-09-04,2020-09-11,7,PP,transition on 2020-09-19,transition on 2020-09-11,DEM;PP;PSD;PSL,DEM;PP;PSD;PSL,DEM;PP;PSD;PSL,DEM;PP;PSD;PSL,False,,concrete released alternative,False,False,27173753,98264190,0.27653769903359504,153,0.2982456140350877,141.86383960423427,11.13616039576574,1.078498935506278,13.736547441845001,-2.60038704607926,False,27173753,98264190,0.27653769903359504,153,0.2982456140350877,141.86383960423427,11.13616039576574,1.078498935506278,13.736547441845001,-2.60038704607926,False
transition-person-87ad75f8d2f9,transition-person-87ad75f8d2f9/2020-09-11,joint_affiliation_date,2020-09-11,2020-09-11,2020-09-19,8,PP,transition on 2020-09-19,transition on 2020-09-11,DEM;PP;PSD;PSL,DEM;PSD;PSL,DEM;PP;PSD;PSL,DEM;PSD;PSL,False,,concrete released alternative,False,False,27173753,98264190,0.27653769903359504,153,0.2982456140350877,141.86383960423427,11.13616039576574,1.078498935506278,13.736547441845001,-2.60038704607926,False,21765175,98264190,0.22149650854497452,116,0.22612085769980506,113.62770888357193,2.37229111642807,1.0208777519122456,6.417770812501248,-4.045479696073178,False
transition-person-87ad75f8d2f9,transition-person-87ad75f8d2f9/2020-09-12,joint_affiliation_date,2020-09-12,2020-09-04,2020-09-12,8,PP,transition on 2020-09-19,transition on 2020-09-12,DEM;PP;PSD;PSL,DEM;PP;PSD;PSL,DEM;PP;PSD;PSL,DEM;PP;PSD;PSL,False,,concrete released alternative,False,False,27173753,98264190,0.27653769903359504,153,0.2982456140350877,141.86383960423427,11.13616039576574,1.078498935506278,13.736547441845001,-2.60038704607926,False,27173753,98264190,0.27653769903359504,153,0.2982456140350877,141.86383960423427,11.13616039576574,1.078498935506278,13.736547441845001,-2.60038704607926,False
transition-person-87ad75f8d2f9,transition-person-87ad75f8d2f9/2020-09-12,joint_affiliation_date,2020-09-12,2020-09-12,2020-09-19,7,PP,transition on 2020-09-19,transition on 2020-09-12,DEM;PP;PSD;PSL,DEM;PSD;PSL,DEM;PP;PSD;PSL,DEM;PSD;PSL,False,,concrete released alternative,False,False,27173753,98264190,0.27653769903359504,153,0.2982456140350877,141.86383960423427,11.13616039576574,1.078498935506278,13.736547441845001,-2.60038704607926,False,21765175,98264190,0.22149650854497452,116,0.22612085769980506,113.62770888357193,2.37229111642807,1.0208777519122456,6.417770812501248,-4.045479696073178,False
transition-person-87ad75f8d2f9,transition-person-87ad75f8d2f9/2020-09-13,joint_affiliation_date,2020-09-13,2020-09-04,2020-09-13,9,PP,transition on 2020-09-19,transition on 2020-09-13,DEM;PP;PSD;PSL,DEM;PP;PSD;PSL,DEM;PP;PSD;PSL,DEM;PP;PSD;PSL,False,,concrete released alternative,False,False,27173753,98264190,0.27653769903359504,153,0.2982456140350877,141.86383960423427,11.13616039576574,1.078498935506278,13.736547441845001,-2.60038704607926,False,27173753,98264190,0.27653769903359504,153,0.2982456140350877,141.86383960423427,11.13616039576574,1.078498935506278,13.736547441845001,-2.60038704607926,False
transition-person-87ad75f8d2f9,transition-person-87ad75f8d2f9/2020-09-13,joint_affiliation_date,2020-09-13,2020-09-13,2020-09-19,6,PP,transition on 2020-09-19,transition on 2020-09-13,DEM;PP;PSD;PSL,DEM;PSD;PSL,DEM;PP;PSD;PSL,DEM;PSD;PSL,False,,concrete released alternative,False,False,27173753,98264190,0.27653769903359504,153,0.2982456140350877,141.86383960423427,11.13616039576574,1.078498935506278,13.736547441845001,-2.60038704607926,False,21765175,98264190,0.22149650854497452,116,0.22612085769980506,113.62770888357193,2.37229111642807,1.0208777519122456,6.417770812501248,-4.045479696073178,False
transition-person-87ad75f8d2f9,transition-person-87ad75f8d2f9/2020-09-14,joint_affiliation_date,2020-09-14,2020-09-04,2020-09-14,10,PP,transition on 2020-09-19,transition on 2020-09-14,DEM;PP;PSD;PSL,DEM;PP;PSD;PSL,DEM;PP;PSD;PSL,DEM;PP;PSD;PSL,False,,concrete released alternative,False,False,27173753,98264190,0.27653769903359504,153,0.2982456140350877,141.86383960423427,11.13616039576574,1.078498935506278,13.736547441845001,-2.60038704607926,False,27173753,98264190,0.27653769903359504,153,0.2982456140350877,141.86383960423427,11.13616039576574,1.078498935506278,13.736547441845001,-2.60038704607926,False
transition-person-87ad75f8d2f9,transition-person-87ad75f8d2f9/2020-09-14,joint_affiliation_date,2020-09-14,2020-09-14,2020-09-19,5,PP,transition on 2020-09-19,transition on 2020-09-14,DEM;PP;PSD;PSL,DEM;PSD;PSL,DEM;PP;PSD;PSL,DEM;PSD;PSL,False,,concrete released alternative,False,False,27173753,98264190,0.27653769903359504,153,0.2982456140350877,141.86383960423427,11.13616039576574,1.078498935506278,13.736547441845001,-2.60038704607926,False,21765175,98264190,0.22149650854497452,116,0.22612085769980506,113.62770888357193,2.37229111642807,1.0208777519122456,6.417770812501248,-4.045479696073178,False
transition-person-87ad75f8d2f9,transition-person-87ad75f8d2f9/2020-09-15,joint_affiliation_date,2020-09-15,2020-09-04,2020-09-15,11,PP,transition on 2020-09-19,transition on 2020-09-15,DEM;PP;PSD;PSL,DEM;PP;PSD;PSL,DEM;PP;PSD;PSL,DEM;PP;PSD;PSL,False,,concrete released alternative,False,False,27173753,98264190,0.27653769903359504,153,0.2982456140350877,141.86383960423427,11.13616039576574,1.078498935506278,13.736547441845001,-2.60038704607926,False,27173753,98264190,0.27653769903359504,153,0.2982456140350877,141.86383960423427,11.13616039576574,1.078498935506278,13.736547441845001,-2.60038704607926,False
